"feature_id_full","feature_id","feature_mz","feature_rt","WT_vs_xthA1_p_value","WT_vs_xthA2_p_value","WT_vs_xthB1_p_value","xthA1_vs_xthA2_p_value","xthA1_vs_xthB1_p_value","xthA2_vs_xthB1_p_value","WT_vs_xthA1_p_value_minus_log10","WT_vs_xthA2_p_value_minus_log10","WT_vs_xthB1_p_value_minus_log10","xthA1_vs_xthA2_p_value_minus_log10","xthA1_vs_xthB1_p_value_minus_log10","xthA2_vs_xthB1_p_value_minus_log10","xthA2_vs_xthB1_fold_change","xthA1_vs_xthB1_fold_change","WT_vs_xthB1_fold_change","xthA1_vs_xthA2_fold_change","WT_vs_xthA2_fold_change","WT_vs_xthA1_fold_change","xthA2_vs_xthB1_fold_change_log2","xthA1_vs_xthB1_fold_change_log2","WT_vs_xthB1_fold_change_log2","xthA1_vs_xthA2_fold_change_log2","WT_vs_xthA2_fold_change_log2","WT_vs_xthA1_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"415_522.36_2.3",415,522.355841919562,2.2665875,0.966258358077036,0.338200027041726,0.115532314741627,0.173235495443029,0.236907414948118,0.00554118646662549,0.0149067364360641,0.470826362013049,0.937296525286146,0.761363117540152,0.625421346112797,2.25639723513807,0.58692535151809,0.749234968432875,0.70857489000659,1.27654218120749,1.20726577608865,0.945731205643897,-0.768751069989855,-0.416509860005549,-0.497007753767629,0.352241209984307,0.271743316222227,-0.0804978937620802,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","1-(1Z-hexadecenyl)-2-acetyl-sn-glycero-3-phosphocholine",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C","CCCCCCCCCCCCCCC=COCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)C",NA,NA,NA,NA,"YAMUFBLWGFFICM","InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1","YAMUFBLWGFFICM-PTGWMXDISA-N","InChI=1S/C26H52NO7P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-31-23-26(34-25(2)28)24-33-35(29,30)32-22-20-27(3,4)5/h19,21,26H,6-18,20,22-24H2,1-5H3/p+1","MULVVBYNDZRKPA"
"307_759.54_1.7",307,759.536261483737,1.7378066,0.966398908712172,0.23644659098295,0.000745558116018841,0.438500579818433,0.00156630048369155,0.0224623885688264,0.0148435691415583,0.626266943132869,3.12751849777428,0.358029828040747,2.80512491795448,1.64854406432098,0.687600875468894,0.60231629515881,0.580992559239978,0.875967900343456,0.844956107485731,0.964597112696064,-0.540356713198456,-0.731406804542257,-0.78340840770562,-0.191050091343801,-0.243051694507164,-0.0520016031633625,"Fatty acids","Glycerolipids","Triacylglycerols","2-({6-[(3,7,11,15,19,23,27-heptamethyloctacosa-2,6,10,14,18,22,26-heptaen-1-yl)oxy]-4,5-dihydroxyoxan-3-yl}oxy)oxane-3,4,5-triol",NA,NA,"CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOC1C(C(C(CO1)OC2C(C(C(CO2)O)O)O)O)O)C)C)C)C)C)C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C45H74O9/c1-31(2)15-9-16-32(3)17-10-18-33(4)19-11-20-34(5)21-12-22-35(6)23-13-24-36(7)25-14-26-37(8)27-28-51-44-43(50)41(48)39(30-53-44)54-45-42(49)40(47)38(46)29-52-45/h15,17,19,21,23,25,27,38-50H,9-14,16,18,20,22,24,26,28-30H2,1-8H3","USODGXJIUBQISQ"
"244_704.49_1.3",244,704.486607139708,1.3352022,0.96808367882229,0.195342371724276,2.13825925765576e-06,0.370234136504116,3.52269667824867e-06,2.72233856926096e-05,0.0140871016997649,0.709203543654649,5.66993963900416,0.431523540710388,5.45312475012958,4.56505786384319,0.590807126806522,0.542360272659228,0.530732282472659,0.917998866382735,0.898317333004115,0.978560394680908,-0.759240865693237,-0.882676588493821,-0.913943789690257,-0.123435722800584,-0.15470292399702,-0.0312672011964357,"Fatty acids","Glycerophospholipids","Oxidized glycerophospholipids","[(2R)-2-(14-carboxytetradecanoyloxy)-3-tetradecanoyloxypropyl] 2-(trimethylazaniumyl)ethyl phosphate",NA,NA,"CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C37H72NO10P/c1-5-6-7-8-9-10-12-16-19-22-25-28-36(41)45-32-34(33-47-49(43,44)46-31-30-38(2,3)4)48-37(42)29-26-23-20-17-14-11-13-15-18-21-24-27-35(39)40/h34H,5-33H2,1-4H3,(H-,39,40,43,44)/p+1","ARRJVYXMLJZWPT"
"343_662.44_2",343,662.439874260882,1.9519761,0.969848995370557,0.150632914312172,2.77083469784056e-05,0.29224831007994,4.98468431776589e-05,0.000773565375953966,0.0132958797362861,0.82208012147984,4.55738938253861,0.534247991458094,4.30236234054059,3.11150297709549,0.640849828944449,0.570322847255017,0.555817155884461,0.889947724874021,0.867312638282129,0.974565824531889,-0.641941766778426,-0.810149266350743,-0.847317729353114,-0.168207499572317,-0.205375962574688,-0.037168463002371,"Fatty acids","Glycerophospholipids","Glycerophosphoglycerols","[(2R)-3-phosphonooxy-2-tridecanoyloxypropyl] (9E,11E,15E)-13-hydroxyoctadeca-9,11,15-trienoate",NA,NA,"CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CC=CC(CC=CCC)O)COP(=O)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C34H61O9P/c1-3-5-7-8-9-10-13-17-20-24-28-34(37)43-32(30-42-44(38,39)40)29-41-33(36)27-23-19-16-14-11-12-15-18-22-26-31(35)25-21-6-4-2/h6,15,18,21-22,26,31-32,35H,3-5,7-14,16-17,19-20,23-25,27-30H2,1-2H3,(H2,38,39,40)","OGNXBNGOVDKFFJ"
"502_303.12_2.8",502,303.123263132682,2.7967513,0.970701483726488,0.00261863299641318,0.0261633127641432,0.00551200269339169,0.0560183068261405,0.561981219564877,0.0129143065521076,2.58192536404183,1.5823072670718,2.2586905788862,1.251670022024,0.250278197554825,1.13612685727753,0.792845099151553,0.768818796696787,0.697849094995804,0.676701542413217,0.969696095138285,0.18412393180318,-0.334889065673075,-0.379284486182389,-0.519012997476256,-0.563408417985569,-0.0443954205093134,"Carbohydrates","Nucleosides","Purine nucleosides","6-(2,2-Dimethyl-3-sulfamoyl-1-propoxy)(1,2,4)triazolo(1,5-b)pyridazine",NA,NA,"CC(C)(COC1=NN2C(=NC=N2)C=C1)CS(=O)(=O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H15N5O3S/c1-10(2,6-19(11,16)17)5-18-9-4-3-8-12-7-13-15(8)14-9/h3-4,7H,5-6H2,1-2H3,(H2,11,16,17)","ULJMBTIWHIEYSC"
"621_339.14_4",621,339.141124552388,3.9961154,0.971609989809586,0.989911557016098,3.57385495308726e-07,0.999154129184334,5.4308348484966e-07,4.77967536882673e-07,0.0125080285551792,0.00440360541830047,6.44686307755844,0.000367512483611111,6.26513340388702,6.32060159926966,1.71514506116164,1.70111351913064,1.74847726775835,0.991819034815929,1.01943404517291,1.02784279126293,0.778330599819787,0.766479418498191,0.806099039441126,-0.0118511813215958,0.0277684396213392,0.0396196209429349,"Carbohydrates","Nucleosides","Pyrimidine nucleosides","4-Amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-[(4-methyltriazol-1-yl)methyl]pyrimidin-2-one",NA,NA,"CC1=CN(N=N1)CC2=CN(C(=O)N=C2N)C3C(C(C(O3)CO)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C13H18N6O5/c1-6-2-18(17-16-6)3-7-4-19(13(23)15-11(7)14)12-10(22)9(21)8(5-20)24-12/h2,4,8-10,12,20-22H,3,5H2,1H3,(H2,14,15,23)","GQUIZVAKLRRPQD"
"348_756.52_2",348,756.517862967992,1.9923348,0.973665416788352,0.167650412256176,0.000103207236548997,0.311990561577003,0.000189766152423165,0.00339352772674872,0.0115902552424533,0.775595374293842,3.98628985035306,0.505858544177159,3.72178124779245,2.46934859806386,0.662497572792892,0.583278971702077,0.567537710305344,0.880424314979973,0.856663833367381,0.973012465457485,-0.594012925948424,-0.777742031652856,-0.817211838760452,-0.183729105704433,-0.223198912812028,-0.0394698071075958,"Polyketides","Macrolides","Polyene macrolides",NA,NA,NA,"CCCCCCC1COC(C1C)C(C(C)(C2CCC3(C2(CCC4C3=C(C(=O)C5C4(CC(C(C5)O)O)CCC6=CNC(C=C6)N)NCC(C)O)CCO)O)O)O",NA,NA,NA,NA,"XXUXRXNEAQUJHB","nan","nan","InChI=1S/C43H71N3O9/c1-5-6-7-8-9-28-24-55-38(26(28)3)39(52)40(4,53)33-14-17-43(54)35-29(13-16-42(33,43)18-19-47)41(15-12-27-10-11-34(44)45-23-27)21-32(50)31(49)20-30(41)37(51)36(35)46-22-25(2)48/h10-11,23,25-26,28-34,38-39,45-50,52-54H,5-9,12-22,24,44H2,1-4H3","LPHKTNQCZHHWOT"
"169_758.57_0.9",169,758.570701851773,0.9413801,0.974140880015465,0.714315120102464,2.24091506062507e-06,0.474079306465367,3.56558220726555e-06,7.33731714941399e-07,0.0113782310177411,0.146110156948722,5.64957460459878,0.324149001196635,5.44786954610431,6.13446270850276,0.563349279170677,0.599020366406637,0.58852087144969,1.06331966429153,1.04468203512405,0.982472223741021,-0.827898417548243,-0.739323040096415,-0.764834514622754,0.088575377451828,0.0630639029254891,-0.0255114745263389,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","2,3-bis[[(Z)-heptadec-9-enoyl]oxy]propyl 2-(trimethylazaniumyl)ethyl phosphate",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","CCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCC",NA,NA,NA,NA,"JLPULHDHAOZNQI","InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h14,16,20-21,40H,6-13,15,17-19,22-39H2,1-5H3/b16-14-,21-20-/t40-/m1/s1","JLPULHDHAOZNQI-ZTIMHPMXSA-N","InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h18-21,40H,6-17,22-39H2,1-5H3/p+1","RXPVDHQFHIMZPN"
"284_1488.1_1.7",284,1488.10109025414,1.6683602,0.974202321085616,0.99673882471425,0.000135393747450752,0.922189282198254,0.000250353526621838,0.000100894383055827,0.0113508400347537,0.00141862488266588,3.86840139111864,0.0351799295132769,3.60144628650347,3.99613301092623,0.550313725983915,0.574117481541116,0.557939487916918,1.04325488250296,1.01385711744581,0.971821109538815,-0.861673781917041,-0.800582109390187,-0.841819433793745,0.0610916725268543,0.019854348123297,-0.0412373244035572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524_339.29_3",524,339.289333995165,2.9570565,0.975412972030179,0.243649703468986,0.113784642872566,0.129024596480707,0.217374967162004,0.00365318753691657,0.0108114730179154,0.61323411283537,0.943916349239395,0.889327490494602,0.662790470596415,2.43732803264506,0.618552158326378,0.778031726393459,0.745140707582696,1.25782719520143,1.20465299094393,0.957725350143203,-0.693032841826193,-0.362099108599719,-0.42441521432715,0.330933733226475,0.268617627499043,-0.0623161057274313,"Fatty acids","Glycerolipids","Monoacylglycerols","Monoolein","CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)O","CCCCCCCC/C=C/CCCCCCC[C@@H]1C[C@@H](O)C(=O)O1","CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O","InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3/b10-9+",NA,"RZRNAYUHWVFMIP-MDZDMXLPSA-N","RZRNAYUHWVFMIP","PESDJELQYIQZBG","InChI=1S/C21H38O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-18-20(22)21(23)24-19/h9-10,19-20,22H,2-8,11-18H2,1H3/b10-9+/t19-,20-/m1/s1","PESDJELQYIQZBG-RMQQFATJSA-N","InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3","RZRNAYUHWVFMIP"
"784_256.1_5.2",784,256.100668720101,5.232841,0.97903599508339,0.00861917177139149,1,0.0170154641901658,0.97903599508339,0.00861917177139149,0.00920134070072529,2.06453446415159,0,1.76915619864118,0.00920134070072529,2.06453446415159,0.631785769684497,0.946009222565496,1,1.49735759803187,1.58281501101138,1.05707214702208,-0.662492652637672,-0.0800738465397643,0,0.582418806097908,0.662492652637673,0.0800738465397644,"Terpenoids","Monoterpenoids","Menthane monoterpenoids","1,1,4,4,7,7,10,10-Octadeuterioundeca-2,5,8-triynyl methanesulfonate",NA,"NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1","CCC#CCC#CCC#CCOS(=O)(=O)C",NA,NA,NA,NA,"JLEBZPBDRKPWTD","InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1/t7-,8-,9-,11-/m1/s1","JLEBZPBDRKPWTD-TURQNECASA-O","InChI=1S/C12H14O3S/c1-3-4-5-6-7-8-9-10-11-12-15-16(2,13)14/h3,6,9,12H2,1-2H3","DAVYMIXUPWVAPE"
"301_758.53_1.7",301,758.533104478313,1.7408271,0.97981086135541,0.224680191491325,0.000564766537510031,0.382673844416758,0.00103955778345333,0.0175183280575519,0.0088577506312946,0.648435214653513,3.24813104319787,0.417171220591448,2.98315136555573,1.75650734508736,0.683420689584216,0.595546396303136,0.578372343776685,0.871419910722132,0.846290363448842,0.971162528002756,-0.549154170929476,-0.747714188629957,-0.789929526779098,-0.198560017700481,-0.240775355849622,-0.0422153381491412,"Fatty acids","Glycerophospholipids","Glycerophosphoethanolamines","OxPE 36:2+1O(1Cyc)",NA,NA,"CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCC1C(O1)CCCCC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C41H76NO9P/c1-3-5-7-8-9-10-11-12-13-14-15-16-20-23-27-31-40(43)47-35-37(36-49-52(45,46)48-34-33-42)50-41(44)32-28-24-21-18-17-19-22-26-30-39-38(51-39)29-25-6-4-2/h12-13,22,26,37-39H,3-11,14-21,23-25,27-36,42H2,1-2H3,(H,45,46)","ZECARAIVKQNUDH"
"282_1489.1_1.7",282,1489.10459482363,1.6672407,0.98160821574117,0.676489082741254,0.00401011632773773,0.86968310032627,0.00760082902403636,0.0288172098156282,0.0080618153624263,0.169739207704183,2.39684302893547,0.0606389690495855,2.11913903654437,1.54034807141717,0.624160802318331,0.574094687582969,0.552474831180451,0.919786512466977,0.885148232840614,0.96234095721467,-0.680010336919917,-0.800639389274986,-0.856019353022633,-0.120629052355069,-0.176009016102716,-0.0553799637476477,"Fatty acids","Glycerolipids","Triacylglycerols",NA,NA,NA,"CCC(C)(C)C1=CC2CC3C=C(C=C(C3O)CC4C=C(C=C(C4O)CC5=CC(=CC(C5O)CC6C=C(C=C(C6O)CC7C=C(C=C(C7O)CC8=CC(=CC(C8O)CC9=CC(=CC(C9O)CC(=C1)C2O)C(C)(CC)C=C)C(C)(C)CC)C(C)(CC)C=C)C(C)(CC)C#C)C(C)(CC)C=C)C(C)(C)CC)C(C)(C)CC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C100H142O8/c1-25-93(13,14)77-45-61-37-63-47-78(94(15,16)26-2)49-65(86(63)102)39-69-53-81(97(21,29-5)30-6)54-70(89(69)105)41-67-51-80(96(19,20)28-4)52-68(88(67)104)42-72-56-83(99(23,33-9)34-10)58-74(91(72)107)44-76-60-84(100(24,35-11)36-12)59-75(92(76)108)43-73-57-82(98(22,31-7)32-8)55-71(90(73)106)40-66-50-79(95(17,18)27-3)48-64(87(66)103)38-62(46-77)85(61)101/h11,29,31,33,45-61,63-64,67,69,73-75,85-92,101-108H,5,7,9,25-28,30,32,34,36-44H2,1-4,6,8,10,12-24H3","KJQBMODDFLENDO"
"193_818.59_1",193,818.590185503462,1.0046645,0.9832707939023,0.172083813394825,5.05560203046818e-05,0.293147540987032,8.29643731455887e-05,0.00140023476814122,0.00732686049763446,0.764259978504023,4.29622712040094,0.532913744461418,4.08110836386418,2.85379914292146,0.666767960682994,0.593761505523468,0.58146477629438,0.890506953746334,0.872064662043397,0.979290120503437,-0.584743312810013,-0.752044530681336,-0.78223629545813,-0.167301217871324,-0.197492982648117,-0.0301917647767935,"Fatty acids","Glycerophospholipids","Glycerophosphocholines","[(2S)-2,3-bis[[(E,12R)-12-hydroxyoctadec-9-enoyl]oxy]propyl] 2-(trimethylazaniumyl)ethyl phosphate",NA,NA,"CCCCCCC(CC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC(CCCCCC)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C44H84NO10P/c1-6-8-10-24-30-40(46)32-26-20-16-12-14-18-22-28-34-43(48)52-38-42(39-54-56(50,51)53-37-36-45(3,4)5)55-44(49)35-29-23-19-15-13-17-21-27-33-41(47)31-25-11-9-7-2/h20-21,26-27,40-42,46-47H,6-19,22-25,28-39H2,1-5H3/p+1","DSHYTUPNLKDWSS"
"381_606.38_2.1",381,606.376832885945,2.096427,0.983496185488345,1,1.66915292698633e-09,0.983496185488345,2.06378258926776e-09,1.66915292698633e-09,0.00722732016210824,0,8.77750387164686,0.00722732016210804,8.68533605571466,8.77750387164686,1.85315458870336,1.82357564545666,1.85315458870336,0.984038599139537,1,1.01622029956388,0.889983234874731,0.866770046705354,0.889983234874731,-0.0232131881693772,0,0.0232131881693772,"Fatty acids","Glycerolipids","Diacylglycerols","Peridininol 5,8-Furanoxide",NA,NA,"CC(=CC=CC=CC=C(C)C=C1C=C(C(=O)O1)C2C=C3C(CC(CC3(O2)C)O)(C)C)C=C=C4C(CC(CC4(C)O)O)(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C37H48O6/c1-24(15-16-31-34(3,4)20-26(38)22-36(31,7)41)13-11-9-10-12-14-25(2)17-28-18-29(33(40)42-28)30-19-32-35(5,6)21-27(39)23-37(32,8)43-30/h9-15,17-19,26-27,30,38-39,41H,20-23H2,1-8H3","RWIFCBRKLSVYBB"
"181_801.58_1",181,801.582258019571,0.9557521,0.983601580896143,0.100542448730988,0.00154342424597664,0.178525061059701,0.00279554689610684,0.123109437382964,0.00718078191184889,0.997650541652154,2.81151468160897,0.748300809714409,2.5535332179288,0.909708653435502,0.766037376666291,0.632323649964678,0.61488366025888,0.82544751630329,0.802681016603635,0.972419203825807,-0.38451330872203,-0.66126491515296,-0.701614625321678,-0.276751606430929,-0.317101316599647,-0.0403497101687181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509_196.08_2.9",509,196.082939679915,2.872634,0.983652576711208,0.711236424859315,9.03603490610694e-05,0.888589430695166,5.5131318220325e-05,2.14040961782347e-05,0.00715826606050088,0.147986009756738,4.04402210007346,0.0512988567693158,4.25860162317521,4.66950310621288,1.66158570017752,1.56780195410443,1.52492370699946,0.943557683444754,0.9177520646913,0.972650724798041,0.732560705327604,0.648743328664333,0.608737065438232,-0.0838173766632711,-0.123823639889373,-0.0400062632261015,"Alkaloids","Pseudoalkaloids (transamidation)","Purine alkaloids",NA,NA,NA,"C1=NC2=C(N1CCO)C(=O)NC(=N2)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H9N5O2/c8-7-10-5-4(6(14)11-7)12(1-2-13)3-9-5/h3,13H,1-2H2,(H3,8,10,11,14)","OCAWYYAMQRJCOY"
"109_772.59_0.7",109,772.585616109437,0.70287555,0.983825749236691,0.668578811149615,9.76884282810619e-06,0.465158300679065,1.51322764925244e-05,2.59346379094527e-06,0.00708181503033007,0.174847391348922,5.01015687774817,0.332399224718926,4.82009573200521,5.58611981109914,0.552784920338811,0.593944569907658,0.583664323109973,1.07445870546472,1.05586151437025,0.982691572044706,-0.855209834532301,-0.751599797616839,-0.776789209715662,0.103610036915462,0.0784206248166391,-0.0251894120988233,"Fatty acids","Glycerolipids","Triacylglycerols",NA,NA,NA,"CCCCCCCCC=CCCCC(CCCCCCCC(=O)NCC(=O)O)OC(=O)CCCCC=CCC=CCC=CCC=CCC=CCC=CCC",NA,NA,NA,NA,"BIPQPWIEWLBJOR","nan","nan","InChI=1S/C48H79NO5/c1-3-5-7-9-11-13-15-16-17-18-19-20-21-22-23-24-26-28-30-35-39-43-48(53)54-45(40-36-32-29-27-25-14-12-10-8-6-4-2)41-37-33-31-34-38-42-46(50)49-44-47(51)52/h5,7,11,13,16-17,19-20,22-23,26-29,45H,3-4,6,8-10,12,14-15,18,21,24-25,30-44H2,1-2H3,(H,49,50)(H,51,52)","CJFUXFAGLGHINM"
"326_705.49_1.8",326,705.489771872944,1.7832562,0.983925321195286,0.0810147211468644,2.63977237846547e-07,0.145148998286178,1.90383876108591e-07,2.65630716311804e-08,0.00703786277147328,1.09143605850465,6.57843351973558,0.838185957009617,6.72036983543465,7.57572170658788,1.75396264434213,1.56606894805016,1.54093595331104,0.892874744568778,0.878545480020188,0.983951540083586,0.810618021787062,0.647147730394181,0.623806899645847,-0.163470291392881,-0.186811122141215,-0.0233408307483341,"Fatty acids","Oligopeptides","Lipopeptides","tert-butyl N-[(1S)-1-cyclohexyl-2-[(1R,2S,5S)-2-({1-[({[(1R)-1-cyclohexylethyl]carbamoyl}methyl)carbamoyl]-1-oxopentan-2-yl}carbamoyl)-6,6-dimethyl-3-azabicyclo[3.1.0]hexan-3-yl]-2-oxoethyl]carbamate",NA,NA,"CCCC(C(=O)C(=O)NCC(=O)NC(C)C1CCCCC1)NC(=O)C2C3C(C3(C)C)CN2C(=O)C(C4CCCCC4)NC(=O)OC(C)(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C37H61N5O7/c1-8-15-26(31(44)33(46)38-20-27(43)39-22(2)23-16-11-9-12-17-23)40-32(45)30-28-25(37(28,6)7)21-42(30)34(47)29(24-18-13-10-14-19-24)41-35(48)49-36(3,4)5/h22-26,28-30H,8-21H2,1-7H3,(H,38,46)(H,39,43)(H,40,45)(H,41,48)","VAMRYVROXVDOBE"
"669_120.08_4.2",669,120.081047280676,4.1852217,0.98430571386202,0.999775190989607,5.57528197497881e-06,0.992901918049436,8.45144032557421e-06,6.14998417747259e-06,0.00686999382191023,9.76442887652086e-05,5.25373316288419,0.00309365035027878,5.07306927067826,5.21112600156526,1.62837968227811,1.59828121617522,1.63804182609399,0.981516309475949,1.00593359394068,1.02487710517797,0.70343712581711,0.676521271524484,0.711972195518589,-0.0269158542926266,0.00853506970147906,0.0354509239941056,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","ethynylbenzene","C[N+](C)(C)CC(=O)[O-]",NA,"C#CC1=CC=CC=C1","\"\"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3\"\"",NA,"KWIUHFFTVRNATP-UHFFFAOYSA-N","KWIUHFFTVRNATP",NA,NA,NA,"InChI=1S/C8H6/c1-2-8-6-4-3-5-7-8/h1,3-7H","UEXCJVNBTNXOEH"
"743_202.16_4.8",743,202.155056411789,4.7940507,0.985746072596884,0.984992414534884,0.0433762998286887,0.900051096784943,0.0239419692340379,0.0785650986370569,0.00623494456455338,0.00656711400830436,1.36274749779257,0.045732834536422,1.62084013161115,1.10477033990942,0.717118159315889,0.669035871386978,0.692029232841028,0.932950675834537,0.965014236288766,1.03436790527597,-0.479717244001562,-0.579844529633915,-0.531095113117837,-0.100127285632353,-0.0513778691162757,0.0487494165160773,"Amino acids and Peptides","Small peptides","Dipeptides","3-(butan-2-yl)-6-methylpiperazine-2,5-dione",NA,NA,"CCC(C)C1C(=O)NC(C(=O)N1)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C9H16N2O2/c1-4-5(2)7-9(13)10-6(3)8(12)11-7/h5-7H,4H2,1-3H3,(H,10,13)(H,11,12)","JDRIJDPCYNFZIT"
"778_240.11_5.1",778,240.110827867077,5.051532,0.985813869202163,0.980517095683526,0.0425596648996006,0.88749455842118,0.0235098157417007,0.0815232914053939,0.00620507614315602,0.00854482984291387,1.37100180018733,0.0518343010952899,1.62875077464691,1.08871829452734,0.719983991676922,0.669693037119742,0.692550159040759,0.930149898971994,0.961896607489471,1.03413074446663,-0.473963265256118,-0.578428126635771,-0.530009530471025,-0.104464861379654,-0.0560462652149068,0.0484185961647465,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","3,3,3-trifluoro-N-[(5-fluoropyridin-3-yl)methyl]propan-1-amine",NA,NA,"C1=C(C=NC=C1F)CNCCC(F)(F)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C9H10F4N2/c10-8-3-7(5-15-6-8)4-14-2-1-9(11,12)13/h3,5-6,14H,1-2,4H2","UCBUGSQQEIEJDK"
"620_228.1_4",620,228.097731390242,3.9948955,0.98664289122001,0.996250222782763,3.04995440680855e-07,0.999392330648902,4.18699392934485e-07,3.74241462375302e-07,0.00584000886649675,0.00163156847832669,6.51570665279074,0.000263987662735164,6.3780976687849,6.42684809849483,1.73752547724426,1.72468040880214,1.76171509329698,0.992607263254352,1.01392187704268,1.02147336069096,0.797034132152393,0.786329048642655,0.816980628729274,-0.0107050835097381,0.0199464965768809,0.030651580086619,"Carbohydrates","Nucleosides","Pyrimidine nucleosides","Dcyd","NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1",NA,"C1C(C(OC1N2C=CC(=NC2=O)N)CO)O","InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",NA,"CKTSBUTUHBMZGZ-SHYZEUOFSA-N","CKTSBUTUHBMZGZ",NA,NA,NA,"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)","CKTSBUTUHBMZGZ"
