"feature_id_full","feature_id","feature_mz","feature_rt","sirius_molecularformula"
"8_727.57_0.5",8,727.566425545305,0.46790916,"C49H74O4"
"80_282.14_0.6",80,282.142344671511,0.57709783,"C11H21N3O4"
"800_146.17_5.5",800,146.165177848177,5.5122843,"C7H16N2"
"81_458.25_0.6",81,458.25390100965,0.5763063,"C26H32O6"
"810_272.16_5.7",810,272.160455542295,5.6527386,"C12H18N2O4"
"812_362.93_5.8",812,362.926273577592,5.810735,"C12H5ClN2O4S2"
"813_498.9_5.8",813,498.901407151851,5.8239255,NA
"814_499.9_5.8",814,499.9047469753,5.8294735,NA
"817_1246.76_5.8",817,1246.76348884435,5.8294163,NA
"820_1042.8_5.8",820,1042.80103692947,5.829416,NA
"821_158.96_5.8",821,158.964177622474,5.829945,NA
"822_228.96_5.8",822,228.955340847825,5.829456,"CH6N2O6S2"
"823_770.85_5.8",823,770.851407074854,5.830711,NA
"824_906.83_5.8",824,906.826181256122,5.82995,NA
"825_974.81_5.8",825,974.813655261598,5.8299437,NA
"826_1178.78_5.8",826,1178.77592231552,5.829945,NA
"827_1110.79_5.8",827,1110.78848599535,5.8299556,NA
"828_362.93_5.8",828,362.926279887714,5.8304577,NA
"829_294.94_5.8",829,294.938897312283,5.830473,NA
"830_498.9_5.8",830,498.901406785379,5.8304577,NA
"831_566.89_5.8",831,566.888989706705,5.8304577,NA
"832_634.88_5.8",832,634.876477338666,5.8304577,NA
"833_838.84_5.8",833,838.838721874386,5.8304644,NA
"834_227.95_5.8",834,227.954450042255,5.8309875,"C4H6NO4PS2"
"835_702.86_5.8",835,702.863918726743,5.8314533,NA
"836_363.93_5.8",836,363.929564187688,5.8315144,"C11H10Cl3NO4"
"841_155.08_6",841,155.079113222936,5.974567,"C5H12N2O2"
"844_302.17_6",844,302.170979225215,6.008029,"C13H25N3O6"
"848_225.1_6.1",848,225.098235353285,6.070062,"C9H9N3O3"
"856_123.06_6.3",856,123.055460773038,6.278667,"C6H3NO"
"857_271.09_6.3",857,271.092437268361,6.279095,"C11H11NO6"
"858_253.08_6.3",858,253.081881623925,6.280925,"C11H9NO5"
"865_168.07_6.5",865,168.074164284922,6.524923,NA
"879_159.08_7.3",879,159.076675461457,7.254897,"C6H7NO3"
"882_220.07_7.3",882,220.066881741244,7.2569256,"C6H10F3N3O"
"883_198.08_7.3",883,198.084968020278,7.2582035,"C6H7F3N2O"
"889_176.1_7.3",889,176.102950639483,7.2595716,"C6H10N2O3"
"899_186.16_7.9",899,186.1601110088,7.902216,"C9H16N2O"
"9_744.59_0.5",9,744.593033356122,0.46790916,"C42H78O9"
"902_186.16_8",902,186.160109574431,8.011892,"C9H19N3O"
"904_186.16_8.1",904,186.160111153685,8.0612,"C9H16N2O"
"907_143.15_8.1",907,143.154328344078,8.119591,"C8H15N"
"910_159.15_8.2",910,159.149477368211,8.244596,"C8H15NO"
"912_141.14_8.4",912,141.138647504106,8.352569,"C8H13N"
"924_175.12_8.7",924,175.118925558539,8.717519,"C6H11N3O2"
"926_210.16_8.8",926,210.157726475991,8.7837715,"C9H21N3O"
"930_175.12_8.8",930,175.118924757339,8.787639,"C6H11N3O2"
"937_147.11_8.9",937,147.112740699512,8.881124,"C6H11NO2"
"938_202.19_8.9",938,202.191409967232,8.888084,"C10H20N2O"
"940_210.16_8.8",940,210.157726059341,8.846317,"C9H21N3O"
"953_1145.42_9",953,1145.42208479952,9.031975,NA
"957_196.14_9.1",957,196.142060099556,9.140022,"C8H19N3O"
"958_174.16_9.1",958,174.160110466069,9.12087,"C8H16N2O"
"96_308.22_0.6",96,308.222090001303,0.63237095,"C18H26O3"
"960_133.1_9.1",960,133.097228992672,9.1064,"C5H9NO2"
"964_188.18_9.2",964,188.175741562885,9.187506,"C9H18N2O"
"965_157.13_9.1",965,157.1337053646,9.109168,"C8H16N2O"
"970_196.14_9.2",970,196.142053414877,9.177011,"C8H19N3O"
"971_189.18_9.3",971,189.178816949508,9.268522,"C9H21NSi"
"973_210.16_9.2",973,210.157710602621,9.207657,"C9H21N3O"
"974_188.18_9.2",974,188.175746578365,9.24575,"C9H18N2O"
"991_174.16_9.4",991,174.160117654077,9.433755,"C8H16N2O"
"993_156.15_9.4",993,156.149662079473,9.449993,"C8H14N2"
"994_157.13_9.4",994,157.133698478683,9.443168,"C8H13NO"
"996_174.16_9.4",996,174.16012276391,9.4478035,"C8H16N2O"
