"sirius_smiles"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_ConfidenceScoreExact"	"sirius_ConfidenceScoreApproximate"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScoreNormalized"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_precursorFormula"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_retentionTimeInMinutes"	"sirius_formulaId"	"sirius_alignedFeatureId"	"sirius_compoundId"	"sirius_mappingFeatureId"	"sirius_overallFeatureQuality"	"sirius_chebiid"	"sirius_chebiasciiname"	"feature_id"
"CC(=CCC(=CCC(=CCC(=CCC(=CCC(=CCC(=CCC1=C(C(=CC=C1)O)O)C)C)C)C)C)C)C"	1	2	"0.088"	"0.088"	-169.686	0.029	0.5	74.573	"C35H50O2"	"[M + H]+"	"C35H51O2+"	"PSSCJQGNYRMUOY"	"InChI=1S/C35H50O2/c1-26(2)12-13-27(3)14-15-28(4)16-17-29(5)18-19-30(6)20-21-31(7)22-23-32(8)24-25-33-10-9-11-34(36)35(33)37/h9-12,14,16,18,20,22,24,36-37H,13,15,17,19,21,23,25H2,1-8H3"	NA	10.577	NA	"MiMeDB:(MMDBc0031883)"	1073741824	503.389	620	10.334	836961335829799680	836961038373937152	836961038373937152	1035	NA	NA	NA	1035
"CC(=CCCC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)C(O)O)C)C)C"	1	2	"0.060"	"0.086"	-116.212	0.226	0.5	44.102	"C30H42O2"	"[M + H]+"	"C30H43O2+"	"NMFPDKABGIEWJX"	"InChI=1S/C30H42O2/c1-24(2)14-10-17-27(5)20-11-18-25(3)15-8-9-16-26(4)19-12-21-28(6)22-13-23-29(7)30(31)32/h8-9,11-16,18-23,30-32H,10,17H2,1-7H3"	"4,4'-Diaponeurosporen-1,1-diol"	10	"131841490"	"METACYC:(CPD-20649);PUBCHEM:(131841490)"	2050	435.326	690	11.507	836961292230007168	836961040622084352	836961040622084352	1100	NA	NA	NA	1100
"CC(=CCCC(=CCC1=C(C=CC(=C1O)C2=C(C(=O)C3=C(C=C(C(=C3O2)CC=C(C)C)O)O)CC=C(C)C)O)C)C"	1	1	"0.009"	"0.009"	-446.794	0.684	0.333	63.557	"C35H42O6"	"[M + H3N + H]+"	"C35H46NO6+"	"JTVHKPUFFOMMTO"	"InChI=1S/C35H42O6/c1-20(2)9-8-10-23(7)13-16-24-28(36)18-17-26(32(24)39)34-27(15-12-22(5)6)33(40)31-30(38)19-29(37)25(35(31)41-34)14-11-21(3)4/h9,11-13,17-19,36-39H,8,10,14-16H2,1-7H3"	"2-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-2,4-dihydroxyphenyl]-5,7-dihydroxy-3,8-bis(3-methylbut-2-enyl)chromen-4-one"	10	"133561477"	"SUPERNATURAL:(SN0175078);PUBCHEM:(133561477)"	1048578	576.332	556	9.271	836961342851064832	836961033571458560	836961033571458560	899	NA	NA	NA	899
"CC(=CCCC(=CCCC(=CC(=O)C)C)C)C"	1	1	"0.063"	"0.096"	-48.993	1	0.333	240.595	"C16H26O"	"[M + H3N + H]+"	"C16H30NO+"	"LDBGZRVFPBCKTB"	"InChI=1S/C16H26O/c1-13(2)8-6-9-14(3)10-7-11-15(4)12-16(5)17/h8,10,12H,6-7,9,11H2,1-5H3"	"4,8,12-Trimethyltrideca-3,7,11-trien-2-one"	5.1	"21541478;71365339"	"LotusExpanded;PUBCHEM:(21541478 71365339);DSSTox:(DTXSID80788758)"	146028888066	252.232	361	6.02	836961235275547648	836961020443285504	836961020443285504	524	NA	NA	NA	524
"CC(=CCCC(=CCCC(=CCC=O)C)C)C"	1	1	"0.074"	"0.074"	-50.599	1	0.333	246.343	"C16H26O"	"[M + H3N + H]+"	"C16H30NO+"	"HXNIVGFVIQFPHU"	"InChI=1S/C16H26O/c1-14(2)8-5-9-15(3)10-6-11-16(4)12-7-13-17/h8,10,12-13H,5-7,9,11H2,1-4H3"	"4,8,12-Trimethyltrideca-3,7,11-trienal"	5	"53901650;10399148"	"LotusExpanded;PUBCHEM:(53901650 10399148);DSSTox:(DTXSID00707527)"	146028888066	252.232	375	6.248	836961260332322944	836961021525416064	836961021525416064	555	NA	NA	NA	555
"CC(=CCCC(=CCCC(=CCC=O)C)C)C"	1	1	"0.059"	"0.059"	-57.823	1	0.333	163.374	"C16H26O"	"[M + H3N + H]+"	"C16H30NO+"	"HXNIVGFVIQFPHU"	"InChI=1S/C16H26O/c1-14(2)8-5-9-15(3)10-6-11-16(4)12-7-13-17/h8,10,12-13H,5-7,9,11H2,1-4H3"	"4,8,12-Trimethyltrideca-3,7,11-trienal"	5	"53901650;10399148"	"LotusExpanded;PUBCHEM:(53901650 10399148);DSSTox:(DTXSID00707527)"	146028888066	252.232	369	6.156	836961244515600640	836961020988545024	836961020988545024	540	NA	NA	NA	540
"CC(=CCCC(=CCCC(=CCCC(=C(C)C(=O)O)C(=O)O)C)C)C"	1	1	"0.320"	"0.320"	-97.565	0.973	0.899	56.351	"C21H32O4"	"[M + K]+"	"C21H32KO4+"	"XLKIKQHCUMTOAF"	"InChI=1S/C21H32O4/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-19(21(24)25)18(5)20(22)23/h9,11,13H,6-8,10,12,14H2,1-5H3,(H,22,23)(H,24,25)"	"(E)-2-methyl-3-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]but-2-enedioic acid"	5.9	"101757635"	"LotusExpanded;PUBCHEM:(101757635)"	8589934594	387.193	385	6.422	836961230712144256	836961022485911808	836961022485911808	583	NA	NA	NA	583
"CC(=CCCC(=CCCC(=CCCC(=CCC1=C(C2=CC=CC=C2C(=C1)O)O)C)C)C)C"	1	2	"0.249"	"0.249"	-113.907	0.164	0.5	62.196	"C30H40O2"	"[M + H]+"	"C30H41O2+"	"SXFQXZKGEYHURB"	"InChI=1S/C30H40O2/c1-22(2)11-8-12-23(3)13-9-14-24(4)15-10-16-25(5)19-20-26-21-29(31)27-17-6-7-18-28(27)30(26)32/h6-7,11,13,15,17-19,21,31-32H,8-10,12,14,16,20H2,1-5H3"	NA	10	"134820118"	"METACYC:(CPD-21306);PUBCHEM:(134820118)"	2050	433.31	668	11.14	836961287683381504	836961039837749376	836961039837749376	1077	NA	NA	NA	1077
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.242"	"0.242"	-59.324	1	0.333	266.008	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	280.264	419	6.987	836961248009456384	836961025606474240	836961025606474240	671	NA	"CHEBI:67252"	"farnesyl acetone"	671
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.251"	"0.251"	-54.894	1	0.333	243.952	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	280.264	473	7.889	836961245207660928	836961028966112128	836961028966112128	767	NA	"CHEBI:67252"	"farnesyl acetone"	767
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.264"	"0.264"	-52.944	1	0.5	190.597	"C18H30O"	"[M + H]+"	"C18H31O+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	263.237	522	8.695	836961255815057152	836961031201676416	836961031201676416	831	NA	"CHEBI:67252"	"farnesyl acetone"	831
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.265"	"0.265"	-60.078	1	0.333	243.233	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	280.264	528	8.807	836961286060185728	836961031474306304	836961031474306304	839	NA	"CHEBI:67252"	"farnesyl acetone"	839
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.171"	"0.171"	-73.382	1	0.5	122.731	"C18H30O"	"[M - H2O + H]+"	"C18H29+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	245.226	522	8.694	836961245950052736	836961031272979712	836961031272979712	833	NA	"CHEBI:67252"	"farnesyl acetone"	833
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.317"	"0.317"	-55.787	1	0.5	167.623	"C18H30O"	"[M + H]+"	"C18H31O+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	263.237	419	6.987	836961226668834816	836961025568725504	836961025568725504	670	NA	"CHEBI:67252"	"farnesyl acetone"	670
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.243"	"0.243"	-59.01	1	0.333	254.466	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	280.264	478	7.969	836961245207660928	836961029700115456	836961029700115456	788	NA	"CHEBI:67252"	"farnesyl acetone"	788
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.228"	"0.228"	-73.746	1	0.5	163.977	"C18H30O"	"[M + H]+"	"C18H31O+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	263.237	475	7.917	836961243710294272	836961029628812288	836961029628812288	786	NA	"CHEBI:67252"	"farnesyl acetone"	786
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.281"	"0.281"	-57.219	1	0.5	170.408	"C18H30O"	"[M + H]+"	"C18H31O+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	263.237	433	7.224	836961238534522240	836961026516638336	836961026516638336	697	NA	"CHEBI:67252"	"farnesyl acetone"	697
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.318"	"0.318"	-49.93	1	0.333	246.261	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	280.264	522	8.695	836961249229998976	836961031235230848	836961031235230848	832	NA	"CHEBI:67252"	"farnesyl acetone"	832
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.253"	"0.253"	-61.613	1	0.5	168.503	"C18H30O"	"[M + H]+"	"C18H31O+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	263.237	429	7.147	836961233031594752	836961026055264896	836961026055264896	684	NA	"CHEBI:67252"	"farnesyl acetone"	684
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.241"	"0.241"	-55.896	1	0.5	177.061	"C18H30O"	"[M + H]+"	"C18H31O+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	263.237	473	7.887	836961251171961984	836961028857060224	836961028857060224	764	NA	"CHEBI:67252"	"farnesyl acetone"	764
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.292"	"0.292"	-49.492	1	0.333	273.057	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	280.264	428	7.132	836961229307052288	836961026126568064	836961026126568064	686	NA	"CHEBI:67252"	"farnesyl acetone"	686
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.335"	"0.335"	-48.044	1	0.333	228.599	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	280.264	442	7.367	836961263050232192	836961027133201152	836961027129006848	715	NA	"CHEBI:67252"	"farnesyl acetone"	715
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.158"	"0.158"	-68.226	1	0.333	179.22	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	280.263	409	6.818	836961231043494400	836961024910219776	836961024910219776	651	NA	"CHEBI:67252"	"farnesyl acetone"	651
"CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C"	1	1	"0.256"	"0.256"	-55.507	1	0.333	271.389	"C18H30O"	"[M + H3N + H]+"	"C18H34NO+"	"LTUMRKDLVGQMJU"	"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3"	"Farnesylacetone"	5.6	"21608263;129203804;1711942;1711943;1711944;1711945;88849727;61206"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0034495);TeroMol:(TKC073954 TKC016723);SUPERNATURAL:(SN0215225);MESH:(61206 1711942 1711945 88849727);FooDB:(FDB012988);PUBCHEM:(21608263 129203804 1711942 1711943 1711944 1711945 88849727 61206);COCONUT:(CNP0243354);NORMAN:(NS00013299 NS00080196 NS00102096);METACYC:(CPD-12898);CHEBI:(176714 67252);DSSTox:(DTXSID5061087 DTXSID50883648);LOTUS:(Q72478077 Q27266341 Q27135719);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LTUMRKDLVGQMJU-UHFFFAOYSA-N)"	138440607870	280.264	433	7.222	836961242049349632	836961026478889600	836961026478889600	696	NA	"CHEBI:67252"	"farnesyl acetone"	696
