structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	1	0.034	0.034	-49.942	0.987	0.984	51.045	C5H5BrO3S	[M + K]+	C5H5BrKO3S+	VZINKMDBPWIJGP	InChI=1S/C5H5BrO3S/c6-4-1-5(2-7)10(8,9)3-4/h1-3,8-9H	4-Bromo-1,1-dihydroxythiophene-2-carbaldehyde	C1=C(S(C=C1Br)(O)O)C=O	1.100	88182230	PUBCHEM:(88182230)	2	262.878	30	0.492	836961161590007292	836961001082376251	836961001078181946	30	
1	1	-Infinity	-Infinity	-56.670	0.999	0.953	10.386	C3O2S4	[M + Na]+	C3NaO2S4+	NMWIUZKBWNNWGI	InChI=1S/C3O2S4/c6-1-4-3(8-1)5-2(7)9-3	Dithiocarbonate carbon	C1(=S)OC2(S1)OC(=S)S2	2.800	129842584	PUBCHEM:(129842584)	2	218.868	30	0.494	836961186256711394	836961001501806683	836961001501806682	38	
1	1	-Infinity	-Infinity	-86.820	0.971	0.268	62.137	C3H5NO6S3	[M + K]+	C3H5KNO6S3+	UMSMRMMMSOUYHA	InChI=1S/C3H5NO6S3/c1-13(9,10)4(11-2(5)6)12-3(7)8/h1H3,(H,5,6)(H,7,8)	[Carboxysulfanyl(methylsulfonyl)amino]sulfanylformic acid	CS(=O)(=O)N(SC(=O)O)SC(=O)O	0.100	20242500	PUBCHEM:(20242500)	2	285.894	30	0.494	836961319610425139	836961001606664291	836961001606664290	40	
1	1	0.451	0.459	-47.053	0.551	0.333	31.495	C8H18N2	[M + H]+	C8H19N2+	LSDYCEIPEBJKPT	InChI=1S/C8H18N2/c9-5-1-2-6-10-7-3-4-8-10/h1-9H2	4-(Pyrrolidin-1-yl)butan-1-amine	C1CCN(C1)CCCCN	0.500	162399576;7019183;2762762	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(162399576 7019183 2762762);DSSTox:(DTXSID90376428)	137506062338	143.154	30	0.497	836961139473441363	836961001912848507	836961001912848506	46	
1	1	-Infinity	-Infinity	-31.620	0.856	0.935	31.724	CH4O4S4	[M + Na]+	CH4NaO4S4+	WSPWWYSDRMFWGC	InChI=1S/CH4O4S4/c2-8(3,6)1-9(4,5)7/h1H2,(H,2,3,6)(H,4,5,7)	Hydroxy-(hydroxysulfonothioylmethyl)-oxo-sulfanylidene-lambda6-sulfane	C(S(=O)(=S)O)S(=O)(=S)O	1.500	88003726	PUBCHEM:(88003726);PUBMED	66	230.890	30	0.497	836961174072257230	836961001816379507	836961001816379506	44	
1	1	0.064	0.064	-126.013	0.971	0.975	23.591	C8H11ClFNO	[M + Na]+	C8H11ClFNNaO+	DXVKLULMQBKMJB	InChI=1S/C8H11ClFNO/c1-12-7-3-2-6(9)5(4-11)8(7)10/h2-3,5,8H,4,11H2,1H3	[(6S)-2-chloro-6-fluoro-5-methoxycyclohexa-2,4-dien-1-yl]methanamine	COC1=CC=C(C(C1F)CN)Cl	1.000	89721790	PUBCHEM:(89721790)	2	214.040	30	0.500	836961144988951186	836960999807307755	836960999807307754	10	
1	1	0.175	0.175	-53.969	1.000	0.333	64.389	C7H13N	[M + H3N + H]+	C7H17N2+	NVZWMJWMTWOVNJ	InChI=1S/C7H13N/c1-2-7(3-1)4-5-8-6-7/h8H,1-6H2	6-Azoniaspiro[3.4]octane	C1CC2(C1)CCNC2	1.100	51776807;20521843	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(51776807 20521843);DSSTox:(DTXSID001314888)	137506062338	129.139	30	0.501	836961337335554905	836961002109980811	836961002109980810	50	
1	1	0.262	0.275	-93.093	0.997	0.333	76.634	C6H11NO2	[M + H3N + H]+	C6H15N2O2+	XJLSEXAGTJCILF	InChI=1S/C6H11NO2/c8-6(9)5-2-1-3-7-4-5/h5,7H,1-4H2,(H,8,9)	Nipecotic Acid	C1CC(CNC1)C(=O)O	0.049	101412317;161727917;6575388;6575389;76973009;22647218;22828528;22828531;140699390;153697442;1796509;1796510;4498;78246121	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0137943);NORMAN:(NS00015522);HMDB:(HMDB0255618);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(1796510 4498);METACYC:(2-EPA-PC CPD-11627 CPD-20799 His-tRNA-Adenosines mNA-Adenosines);CHEBI:(60120 221278 222169 116931);MESH:(4498);PUBCHEM:(101412317 161727917 6575388 6575389 76973009 22647218 22828528 22828531 140699390 153697442 1796509 1796510 4498 78246121);DSSTox:(DTXSID00870568 DTXSID30647543 DTXSID40365165 DTXSID60487419 DTXSID60647516);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137562949742	147.113	30	0.504	836961156011582689	836961002156118159	836961002156118158	51	
1	1	0.098	0.326	-38.713	0.996	0.333	30.485	C8H12	[M + H3N + H]+	C8H16N+	VBTCAHMANZTRMG	InChI=1S/C8H12/c1-2-5-8-6-3-4-7-8/h1,8H,3-7H2	1-Deuterio-1-prop-2-ynylcyclopentane	C#CCC1CCCC1	3.000	58696456;521007	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(58696456 521007);DSSTox:(DTXSID60334530)	137506062338	126.128	31	0.510	836961301004491632	836961002248392855	836961002248392854	53	
1	1	0.110	0.110	-77.089	0.999	0.500	56.747	C7H16N2	[M + H3N + H]+	C7H20N3+	DDROADVTQNAKPF	InChI=1S/C7H16N2/c1-9(2)6-7-3-4-8-5-7/h7-8H,3-6H2,1-2H3	(R)-N,N-Dimethyl-1-(pyrrolidin-3-yl)methanamine	CN(C)CC1CCNC1	0.200	14086165;26368555;26368557	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(14086165 26368555 26368557);DSSTox:(DTXSID00555621);PUBMED:(null)	137506062402	146.165	31	0.519	836961332784734728	836961002403582115	836961002403582114	56	
1	5	0.043	0.043	-243.075	0.012	0.028	37.389	C19H13F5O4	[M + Na]+	C19H13F5NaO4+	JSCMVZSUGJERHW	InChI=1S/C19H13F5O4/c1-3-26-19(25)13-8(2)28-12-5-4-9(6-10(12)13)27-7-11-14(20)16(22)18(24)17(23)15(11)21/h4-6H,3,7H2,1-2H3	ethyl 2-methyl-5-[(2,3,4,5,6-pentafluorophenyl)methoxy]-1-benzofuran-3-carboxylate	CCOC(=O)C1=C(OC2=C1C=C(C=C2)OCC3=C(C(=C(C(=C3F)F)F)F)F)C	4.900	1906772	COCONUT:(CNP0255663);PUBCHEM:(1906772)	2097154	423.063	31	0.522	836961156510704906	836961002571354287	836961002567159982	59	
1	1	0.455	0.538	-40.991	1.000	0.500	39.857	C8H18N2	[M + H3N + H]+	C8H22N3+	LSDYCEIPEBJKPT	InChI=1S/C8H18N2/c9-5-1-2-6-10-7-3-4-8-10/h1-9H2	4-(Pyrrolidin-1-yl)butan-1-amine	C1CCN(C1)CCCCN	0.500	162399576;7019183;2762762	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(162399576 7019183 2762762);DSSTox:(DTXSID90376428)	137506062338	160.181	32	0.526	836961332851843595	836961002772680895	836961002768486590	63	
1	2	0.544	0.544	-54.558	0.012	0.333	79.286	C8H19N3O	[M + H]+	C8H20N3O+	AWCGLAKRWLZACY	InChI=1S/C8H19N3O/c1-8(12)11-7-3-6-10-5-2-4-9/h10H,2-7,9H2,1H3,(H,11,12)	Acetamide, N-(3-((3-aminopropyl)amino)propyl)-	CC(=O)NCCCNCCCN	-1.100	129852	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(129852);LotusExpanded;PUBCHEM:(129852);DSSTox:(DTXSID50949516);PUBMED:(null)	146095996998	174.160	32	0.533	836961140270359133	836961002999173331	836961002999173330	68	
1	2	-Infinity	-Infinity	-164.941	0.216	0.215	38.673	C21H12Cl6N6O4	[M + K]+	C21H12Cl6KN6O4+	CVGOWLQDTGPLGS	InChI=1S/C21H12Cl6N6O4/c22-8-1-6(2-9(23)15(8)34)28-19-31-20(29-7-3-10(24)16(35)11(25)4-7)33-21(32-19)30-13-5-12(26)17(36)14(27)18(13)37/h1-5,34-37H,(H3,28,29,30,31,32,33)	4-[[4,6-Bis(3,5-dichloro-4-hydroxyanilino)-1,3,5-triazin-2-yl]amino]-2,6-dichlorobenzene-1,3-diol	C1=C(C=C(C(=C1Cl)O)Cl)NC2=NC(=NC(=N2)NC3=CC(=C(C(=C3O)Cl)O)Cl)NC4=CC(=C(C(=C4)Cl)O)Cl	7.900	59961609	PUBCHEM:(59961609)	2	660.869	33	0.542	836961172537141737	836961003179528419	836961003179528418	72	
1	4	0.031	0.031	-162.720	0.039	0.048	39.049	C15H13ClF6O3	[M + Na]+	C15H13ClF6NaO3+	VLKWZWFJGJGMNV	InChI=1S/C15H13ClF6O3/c1-13(2)8(5-9(16)14(17,18)19)11(13)12(23)24-6-7-3-4-10(25-7)15(20,21)22/h3-5,8,11H,6H2,1-2H3	[5-(trifluoromethyl)furan-2-yl]methyl (1R,3R)-3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropane-1-carboxylate	CC1(C(C1C(=O)OCC2=CC=C(O2)C(F)(F)F)C=C(C(F)(F)F)Cl)C	4.600	88430259;54398054	PUBCHEM:(88430259 54398054)	2	413.034	33	0.543	836961328477184264	836961003133391071	836961003133391070	71	
1	1	0.514	0.514	-86.695	0.992	0.333	47.376	C9H18N2O	[M + H3N + H]+	C9H22N3O+	IHBAVXVTGLANPI	InChI=1S/C9H18N2O/c1-7(2)8(10)9(12)11-5-3-4-6-11/h7-8H,3-6,10H2,1-2H3	2-Amino-3-methyl-1-pyrrolidin-1-YL-butan-1-one	CC(C)C(C(=O)N1CCCC1)N	0.700	4470972;40459151;447256	PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00068129);HMDB:(HMDB0246938);BloodExposome:(447256);MESH:(447256);LotusExpanded;PUBCHEM:(4470972 40459151 447256);DSSTox:(DTXSID401247764 DTXSID50332247);PUBMED:(null)	146050121806	188.176	33	0.553	836961322164756404	836961003267608811	836961003267608810	74	
1	1	0.269	0.269	-71.594	1.000	1.000	26.805	C5H11NO2	[M + K]+	C5H11KNO2+	HEPOIJKOXBKKNJ	InChI=1S/C5H11NO2/c1-4(2)6-3-5(7)8/h4,6H,3H2,1-2H3,(H,7,8)	2-(Propan-2-ylazaniumyl)acetate	CC(C)NCC(=O)O	-2.100	20025745;36690318;414244	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(20025745 36690318 414244);DSSTox:(DTXSID40955000)	137455730690	156.042	34	0.559	836961317089648245	836961003313746159	836961003309551854	75	
1	1	0.256	0.256	-158.101	0.995	0.333	91.064	C6H11N3O2	[M + H3N + H]+	C6H15N4O2+	IKIABDZHSNNOSK	InChI=1S/C6H11N3O2/c7-6-8-3-1-2-4(9-6)5(10)11/h4H,1-3H2,(H,10,11)(H3,7,8,9)	2-Iminiumyl-1,3-diazepane-4-carboxylate	C1CC(NC(=NC1)N)C(=O)O	-1.000	139080281;13154361;206956	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(139080281 13154361 206956);DSSTox:(DTXSID20183162)	137506062338	175.119	34	0.563	836961174642682671	836961003674456331	836961003670262026	82	
1	1	0.549	0.580	-46.767	1.000	1.000	53.200	C5H11NO2	[M + Na]+	C5H11NNaO2+	KWIUHFFTVRNATP	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3/p+1	(carboxymethyl)trimethylazanium	C[N+](C)(C)CC(=O)O	-0.100	157471029;16213878;51038295;51038296;51038297;51038298;124202881;124202882;12718901;71776458;11073713;45038329;247;248;12314391;117065540;117065541	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000043);MiMeDB:(MMDBc0000012 MMDBc0056399);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(11545 521862 248 23617112 247 5702209);SUPERNATURAL:(SN0197222);HSDB:(107-43-7);MESH:(247 248);FooDB:(FDB009020);PUBCHEM:(157471029 16213878 51038295 51038296 51038297 51038298 124202881 124202882 12718901 71776458 11073713 45038329 247 248 12314391 117065540 117065541);COCONUT:(CNP0143060 CNP0334080 CNP0422425);NORMAN:(NS00002774 NS00068580 NS00079917 NS00080457 NS00082964);METACYC:(BETAINE);PLANTCYC:(BETAINE);CHEBI:(91242 17750 41139);KEGG:(C00719);DSSTox:(DTXSID0044446 DTXSID20747142 DTXSID40584152 DTXSID40859190 DTXSID60974793 DTXSID7049421 DTXSID8022666);LOTUS:(Q10860583);YMDB:(YMDB01516);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(KWIUHFFTVRNATP-UHFFFAOYSA-N)	139577461630	140.068	34	0.565	836961156187743476	836961003716399375	836961003716399374	83	
1	1	0.009	0.010	-143.474	0.710	0.492	70.105	C8H10O9S	[M + H]+	C8H11O9S+	MDZNGTDFYWQTHI	InChI=1S/C8H10O9S/c1-16-8(12)5(9)2-4(7(10)11)3-6(8)17-18(13,14)15/h2-3,6,9,12H,1H3,(H,10,11)(H,13,14,15)	MDZNGTDFYWQTHI	COC1(O)C(O)=CC(C(=O)O)=CC1OS(=O)(=O)O	-1.956		LotusExpanded	8589934592	283.011	35	0.579	836961175028558685	836961003758342419	836961003758342418	84	
1	3	0.031	0.031	-133.360	0.141	0.260	14.092	C4H8N6O4	[M + H]+	C4H9N6O4+	YXRMZJVHQODXOZ	InChI=1S/C4H8N6O4/c5-3(11)9(7-13)1-2-10(8-14)4(6)12/h1-2H2,(H2,5,11)(H2,6,12)	1,1-Ethylenebis(1-nitrosourea)	C(CN(C(=O)N)N=O)N(C(=O)N)N=O	-1.075	119272	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(119272);PUBCHEM:(119272);DSSTox:(DTXSID40964298);PUBMED:(null)	137506062406	205.068	35	0.586	836961170423212291	836961003938697507	836961003938697506	88	
1	1	-Infinity	-Infinity	-95.662	0.997	0.000	79.546	C4H4NO3PS	[M + H3N + H]+	C4H8N2O3PS+	XIAWNJCYCPYIEI	InChI=1S/C4H4NO3PS/c6-5-9(7,8)4-1-2-10-3-4/h1-3H,(H,7,8)	N-oxo-thiophen-3-ylphosphonamidic acid	C1=CSC=C1P(=O)(N=O)O	-0.200	88942424	PUBCHEM:(88942424)	2	194.998	36	0.596	836961163460667071	836961004068720943	836961004068720942	91	
1	2	-Infinity	-Infinity	-46.423	0.022	0.029	13.623	C2H4Cl4O3P2	[M + Na]+	C2H4Cl4NaO3P2+	UIPXYPCLZAFTJC	InChI=1S/C2H4Cl4O3P2/c1-2(10(3,4)7)9-11(5,6)8/h2H,1H3	1-Dichlorophosphoryl-1-dichlorophosphoryloxyethane	CC(OP(=O)(Cl)Cl)P(=O)(Cl)Cl	2.300	23415516	PUBCHEM:(23415516)	2	300.826	36	0.603	836961197325480607	836961004341350727	836961004341350726	97	
1	1	0.124	0.124	-86.296	1.000	0.333	132.585	C6H7NO3	[M + H3N + H]+	C6H11N2O3+	PHWJWQHPYLBZPF	InChI=1S/C6H7NO3/c1-3(8)5-4(9)2-7-6(5)10/h9H,2H2,1H3,(H,7,10)	3-Acetyltetramic acid	CC(=O)C1=C(CNC1=O)O	-0.500	54678601	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(54678601);PUBCHEM:(54678601);DSSTox:(DTXSID60175364);PUBMED:(null)	137506062406	159.077	36	0.606	836961150961640346	836961004588814687	836961004588814686	103	
1	1	0.109	0.109	-116.648	1.000	0.333	90.273	C6H10N2O3	[M + H3N + H]+	C6H14N3O3+	TYZIHRRZGCOGJD	InChI=1S/C6H10N2O3/c7-6(8,5(10)11)3-1-2-4-9/h1-2,4H,3,7-8H2,(H,10,11)	TYZIHRRZGCOGJD	NC(N)(CC=CC=O)C(=O)O	-1.880		LotusExpanded	8589934592	176.103	36	0.607	836961145962029785	836961004551065947	836961004551065946	102	
1	3	0.229	0.229	-86.812	0.190	0.333	54.580	C7H15NO2	[M + H]+	C7H16NO2+	JHPNVNIEXXLNTR	InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3/p+1	4-(trimethylazaniumyl)butanoate	C[N+](C)(C)CCCC(=O)O	0.100	134;725;71314461	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001161);MiMeDB:(MMDBc0000385);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(134 725);SUPERNATURAL:(SN0165738);MESH:(725);FooDB:(FDB022456 FDB024107);PUBCHEM:(134 725 71314461);COCONUT:(CNP0082937 CNP0083679);METACYC:(GAMMA-BUTYROBETAINE);PLANTCYC:(GAMMA-BUTYROBETAINE);CHEBI:(16244 1941);KEGG:(C01181);DSSTox:(DTXSID00961102 DTXSID00978073 DTXSID501043024);LOTUS:(Q27073962 Q27105530);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	139442915694	146.118	36	0.607	836961333183193662	836961004672700775	836961004668506470	105	
1	2	-Infinity	-Infinity	-37.443	0.406	0.015	2.639	C2H4Cl4O2P2	[M + Na]+	C2H4Cl4NaO2P2+	HSSWJZQNPFSPPQ	InChI=1S/C2H4Cl4O2P2/c3-9(4,7)1-2-10(5,6)8/h1-2H2	Ethylenebis(dichlorophosphine oxide)	C(CP(=O)(Cl)Cl)P(=O)(Cl)Cl	1.700	5104770	PUBCHEM:(5104770)	2	284.834	37	0.609	836961164769290017	836961004630757731	836961004630757730	104	
1	3	0.852	0.852	-27.401	0.055	0.333	52.728	C11H14N2O5	[M + H]+	C11H15N2O5+	JLEBZPBDRKPWTD	InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1	2,4,5,6-tetradeuterio-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxamide	C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N	-1.800	101163052;134469536;14861897;161569893;155603454;155603456;163199524;101605694;162742294;59148232;89516119;140922825;56846413;69250010;122552208;71751002;132033345;132046797;123858638;68068899;940;439924;12134045;57935617	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000855);MiMeDB:(MMDBc0000372);BloodExposome:(439924);SUPERNATURAL:(SN0168396);MESH:(439924);FooDB:(FDB022281);PUBCHEM:(101163052 134469536 14861897 161569893 155603454 155603456 163199524 101605694 162742294 59148232 89516119 140922825 56846413 69250010 122552208 71751002 132033345 132046797 123858638 68068899 940 439924 12134045 57935617);METACYC:(CPD-7230 NICOTINAMIDE_RIBOSE SMA-0000218 SMA-0000234 SMA-0000250 SMA-0000602 SMA-0000618 SMA-0000634);PLANTCYC:(NICOTINAMIDE_RIBOSE);CHEBI:(15927);KEGG:(C03150);DSSTox:(DTXSID501010039);LOTUS:(Q3334152);YMDB:(YMDB00103);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	139373775214	255.098	37	0.609	836961157320205612	836961004513317207	836961004509122902	101	
1	1	0.040	0.040	-160.187	0.383	0.333	9.236	C6H15NO5S	[M - H2O + H]+	C6H14NO4S+	FZQIPQCEGIAXFD	InChI=1S/C6H15NO5S/c1-12-5-6(8)4-7-2-3-13(9,10)11/h6-8H,2-5H2,1H3,(H,9,10,11)	FZQIPQCEGIAXFD	COCC(O)CNCCS(=O)(=O)O	-1.740		LotusExpanded	8589934592	196.064	37	0.612	836961173048846923	836961004941136259	836961004941136258	112	
1	1	0.087	0.087	-80.591	1.000	1.000	256.454	C6H13Cl2O4P	[M + Na]+	C6H13Cl2NaO4P+	ORAAZVDXWSKZHK	InChI=1S/C6H13Cl2O4P/c1-5(3-7)11-13(9,10)12-6(2)4-8/h5-6H,3-4H2,1-2H3,(H,9,10)	Bis(1-chloro-1,1,2,3,3,3-hexadeuteriopropan-2-yl) hydrogen phosphate	CC(CCl)OP(=O)(O)OC(C)CCl	1.000	101640759;160073527;139024759	PUBCHEMANNOTATIONBIO;NORMAN:(NS00007625);CHEBI:(166470);PUBCHEM:(101640759 160073527 139024759);DSSTox:(DTXSID90274172);PUBMED	137455992930	272.982	37	0.614	836961242263259154	836961004710449515	836961004710449514	106	
1	1	0.089	0.089	-45.511	0.648	0.333	67.430	C7H10O2	[M + H3N + H]+	C7H14NO2+	BUTQIWXEZVSCET	InChI=1S/C7H10O2/c1-3-4-5-6-9-7(2)8/h3-4H2,1-2H3	Pent-1-ynyl acetate	CCCC#COC(=O)C	2.000	148919790	LotusExpanded;PUBCHEM:(148919790)	8589934594	144.102	37	0.615	836961289608567103	836961004865638779	836961004865638778	110	
1	1	0.020	0.020	-129.806	1.000	0.333	116.244	C7H11NO3	[M + H3N + H]+	C7H15N2O3+	XFMMSQQRBYPHPZ	InChI=1S/C7H11NO3/c1-4(8)6(5(2)9)7(10)11-3/h6,8H,1-3H3	methyl 2-acetyl-3-iminobutanoate	CC(=N)C(C(=O)C)C(=O)OC	0.000	7156861;162810673;162810674	COCONUT:(CNP0058428);PUBCHEM:(7156861 162810673 162810674)	2097154	175.108	37	0.617	836961161933940254	836961004748198255	836961004748198254	107	
