#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
658	spectra_filtered.mgf	*..*		:1646	50887	-1	0	294.118	1	0.949254	0	0	198.4	342919.0	N-ACETYLMURAMIC ACID M+H	MONA	temp/spectra_filtered.mgf658	-1	MONA.mgf	0.830077				8	0	0.000244141	294.118	0	CCMSLIB00006679916
260	spectra_filtered.mgf	*..*		:40117	52116	-1	0	220.118	1	0.94892	0	0	1445390.0	165123.0	Massbank:LU087003 Pantothenate|Pantothenic acid|3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid M+H	MASSBANK	temp/spectra_filtered.mgf260	-1	MASSBANK.mgf	0.0				9	0	0.0	220.118	0	CCMSLIB00005765668
635	spectra_filtered.mgf	*..*		:3520	3520	-1	0	235.119	1	0.946448	0	0	43.829	621044.0	Cyclo(-His-Pro) M+H	MCE-DRUG	temp/spectra_filtered.mgf635	-1	MCE-DRUG.mgf	0.324491				8	0	7.62939e-05	235.119	0	CCMSLIB00010133244
671	spectra_filtered.mgf	*..*		:1079	1079	-1	0	166.086	1	0.945409	0	0	1054560.0	399537.0	Massbank:CE000284 Phenylalanine [M+H]+	MASSBANK	temp/spectra_filtered.mgf671	-1	MASSBANK.mgf	6043.3				6	0	1.00371	167.09	0	CCMSLIB00000205819
161	spectra_filtered.mgf	*..*		:8144	2056	-1	0	786.599	1	0.94509	0	0	3596160.0	352151000.0	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf161	-1	GNPS-NIST14-MATCHES.mgf	3.7245				6	0	0.00292969	786.602	0	CCMSLIB00003136543
80	spectra_filtered.mgf	*..*		:4684	5620	-1	0	283.26	1	0.944286	0	0	2285130.0	27286700.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf80	-1	GNPS-NIST14-MATCHES.mgf	3945.76				11	0	1.11768	282.142	0	CCMSLIB00003140107
617	spectra_filtered.mgf	*..*		:483	14923	-1	0	455.188	1	0.944118	0	0	15110700.0	1873980.0	DEOXYCYTIDINE 2M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf617	-1	GNPS-LIBRARY.mgf	1.27383				6	0	0.000579834	455.189	0	CCMSLIB00013583181
157	spectra_filtered.mgf	*..*		:2109	3963	-1	0	135.117	1	0.943189	0	0	105344.0	864419.0	Spectral Match to .alpha.-Pinene oxide from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf157	-1	GNPS-NIST14-MATCHES.mgf	270.242				7	0	0.0365143	135.08	0	CCMSLIB00003138450
226	spectra_filtered.mgf	*..*		:2357	957	-1	0	815.7	1	0.940316	0	0	1473320.0	1033370.0	Spectral Match to N-Tetracosanoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf226	-1	GNPS-NIST14-MATCHES.mgf	1070.83				8	0	0.873474	816.573	0	CCMSLIB00003135443
842	spectra_filtered.mgf	*..*		:19961	19961	-1	0	217.13	1	0.939888	0	0	365.048	102310.0	N-Acetyl-L-arginine [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf842	-1	MSNLIB-POSITIVE.mgf	2.03797				9	0	0.000442505	217.13	0	CCMSLIB00012306208
