feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_group:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_group:GNPSGROUP:11	gnps_mn_ATTRIBUTE_group:GNPSGROUP:4	gnps_mn_ATTRIBUTE_group:GNPSGROUP:8	gnps_mn_ATTRIBUTE_group:GNPSGROUP:WT	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:A	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:B	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:C	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:D	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthA1	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthB1	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthA2	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:WT	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
716	sirius	1.0	canopus	canopus	canopus	2.0	C13H24O4	[M + H]+	C13H25O4+	Fatty acids	0.552	Octadecanoids	0.186	Fatty alcohols	0.163	Lipids and lipid-like molecules	0.703	Fatty Acyls	0.603					Fatty Acyls	0.603	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	245.175	445.0	7.416	8.369612412817919e+17	8.369610271625613e+17	8.369610271625613e+17																																																																																															1.0	2.0	0.031	0.031	-137.303	0.379	0.5	40.465	C13H24O4	[M + H]+	C13H25O4+	UEZVTCSABYGOGY	InChI=1S/C13H24O4/c1-12(2,10(14)15)8-6-5-7-9-13(3,4)11(16)17/h5-9H2,1-4H3,(H,14,15)(H,16,17)	2,2,8,8-Tetramethylnonanedioic acid	CC(C)(CCCCCC(C)(C)C(=O)O)C(=O)O	3.4	19091046;207628	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(19091046 207628);DSSTox:(DTXSID30184408)	137506062338.0	245.175	445.0	7.416	8.369612412817919e+17	8.369610271625613e+17	8.369610271625613e+17		245.17471107165488	7.41518	0	213398.015	205285.275	218318.505	216570.89	0	213819.055	209118.74	218423.4225	212211.4675	0	213398.015	205285.275	218318.505	216570.89	-1		
717	sirius	1.0	canopus	canopus	canopus	3.0	C12H19BO3Si	[M + H3N + H]+	C12H23BNO3Si+	Terpenoids	0.858	Monoterpenoids	0.793	Pinane monoterpenoids	0.75	Organic acids and derivatives	0.833	Boronic acid derivatives	0.569					Boronic acid derivatives	0.569	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	267.157	445.0	7.415	8.369612386477684e+17	8.369610271961157e+17	8.369610271961157e+17																																																																																															1.0	3.0	0.025	0.025	-133.822	0.182	0.333	72.724	C12H19BO3Si	[M + H3N + H]+	C12H23BNO3Si+	KTTUMVVLNSFFCD	InChI=1S/C12H19BO3Si/c1-9(12(2,3)4)17-16-11-7-5-10(6-8-11)13(14)15/h5-9,14-15H,1-4H3		B(C1=CC=C(C=C1)O[Si]C(C)C(C)(C)C)(O)O	0.0	21700093	PUBCHEM:(21700093)	2.0	267.157	445.0	7.415	8.369612386477684e+17	8.369610271961157e+17	8.369610271961157e+17		267.1567164908881	7.4136453	0	255996.3325	247007.5525	245543.7925	252102.3625	0	252375.705	239136.355	254374.12	254763.86	0	255996.3325	247007.5525	245543.7925	252102.3625	-1		
718	isdb & sirius	1.0	canopus	canopus	canopus	2.0	C14H18O	[M + H]+	C14H19O+	Terpenoids	0.978	Sesquiterpenoids	0.961	Bisabolane sesquiterpenoids	0.589	Benzenoids	0.855	Benzene and substituted derivatives	0.506					Benzene and substituted derivatives	0.506	Organic compounds; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.143	445.0	7.417	8.369612349525861e+17	8.369610272296701e+17	8.369610272296701e+17																																															-1.0							1.0	0.6420451	ISDB									QRSRSRJESLKZEX							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	2.5681803226470947	1.0	1.0	2.0	0.164	0.164	-76.823	0.129	0.499	29.114	C14H18O	[M + H]+	C14H19O+	WXPVEXUHCAYLMT	InChI=1S/C14H18O/c1-9-6-7-10-11(8-9)14(4,5)12(15)13(10,2)3/h6-8H,1-5H3	1,1,3,3,5-Pentamethylinden-2-one	CC1=CC2=C(C=C1)C(C(=O)C2(C)C)(C)C	3.5	84820516	NORMAN:(NS00003219);PUBCHEM:(84820516)	262146.0	203.143	445.0	7.417	8.369612349525861e+17	8.369610272296701e+17	8.369610272296701e+17		203.14309121257767	7.4172854	0	595129.5175000001	605899.575	591796.85	625785.9875	0	616508.63	588177.2725	611153.2150000001	602772.8125	0	595129.5175000001	605899.575	591796.85	625785.9875	-1		
719	isdb & sirius	1.0	canopus & isdb	canopus	canopus	1.0	C14H24O	[M + H3N + H]+	C14H28NO+	Fatty acids	0.979	Fatty acyls	0.972	Fatty aldehydes	0.79	Organic oxygen compounds	0.99	Organooxygen compounds	0.984	Carbonyl compounds	0.834			Carbonyl compounds	0.834	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	226.217	446.0	7.436	8.369612394740466e+17	8.369610272674189e+17	8.369610272674189e+17		CCMSLIB00003138383	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.781297	248788.0	0.0	4337.37	7.0	0.985458	226.217	1.0	temp/spectra_filtered.mgf719	1.0	Spectral Match to Myristoleic acid from NIST14	ESI	Q-TOF	Isolated	Data from Wolfender/Litaudon	Data deposited by pmallard	M+H	227.202	0.0	1.0	544649					3.0	Positive	GNPS-NIST14-MATCHES	227.202	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003138383	10.0	Fatty acids	0.6	Fatty amides	0.45	Primary amides	0.35	10.0	0.425355	ISDB	http://www.wikidata.org/entity/Q105189725	ODBVVAANIDRJBL-UHFFFAOYSA-N	InChI=1S/C14H27NO/c1-2-3-4-5-6-10-14(16)12-13-9-7-8-11-15-13/h14,16H,2-12H2,1H3	CCCCCCCC(O)CC1=NCCCC1	C14H27NO		225.209264484	Koreenceine C	ODBVVAANIDRJBL	Alkaloids			http://www.wikidata.org/entity/Q7255057	Pseudomonas koreensis	99705.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas koreensis']		['Bacteria']		['Proteobacteria']							2.0	0.0	3.701419949531555	1.0	1.0	1.0	0.073	0.104	-70.328	1.0	0.333	192.003	C14H24O	[M + H3N + H]+	C14H28NO+	YGOKTTXZXXFSOU	InChI=1S/C14H24O/c1-11(2)13(4)10-9-12(3)7-6-8-14(5)15/h7H,6,8-10H2,1-5H3	6,9,10-Trimethyl-undeca-5,9-dien-2-one	CC(=C(C)CCC(=CCCC(=O)C)C)C	4.3	21510471;54507226	LotusExpanded;PUBCHEM:(21510471 54507226)	8589934594.0	226.217	446.0	7.436	8.369612394740466e+17	8.369610272674189e+17	8.369610272674189e+17		226.21652618212548	7.435591	0	988195.35	622177.2475	775794.885	1103653.8	0	738075.0675	1130459.35	874856.9650000001	746429.9	0	988195.35	622177.2475	775794.885	1103653.8	10	719.0	Spectral Match to Myristoleic acid from NIST14
720	sirius	1.0	canopus	canopus	canopus	1.0	C22H44NO7P	[M + H]+	C22H45NO7P+	Fatty acids	1.0	Glycerophospholipids	1.0	Glycerophosphoethanolamines	0.999	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.986	Amino acids and derivatives	0.986	Amino acids and derivatives	0.986	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	466.293	446.0	7.437	8.369612368861605e+17	8.369610273009733e+17	8.369610273009733e+17																																																																																															1.0	1.0	0.756	0.756	-113.255	0.928	0.209	86.796	C22H44NO7P	[M + H]+	C22H45NO7P+	LNJNONCNASQZOB	InChI=1S/C22H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23/h8-9,21,24H,2-7,10-20,23H2,1H3,(H,26,27)	[3-[2-aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] (Z)-heptadec-9-enoate	CCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	2.0	42607464;134747276;138203857	BloodExposome:(42607464);CHEBI:(182998);LIPIDMAPS:(LMGP02050008);PUBCHEM:(42607464 134747276 138203857);GNPS:(CCMSLIB00003088109)	2151682082.0	466.293	446.0	7.437	8.369612368861605e+17	8.369610273009733e+17	8.369610273009733e+17		466.2929857214257	7.4369073	0	0.0	456096.605	0.0	0.0	0	112748.155	132737.39	99333.085	111277.975	0	0.0	456096.605	0.0	0.0	15		
721	sirius	1.0	canopus	canopus	canopus	2.0	C10H23NO2P	[M + Na]+	C10H23NNaO2P+	Alkaloids	0.247	Pseudoalkaloids (transamidation)	0.142	Aminoacids	0.022	Organic nitrogen compounds	0.896	Organonitrogen compounds	0.798					Organonitrogen compounds	0.798	Organic compounds; Organonitrogen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	243.136	447.0	7.449	8.369612406065089e+17	8.369610273345277e+17	8.369610273345277e+17																																																																																															1.0	2.0	-inf	-inf	-121.347	0.168	0.118	7.537	C10H23NO2P	[M + Na]+	C10H23NNaO2P+	KVDDHYJMXSLMJC	InChI=1S/C10H23NO2P/c1-7-13-14(8-2)9(3)11(12)10(4,5)6/h9H,7-8H2,1-6H3		CCOP(CC)C(C)N(C(C)(C)C)[O]	1.8	59858278	PUBCHEM:(59858278)	2.0	243.136	447.0	7.449	8.369612406065089e+17	8.369610273345277e+17	8.369610273345277e+17		243.1355643708432	7.449057	0	1141756.575	1154695.725	1135034.8	1135568.475	0	1122637.5	1172598.875	1141487.45	1130331.75	0	1141756.575	1154695.725	1135034.8	1135568.475	-1		
722	sirius	1.0	canopus	canopus	canopus	1.0	C16H24O2	[M + H3N + H]+	C16H28NO2+	Terpenoids	0.981	Sesquiterpenoids	0.952	Bisabolane sesquiterpenoids	0.575	Lipids and lipid-like molecules	0.585	Prenol lipids	0.564					Prenol lipids	0.564	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	266.211	447.0	7.45	8.369612382241437e+17	8.369610273680822e+17	8.369610273680822e+17																																																																																															1.0	1.0	0.039	0.039	-113.859	0.952	0.333	83.068	C16H24O2	[M + H3N + H]+	C16H28NO2+	NOXQSQYMDMLHCN	InChI=1S/C16H24O2/c1-11(2)7-14(5)16(18)15(6)9-12(3)8-13(4)10-17/h7-12H,1-6H3	NOXQSQYMDMLHCN	CC(C=O)=C[C@@H](C)C=C(C)C(=O)C(C)=CC(C)C	4.084		LotusExpanded	8589934592.0	266.211	447.0	7.45	8.369612382241437e+17	8.369610273680822e+17	8.369610273680822e+17		266.2114906846188	7.4494386	0	112453.6625	160683.1225	116502.6725	157524.805	0	150207.255	163552.41999999998	78633.66750000001	154770.91999999998	0	112453.6625	160683.1225	116502.6725	157524.805	-1		
723	isdb & sirius	1.0	canopus|isdb	canopus & isdb	canopus & isdb	1.0	C18H30O2	[M + H3N + H]+	C18H34NO2+	Fatty acids	0.985	Fatty acyls	0.498	Fatty alcohols	0.329	Lipids and lipid-like molecules	0.902	Fatty Acyls	0.87	Fatty acids and conjugates	0.387	Long-chain fatty acids	0.576	Long-chain fatty acids	0.576	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Unsaturated fatty acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	296.258	450.0	7.499	8.369612341682511e+17	8.369610274016366e+17	8.369610274016366e+17																																															132.0	Fatty acids	1.0	Fatty amides	1.0	N-acyl amines	1.0	1.0	0.3416813	ISDB	http://www.wikidata.org/entity/Q105009352	GJDPGFHVEKFXEZ-SQIWNDBBSA-N	InChI=1S/C18H33NO2/c1-4-5-6-7-8-9-10-11-12-13-14-15-17(20)19-16-18(2,3)21/h12-15,21H,4-11,16H2,1-3H3,(H,19,20)/b13-12+,15-14+	CCCCCCCCC/C=C/C=C/C(=O)NCC(C)(C)O	C18H33NO2		295.25112929600004	Tetrahydrobungeanool	GJDPGFHVEKFXEZ	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q1324774	Zanthoxylum integrifoliolum	6125676.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum integrifoliolum']											0.0	3.0	2.866725206375122	1.0	1.0	1.0	0.063	0.063	-97.5	0.907	0.333	89.413	C18H30O2	[M + H3N + H]+	C18H34NO2+	YOYHKVDTXSMLPE	InChI=1S/C18H30O2/c1-2-3-4-12-15-18(20)16-13-10-8-6-5-7-9-11-14-17-19/h8,10,13,16,18-20H,2-7,9,11-12,15H2,1H3	YOYHKVDTXSMLPE	CCCCCC[C@@H](O)C=CC=CCCCCCC#CO	5.718		LotusExpanded	8589934592.0	296.258	450.0	7.499	8.369612341682511e+17	8.369610274016366e+17	8.369610274016366e+17		296.25842005795874	7.4976473	0	5652870.775	7892748.3	4987948.225	5972791.75	0	6399479.25	4496605.95	6648044.5	6962229.35	0	5652870.775	7892748.3	4987948.225	5972791.75	132		
724	isdb & sirius	1.0	canopus & isdb	canopus & isdb	canopus & isdb	1.0	C13H22O2	[M + H]+	C13H23O2+	Fatty acids	0.871	Fatty acyls	0.786	Oxygenated hydrocarbons	0.192	Lipids and lipid-like molecules	0.532							Lipids and lipid-like molecules	0.532	Organic compounds; Lipids and lipid-like molecules; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	211.169	449.0	7.484	8.369612568678275e+17	8.369610274393853e+17	8.369610274393853e+17																																															72.0	Terpenoids	1.0	Sesquiterpenoids	1.0	Eudesmane sesquiterpenoids	0.6666666666666666	25.0	0.2730629	ISDB	http://www.wikidata.org/entity/Q104972612	CYZBYYRNFIYDSJ-PKJDGDQJSA-N	InChI=1S/C13H22O2/c1-2-3-4-5-6-7-8-9-11-10-12(11)13(14)15/h7-8,11-12H,2-6,9-10H2,1H3,(H,14,15)/b8-7-/t11-,12-/m1/s1	CCCCCC/C=C\C[C@@H]1C[C@H]1C(=O)O	C13H22O2		210.161979944	Toblerol C	CYZBYYRNFIYDSJ	Polyketides	Linear polyketides	Open-chain polyketides	http://www.wikidata.org/entity/Q6824039	Methylobacterium extorquens	489046.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Alphaproteobacteria']	['Rhizobiales']	['Methylobacteriaceae']	['Unknown']	['Methylobacterium']	['Methylorubrum extorquens']		['Bacteria']		['Proteobacteria']	['Alphaproteobacteria']	['Rhizobiales']					4.0	0.0	5.092251658439636	1.0	1.0	1.0	0.218	0.218	-88.838	1.0	0.5	220.083	C13H22O2	[M + H]+	C13H23O2+	SKPOJVSKGJMOJV	InChI=1S/C13H22O2/c1-2-3-4-5-6-7-8-11-9-12(14)10-13(11)15/h11H,2-10H2,1H3	4-octylcyclopentane-1,3-dione	CCCCCCCCC1CC(=O)CC1=O	3.8	97046878;180441	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0321800);HMDB:(HMDB0037390);CHEBI:(174070);SUPERNATURAL:(SN0348131);FooDB:(FDB016432);PUBCHEM:(97046878 180441);DSSTox:(DTXSID50925638);LOTUS:(Q105254975);PUBCHEMANNOTATIONDRUG:(null)	138297737258.0	211.169	449.0	7.484	8.369612568678275e+17	8.369610274393853e+17	8.369610274393853e+17		211.16933080861503	7.484171	0	1888004.5	1805255.325	1780161.025	1832147.775	0	1789426.525	1775838.15	1817710.525	1922593.425	0	1888004.5	1805255.325	1780161.025	1832147.775	72		
725	gnps & isdb & sirius	1.0	canopus|gnps	canopus & gnps	canopus & gnps	3.0	C19H36O4	[M - H2O + H]+	C19H35O3+	Fatty acids	0.997	Octadecanoids	0.534	Fatty alcohols	0.725	Lipids and lipid-like molecules	0.989	Fatty Acyls	0.987	Fatty alcohols	0.687	Long-chain fatty alcohols	0.56	Long-chain fatty alcohols	0.56	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	311.258	449.0	7.488	8.369612399773631e+17	8.369610274729398e+17	8.369610274729398e+17		CCMSLIB00003135887	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.752815	87118.8	0.0	3.03943	7.0	0.000946045	311.258	1.0	temp/spectra_filtered.mgf725	1.0	Spectral Match to Monopalmitolein (9c) from NIST14	ESI	qTof	Isolated	Data from Pieter Dorrestein	Data deposited by lfnothias	M+H-H2O	311.257	328.261	1.0	37515610		CCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O	InChI=1S/C19H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h7-8,18,20-21H,2-6,9-17H2,1H3/b8-7-		3.0	Positive	GNPS-NIST14-MATCHES	311.257	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C19H36O4	KVYUBFKSKZWZSV-FPLPWBNLSA-N	KVYUBFKSKZWZSV	Lipids and lipid-like molecules	Glycerolipids	Monoradylglycerols	Glycerolipids	Monoacylglycerols	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003135887	-1.0							1.0	0.7656348	ISDB									NIMPMJIXSJYVEO							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	3.0625391006469727	1.0	1.0	3.0	0.18	0.186	-137.861	0.013	0.278	64.931	C19H36O4	[M - H2O + H]+	C19H35O3+	UWBMODUGUSEWEB	InChI=1S/C19H36O4/c1-3-4-5-6-7-11-14-17-18(23-17)15-12-9-8-10-13-16(20)19(21)22-2/h16-18,20H,3-15H2,1-2H3	UWBMODUGUSEWEB	CCCCCCCC[C@H]1O[C@H]1CCCCCCC(O)C(=O)OC	5.55		LotusExpanded	8589934592.0	311.258	449.0	7.488	8.369612399773631e+17	8.369610274729398e+17	8.369610274729398e+17		311.25793830163906	7.4861727	0	0.0	419594.705	0.0	0.0	0	111903.155	108670.665	98365.915	100654.97	0	0.0	419594.705	0.0	0.0	-1	725.0	Spectral Match to Monopalmitolein (9c) from NIST14
726	isdb & sirius	1.0	canopus|isdb	canopus & isdb	canopus & isdb	1.0	C18H30O2	[M + H3N + H]+	C18H34NO2+	Fatty acids	1.0	Fatty Acids and Conjugates	0.954	Unsaturated fatty acids	0.97	Lipids and lipid-like molecules	0.979	Fatty Acyls	0.976	Fatty acids and conjugates	0.968	Long-chain fatty acids	0.945	Long-chain fatty acids	0.945	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	296.258	450.0	7.502	8.369612381192861e+17	8.369610275148828e+17	8.369610275148828e+17																																															132.0	Fatty acids	1.0	Fatty amides	1.0	N-acyl amines	1.0	1.0	0.33541045	ISDB	http://www.wikidata.org/entity/Q105009352	GJDPGFHVEKFXEZ-SQIWNDBBSA-N	InChI=1S/C18H33NO2/c1-4-5-6-7-8-9-10-11-12-13-14-15-17(20)19-16-18(2,3)21/h12-15,21H,4-11,16H2,1-3H3,(H,19,20)/b13-12+,15-14+	CCCCCCCCC/C=C/C=C/C(=O)NCC(C)(C)O	C18H33NO2		295.25112929600004	Tetrahydrobungeanool	GJDPGFHVEKFXEZ	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q1324774	Zanthoxylum integrifoliolum	6125676.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum integrifoliolum']											0.0	3.0	2.8416417837142944	1.0	1.0	1.0	0.339	0.474	-57.562	1.0	0.333	251.897	C18H30O2	[M + H3N + H]+	C18H34NO2+	MSKPPIYSDACPKC	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-6,11-17H2,1H3,(H,19,20)	Octadec-9-en-11-ynoic acid	CCCCCCC#CC=CCCCCCCCC(=O)O	6.6	87469559;59455306;72290043	LotusExpanded;PUBCHEM:(87469559 59455306 72290043)	8589934594.0	296.258	450.0	7.502	8.369612381192861e+17	8.369610275148828e+17	8.369610275148828e+17		296.25841748379395	7.5023413	0	5384166.1	7134890.5	5300980.475	6809233.125	0	5812503.875	5713017.3	6398085.925	6705663.1	0	5384166.1	7134890.5	5300980.475	6809233.125	132		
727																																																																																																																																																									318.24029051703894	7.5023413	0	3284499.15	4304055.45	3182103.375	4078883.225	0	3547454.1	3400253.725	3802401.775	4099431.6	0	3284499.15	4304055.45	3182103.375	4078883.225	-1		
