feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
1049	2.0	0.49207443	ISDB	http://www.wikidata.org/entity/Q77483761	GEDZNLBHXWEJST-UHFFFAOYSA-N	InChI=1S/C13H16O6/c1-6-9(18-3)4-8(15)10-11(6)13(17,5-14)7(2)19-12(10)16/h4,7,14-15,17H,5H2,1-3H3	COc1cc(O)c2c(c1C)C(O)(CO)C(C)OC2=O	C13H16O6	nan	268.094688232	Acremonone C	GEDZNLBHXWEJST	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	http://www.wikidata.org/entity/Q4675103	Acremonium	563116.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Bionectriaceae']	['Unknown']	['Acremonium']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	2	2.9682977199554443	1	40	Shikimates and Phenylpropanoids	1.0	Coumarins	1.0	Simple coumarins	0.6666666666666666
105	1.0	0.2453789	ISDB	http://www.wikidata.org/entity/Q77424731	GAUYOQVQPYBTPO-UHFFFAOYSA-N	InChI=1S/C12H19NO2/c1-9(2)8-13-12(15)6-4-10-3-5-11(14)7-10/h7,9H,3-6,8H2,1-2H3,(H,13,15)	CC(C)CNC(=O)CCC1=CC(=O)CC1	C12H19NO2	nan	209.141578848	3-Isobutylpropanamide-2-cyclopenten-1-one	GAUYOQVQPYBTPO	nan	nan	nan	http://www.wikidata.org/entity/Q1144013	Streptomyces	772892.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Unknown']	nan	['Bacteria']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	1.9815155863761902	1	9	Alkaloids	0.21818181818181817	Small peptides	0.21818181818181817	Aminoacids	0.2
1054	1.0	0.62892085	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	BNOFGJCDOXFNDX	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	2.51568341255188	1	36	Alkaloids	0.15384615384615385	Peptide alkaloids	0.15384615384615385	Dipeptides	0.07692307692307693
1055	1.0	0.3915242	ISDB	http://www.wikidata.org/entity/Q105160858	MBNLVIXQRQMLBE-NSHDSACASA-N	InChI=1S/C15H18O7/c1-15(2,19)11(16)7-21-10-6-9-8(4-5-12(17)22-9)13(18)14(10)20-3/h4-6,11,16,18-19H,7H2,1-3H3/t11-/m0/s1	COc1c(OC[C@H](O)C(C)(C)O)cc2oc(=O)ccc2c1O	C15H18O7	nan	310.105252916	7-[(2S)-2,3-dihydroxy-3-methylbutoxy]-5-hydroxy-6-methoxychromen-2-one	MBNLVIXQRQMLBE	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	http://www.wikidata.org/entity/Q15600129	Pterocaulon alopecuroides	5920997.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Inuleae']	['Pterocaulon']	['Pterocaulon alopecuroides']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	3	3.066096782684326	1	110	Shikimates and Phenylpropanoids	0.5	Coumarins	0.5	Simple coumarins	0.5
1058	2.0	0.57168293	ISDB	http://www.wikidata.org/entity/Q105028888	HIJXOZZIOLXAGY-VIFPVBQESA-N	InChI=1S/C14H16O5/c1-9(8-15)6-7-18-14-11(16)4-2-10-3-5-12(17)19-13(10)14/h2-5,9,15-16H,6-8H2,1H3/t9-/m0/s1	C[C@H](CO)CCOc1c(O)ccc2ccc(=O)oc12	C14H16O5	nan	264.099773612	7-hydroxy-8-[(3S)-4-hydroxy-3-methylbutoxy]chromen-2-one	HIJXOZZIOLXAGY	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	http://www.wikidata.org/entity/Q15471012	Artemisia armeniaca	1080920.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Anthemideae']	['Artemisia']	['Artemisia armeniaca']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	3	3.786731719970703	1	40	Shikimates and Phenylpropanoids	1.0	Coumarins	1.0	Simple coumarins	0.6666666666666666
106	1.0	0.41271836	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	XPJRQAIZZQMSCM	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.6508734226226807	1	82	nan	nan	nan	nan	nan	nan
1064	1.0	0.31720066	ISDB	http://www.wikidata.org/entity/Q27098253	KYOBSHFOBAOFBF-XVFCMESISA-N	InChI=1S/C10H13N2O11P/c13-5-1-3(9(16)17)12(10(18)11-5)8-7(15)6(14)4(23-8)2-22-24(19,20)21/h1,4,6-8,14-15H,2H2,(H,16,17)(H,11,13,18)(H2,19,20,21)/t4-,6-,7-,8-/m1/s1	O=C(O)c1cc(O)nc(=O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	C10H13N2O11P	nan	368.025695866	Orotidine-5'-monophosphate	KYOBSHFOBAOFBF	Carbohydrates	nan	nan	http://www.wikidata.org/entity/Q25419	Escherichia coli	474506.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Enterobacteriales']	['Enterobacteriaceae']	['Unknown']	['Unknown']	['Escherichia coli']	nan	['Bacteria']	nan	['Proteobacteria']	nan	nan	nan	nan	nan	nan	2	1	3.7688026428222656	1	79	Carbohydrates	1.0	nan	nan	nan	nan
1074	1.0	0.41989303	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	IKRVLETVVQWLNQ	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.6795721054077148	1	27	nan	nan	nan	nan	nan	nan
1075	1.0	0.30565992	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	BEVYCXGDASRHRK	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.2226396799087524	1	36	Alkaloids	0.15384615384615385	Peptide alkaloids	0.15384615384615385	Dipeptides	0.07692307692307693
1081	3.0	0.4928723	ISDB	http://www.wikidata.org/entity/Q75069302	CCQGILKXXNXARM-UHFFFAOYSA-N	InChI=1S/C13H14N2O4/c1-3-8-10(16)6(12(18)14-8)5-7-11(17)9(4-2)15-13(7)19/h3-4,16-17H,5H2,1-2H3,(H,14,18)(H,15,19)	CC=C1NC(=O)C(CC2=C(O)C(=CC)NC2=O)=C1O	C13H14N2O4	nan	262.095356928	Dietziamide A	CCQGILKXXNXARM	Alkaloids	nan	nan	http://www.wikidata.org/entity/Q25841984	Dietzia timorensis	416960.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Corynebacteriales']	['Dietziaceae']	['Unknown']	['Dietzia']	['Dietzia timorensis']	nan	['Bacteria']	nan	nan	nan	nan	nan	nan	nan	nan	1	1	3.471489191055298	1	36	Alkaloids	0.15384615384615385	Peptide alkaloids	0.15384615384615385	Dipeptides	0.07692307692307693
1083	2.0	0.3168771	ISDB	http://www.wikidata.org/entity/Q110198015	UGVGDXQGYRZIDA-UHFFFAOYSA-N	InChI=1S/C12H12N2O4/c15-7-12(18)11(17)13-9(10(16)14-12)6-8-4-2-1-3-5-8/h1-6,15,18H,7H2,(H,13,17)(H,14,16)	O=C1NC(O)(CO)C(=O)NC1=Cc1ccccc1	C12H12N2O4	nan	248.079706864	6-Benzylidene-3-hydroxy-3-(hydroxymethyl)piperazine-2,5-dione	UGVGDXQGYRZIDA	Alkaloids	Peptide alkaloids	Other indole diketopiperazine alkaloids	http://www.wikidata.org/entity/Q134359	Aspergillus fumigatus	278828.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus fumigatus']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	2	2.267508387565613	1	36	Alkaloids	0.15384615384615385	Peptide alkaloids	0.15384615384615385	Dipeptides	0.07692307692307693
109	1.0	0.5814479	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	BIPQPWIEWLBJOR	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	2.325791597366333	1	3	Fatty acids	0.14285714285714285	Glycerophospholipids	0.14285714285714285	Glycerophosphoethanolamines	0.09523809523809523
1108	1.0	0.9066079	ISDB	http://www.wikidata.org/entity/Q75057180	JUBMQTLADMVYAC-UHFFFAOYSA-N	InChI=1S/C11H13NO3/c1-5-8(13)4-7-6(2)12-11(14)9(7)10(5)15-3/h4,6,13H,1-3H3,(H,12,14)	COc1c(C)c(O)cc2c1C(=O)NC2C	C11H13NO3	nan	207.089543276	Mariline C	JUBMQTLADMVYAC	Alkaloids	Pseudoalkaloids	Isoindole alkaloids	http://www.wikidata.org/entity/Q10676914	Stachylidium	420577.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Glomerellales']	['Plectosphaerellaceae']	['Unknown']	['Stachylidium']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	3	5.126431703567505	1	18	Alkaloids	0.1875	Pseudoalkaloids	0.1875	Isoindole alkaloids	0.1875
112	1.0	0.59271187	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	BPFFRGBDZVPQDY	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	2.370847463607788	1	3	Fatty acids	0.14285714285714285	Glycerophospholipids	0.14285714285714285	Glycerophosphoethanolamines	0.09523809523809523
1130	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q170545	COLNVLDHVKWLRT-QMMMGPOBSA-N	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	N[C@@H](Cc1ccccc1)C(=O)O	C9H11NO2	pos_1_minus1proton2potassium	165.078978592	(2S)-2-azaniumyl-3-phenylpropanoate	COLNVLDHVKWLRT	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q25842083	Ensifer meliloti	43952.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Alphaproteobacteria']	['Rhizobiales']	['Rhizobiaceae']	['Unknown']	['Sinorhizobium']	['Sinorhizobium meliloti']	nan	['Bacteria']	nan	['Proteobacteria']	['Alphaproteobacteria']	['Rhizobiales']	['Rhizobiaceae']	nan	['Sinorhizobium']	['Sinorhizobium meliloti']	7	2	8.0	1	7	Amino acids and Peptides	0.25	Small peptides	0.25	Thiazole alkaloids	0.25
1134	1.0	0.79170984	ISDB	http://www.wikidata.org/entity/Q418834	ATHGHQPFGPMSJY-UHFFFAOYSA-N	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	NCCCCNCCCN	C7H19N3	nan	145.15789760799998	Spermidine	ATHGHQPFGPMSJY	Alkaloids	Ornithine alkaloids	Polyamines	http://www.wikidata.org/entity/Q25419	Escherichia coli	474506.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Enterobacteriales']	['Enterobacteriaceae']	['Unknown']	['Unknown']	['Escherichia coli']	nan	['Bacteria']	nan	['Proteobacteria']	nan	nan	nan	nan	nan	nan	2	1	5.666839361190796	1	2	Alkaloids	0.18666666666666668	Small peptides	0.14666666666666667	Aminoacids	0.13333333333333333
114	1.0	0.2559221	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	YWVFNBYKFOWGPG	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.0236884355545044	1	9	Alkaloids	0.21818181818181817	Small peptides	0.21818181818181817	Aminoacids	0.2
1142	1.0	0.45884436	ISDB	http://www.wikidata.org/entity/Q105119858	ISWYJQKGNGBKJG-UHFFFAOYSA-N	InChI=1S/C12H26N4O3/c13-7-3-1-5-9(14)11(17)16-8-4-2-6-10(15)12(18)19/h9-10H,1-8,13-15H2,(H,16,17)(H,18,19)	NCCCCC(N)C(=O)NCCCCC(N)C(=O)O	C12H26N4O3	nan	274.200490692	2-Amino-6-(2,6-diaminohexanoylamino)hexanoic acid	ISWYJQKGNGBKJG	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q22287078	Streptomyces celluloflavus	693915.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Streptomyces celluloflavus']	nan	['Bacteria']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	4.33537745475769	1	14	Amino acids and Peptides	0.45454545454545453	Small peptides	0.45454545454545453	Dipeptides	0.45454545454545453
116	2.0	0.43278506	ISDB	http://www.wikidata.org/entity/Q104170023	JZDUBTRQFFMDRN-UHFFFAOYSA-N	InChI=1S/C11H19NO2/c1-4-5-6-7-8(2)10(13)9(3)11(12)14/h7,9H,4-6H2,1-3H3,(H2,12,14)	CCCCC=C(C)C(=O)C(C)C(N)=O	C11H19NO2	nan	197.141578848	2,4-Dimethyl-3-oxonon-4-enamide	JZDUBTRQFFMDRN	nan	nan	nan	http://www.wikidata.org/entity/Q54985249	Streptomyces asenjonii	5992736.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Streptomyces asenjonii']	nan	['Bacteria']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	2.7311402559280396	1	9	Alkaloids	0.21818181818181817	Small peptides	0.21818181818181817	Aminoacids	0.2
12	58.0	0.42601278	ISDB	http://www.wikidata.org/entity/Q906309	OJOBTAOGJIWAGB-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-6(11)7-4-8(13-2)10(12)9(5-7)14-3/h4-5,12H,1-3H3	COc1cc(C(C)=O)cc(OC)c1O	C10H12O4	nan	196.073558864	Acetosyringone	OJOBTAOGJIWAGB	Shikimates and Phenylpropanoids	nan	nan	http://www.wikidata.org/entity/Q26280580	Rhizobium rhizogenes	5898446.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Alphaproteobacteria']	['Rhizobiales']	['Rhizobiaceae']	['Unknown']	['Rhizobium']	['Agrobacterium rhizogenes']	nan	['Bacteria']	nan	['Proteobacteria']	['Alphaproteobacteria']	['Rhizobiales']	['Rhizobiaceae']	nan	nan	nan	5	0	6.70405113697052	1	-1	nan	nan	nan	nan	nan	nan
122	1.0	0.6270491	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	YIMYIHLJRZROLC	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	2.5081963539123535	1	9	Alkaloids	0.21818181818181817	Small peptides	0.21818181818181817	Aminoacids	0.2
