feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_group:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_group:GNPSGROUP:11	gnps_mn_ATTRIBUTE_group:GNPSGROUP:4	gnps_mn_ATTRIBUTE_group:GNPSGROUP:8	gnps_mn_ATTRIBUTE_group:GNPSGROUP:WT	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:A	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:B	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:C	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:D	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthA1	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthB1	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:xthA2	gnps_mn_ATTRIBUTE_mutant:GNPSGROUP:WT	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
589	sirius	1.0	canopus	canopus	canopus	1.0	C5H6N4O2	[M - H2O + H]+	C5H5N4O+	Alkaloids	0.967	Pseudoalkaloids (transamidation)	0.952	Purine alkaloids	0.985	Organoheterocyclic compounds	0.998	Imidazopyrimidines	0.869	Purines and purine derivatives	0.839	Purinones	0.785	6-oxopurines	0.717	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.046	224.0	3.74	8.390798055005001e+17	8.390796273474294e+17	8.390796273474294e+17																																																																																															1.0	1.0	0.125	0.125	-132.391	0.989	0.333	23.354	C5H6N4O2	[M - H2O + H]+	C5H5N4O+	NNWAARLSYSBVPB	InChI=1S/C5H6N4O2/c6-4(10)2-3(5(7)11)9-1-8-2/h1H,(H2,6,10)(H2,7,11)(H,8,9)	1H-Imidazole-4,5-dicarboxamide	C1=NC(=C(N1)C(=O)N)C(=O)N	-1.741	65745	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(65745);PUBCHEM:(65745);DSSTox:(DTXSID20232109);PUBMED:(null)	137506062406.0	137.046	224.0	3.74	8.390798055005001e+17	8.390796273474294e+17	8.390796273474294e+17		137.04579968071852	3.7384636	0	888136.59	560426.105	901086.36	640722.8049999999	0	598515.115	823757.925	747847.835	820250.985	0	888136.59	560426.105	901086.36	640722.8049999999	-1		
590	sirius	1.0	canopus	canopus	canopus	1.0	C5H6N2O2	[M + H3N + H]+	C5H10N3O2+	Alkaloids	0.675	Nicotinic acid alkaloids	0.2	Pyridine alkaloids	0.201	Organoheterocyclic compounds	0.955	Heteroaromatic compounds	0.917					Heteroaromatic compounds	0.917	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	144.077	225.0	3.742	8.390798094473404e+17	8.390796273809838e+17	8.390796273809838e+17																																																																																															1.0	1.0	0.38	0.437	-40.064	0.991	0.333	36.576	C5H6N2O2	[M + H3N + H]+	C5H10N3O2+	RWQNBRDOKXIBIV	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	Thymin	CC1=CNC(=O)NC1=O	-0.475	154789995;101160898;101160900;101216533;87563167;16213347;129818678;129847303;102065175;102115067;102115068;102115069;102115070;101933235;101933236;144867023;59444585;100941872;69200685;165359465;164186190;54289728;54289729;139025382;10887937;1135;123425554;117647962;12359157;12359160;12359161;12359162;11557282;57369822	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000262);MiMeDB:(MMDBc0000089);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(1135);SUPERNATURAL:(SN0337202 SN0337203);MESH:(1135);PUBCHEM:(154789995 101160898 101160900 101216533 87563167 16213347 129818678 129847303 102065175 102115067 102115068 102115069 102115070 101933235 101933236 144867023 59444585 100941872 69200685 165359465 164186190 54289728 54289729 139025382 10887937 1135 123425554 117647962 12359157 12359160 12359161 12359162 11557282 57369822);COCONUT:(CNP0143365);NORMAN:(NS00001295);METACYC:(SMA-0000696 THYMINE);PLANTCYC:(THYMINE);CHEBI:(182174 17821);KEGG:(C00178);DSSTox:(DTXSID20825939 DTXSID30610898 DTXSID401316743 DTXSID4052342 DTXSID80583886 DTXSID90724566);LOTUS:(Q171973);YMDB:(YMDB00885);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(RWQNBRDOKXIBIV-UHFFFAOYSA-N)	138906372478.0	144.077	225.0	3.742	8.390798094473404e+17	8.390796273809838e+17	8.390796273809838e+17		144.0767869211056	3.7411675	0	673312.5525	0.0	235043.51	0.0	0	282023.1	119010.1325	255849.525	251473.305	0	673312.5525	0.0	235043.51	0.0	-1		
591	isdb & sirius	1.0	canopus|isdb	canopus|isdb	canopus|isdb	1.0	C6H4N2O2	[M + H3N + H]+	C6H8N3O2+	Alkaloids	0.974	Nicotinic acid alkaloids	0.965	Pyridine alkaloids	0.965	Organoheterocyclic compounds	0.961	Pyridines and derivatives	0.798					Pyridines and derivatives	0.798	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	154.061	225.0	3.755	8.390798270969727e+17	8.390796274145382e+17	8.390796274145382e+17																																															91.0	Alkaloids	1.0	Nicotinic acid alkaloids	1.0	Pyridine alkaloids	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q182990	ISAKRJDGNUQOIC-UHFFFAOYSA-N	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)	Oc1ccnc(O)n1	C4H4N2O2	pos_1_1proton1acetonitrile	112.027277368	Uracil	ISAKRJDGNUQOIC	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	http://www.wikidata.org/entity/Q25842083	Ensifer meliloti	43952.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Alphaproteobacteria']	['Rhizobiales']	['Rhizobiaceae']	['Unknown']	['Sinorhizobium']	['Sinorhizobium meliloti']		['Bacteria']		['Proteobacteria']	['Alphaproteobacteria']	['Rhizobiales']	['Rhizobiaceae']		['Sinorhizobium']	['Sinorhizobium meliloti']	7.0	3.0	8.5	1.0	1.0	1.0	0.395	0.395	-77.24	0.999	0.333	126.832	C6H4N2O2	[M + H3N + H]+	C6H8N3O2+	BFHKYHMCIAMQIN	InChI=1S/C6H4N2O2/c7-3-4-1-2-5(9)8-6(4)10/h1-2H,(H2,8,9,10)	2,6-Dihydroxy-3-cyanopyridine	C1=CC(=O)NC(=C1C#N)O	0.0	58972988;100608	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0245515);BloodExposome:(100608);MESH:(100608);PUBCHEM:(58972988 100608);DSSTox:(DTXSID30747395 DTXSID90188927);PUBMED:(null)	137459925070.0	154.061	225.0	3.755	8.390798270969727e+17	8.390796274145382e+17	8.390796274145382e+17		154.06111252603517	3.751268	0	440550.1525	689658.49	420941.6475	432091.78	0	489828.175	474624.1025	511638.315	507151.4775	0	440550.1525	689658.49	420941.6475	432091.78	91		
592	sirius	1.0	canopus	canopus	canopus	1.0	C15H26N2O2	[M + H3N + H]+	C15H30N3O2+	Amino acids and Peptides	0.435	Small peptides	0.312	Piperidine alkaloids	0.126	Organic acids and derivatives	0.94	Carboxylic acids and derivatives	0.925	Amino acids, peptides, and analogues	0.573	Amino acids and derivatives	0.567	Amino acids and derivatives	0.567	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.233	225.0	3.757	8.390798207426017e+17	8.390796274480927e+17	8.390796274480927e+17																																																																																															1.0	1.0	0.011	0.011	-271.197	0.939	0.333	86.36	C15H26N2O2	[M + H3N + H]+	C15H30N3O2+	XFZUPCITFHSROM	InChI=1S/C15H26N2O2/c1-9(2)11-7-18-13(16-11)15(5,6)14-17-12(8-19-14)10(3)4/h9-12H,7-8H2,1-6H3	(4S)-4-propan-2-yl-2-[2-(4-propan-2-yl-4,5-dihydro-1,3-oxazol-2-yl)propan-2-yl]-4,5-dihydro-1,3-oxazole	CC(C)C1COC(=N1)C(C)(C)C2=NC(CO2)C(C)C	3.2	155297099;372805;495275;12165549;11821563	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(155297099 372805 495275 12165549 11821563);DSSTox:(DTXSID80473814);PUBMED:(null)	137506062402.0	284.233	225.0	3.757	8.390798207426017e+17	8.390796274480927e+17	8.390796274480927e+17		284.2331491874145	3.7553892	0	0.0	331590.43	0.0	0.0	0	122058.415	57147.71	70193.28	82191.025	0	0.0	331590.43	0.0	0.0	15		
593	gnps & isdb & sirius	1.0	canopus|isdb & gnps	canopus & gnps & isdb	canopus & gnps & isdb	3.0	C11H14N4O2	[M + H]+	C11H15N4O2+	Alkaloids	0.94	Pseudoalkaloids (transamidation)	0.701	Purine alkaloids	0.749	Organoheterocyclic compounds	0.998	Azoles	0.876	Imidazoles	0.856	Substituted imidazoles	0.567	Substituted imidazoles	0.567	Organic compounds; Organoheterocyclic compounds; Imidazoles; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	235.119	226.0	3.762	8.390798182218248e+17	8.390796274816471e+17	8.390796274816471e+17		CCMSLIB00003137398	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.884309	167893.0	0.0	16.6142	8.0	0.00390625	235.119	1.0	temp/spectra_filtered.mgf593	1.0	Spectral Match to His-Pro from NIST14	ESI	qTof	Isolated	Data from Pieter Dorrestein	Data deposited by lfnothias	M+H-H2O	235.115	252.122	1.0			C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)N)C(=O)O	InChI=1S/C11H16N4O3/c12-8(4-7-5-13-6-14-7)10(16)15-3-1-2-9(15)11(17)18/h5-6,8-9H,1-4,12H2,(H,13,14)(H,17,18)/t8-,9-/m0/s1		3.0	Positive	GNPS-NIST14-MATCHES	235.115	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C11H16N4O3	LNCFUHAPNTYMJB-IUCAKERBSA-N	LNCFUHAPNTYMJB	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003137398	61.0	Alkaloids	0.6666666666666666	Histidine alkaloids	0.6666666666666666	Imidazole alkaloids	0.6666666666666666	2.0	0.7008483	ISDB	http://www.wikidata.org/entity/Q77381019	VFDJEJCELMPUBS-PTDYZRSTSA-N	InChI=1S/C11H14N4O2/c1-6(2)9-11(17)14-8(10(16)15-9)3-7-4-12-5-13-7/h3-6,9H,1-2H3,(H,12,13)(H,14,17)(H,15,16)/b8-3-/t9-/m1/s1	CC(C)[C@H]1NC(=O)/C(=C/c2cnc[nH]2)NC1=O	C11H14N4O2		234.111675688	(3Z,6R)-3-(1H-imidazol-5-ylmethylidene)-6-propan-2-ylpiperazine-2,5-dione	VFDJEJCELMPUBS	Alkaloids	Histidine alkaloids	Imidazole alkaloids	http://www.wikidata.org/entity/Q1144013	Streptomyces	772892.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Unknown']		['Bacteria']									1.0	3.0	5.303393125534058	1.0	1.0	3.0	0.159	0.159	-101.477	0.302	0.333	48.985	C11H14N4O2	[M + H]+	C11H15N4O2+	OBURDMXZDVFAKK	InChI=1S/C11H14N4O2/c1-14-9-7(10(16)15(2)11(14)17)12-8(13-9)6-4-3-5-6/h6H,3-5H2,1-2H3,(H,12,13)	8-Cyclobutyltheophylline	CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3CCC3	1.049	97136	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(97136);DSSTox:(DTXSID10189431);PUBMED:(null)	137506062402.0	235.119	226.0	3.762	8.390798182218248e+17	8.390796274816471e+17	8.390796274816471e+17		235.118913075352	3.7659774	0	496507.825	428648.85	377622.87	521959.1925	0	318845.095	511025.2125	522789.155	472079.275	0	496507.825	428648.85	377622.87	521959.1925	61	593.0	Spectral Match to His-Pro from NIST14
594	sirius	1.0	canopus	canopus	canopus	1.0	C7H11N	[M + H3N + H]+	C7H15N2+	Alkaloids	0.944	Ornithine alkaloids	0.282	Piperidine alkaloids	0.372	Organic nitrogen compounds	1.0	Organonitrogen compounds	1.0	Amines	0.954	Secondary amines	0.889	Dialkylamines	0.882	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	127.123	223.0	3.712	8.390798080674143e+17	8.390796275152015e+17	8.390796275152015e+17																																																																																															1.0	1.0	0.418	0.418	-28.269	0.99	0.333	34.048	C7H11N	[M + H3N + H]+	C7H15N2+	XFVRONUUXBJNFI	InChI=1S/C7H11N/c1-2-3-7-4-5-8-6-7/h1,7-8H,3-6H2	(3R)-3-prop-2-ynylpyrrolidine	C#CCC1CCNC1	0.8	124564605;124564606;87253603	PUBCHEM:(124564605 124564606 87253603)	2.0	127.123	223.0	3.712	8.390798080674143e+17	8.390796275152015e+17	8.390796275152015e+17		127.12310217501526	3.724218	0	415758.9025	0.0	427989.345	368773.4725	0	286464.2525	291564.01	294748.49	339744.9675	0	415758.9025	0.0	427989.345	368773.4725	-1		
595	sirius	1.0	canopus	canopus	canopus	1.0	C5H6N4O	[M + H3N + H]+	C5H10N5O+	Alkaloids	0.959	Pseudoalkaloids (transamidation)	0.905	Purine alkaloids	0.974	Organoheterocyclic compounds	0.998	Imidazopyrimidines	0.842	Purines and purine derivatives	0.774	Purinones	0.582	Hypoxanthines	0.529	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Diazines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	156.088	227.0	3.784	8.390798185867292e+17	8.390796275445617e+17	8.390796275445617e+17																																																																																															1.0	1.0	0.182	0.182	-83.688	0.999	0.333	32.458	C5H6N4O	[M + H3N + H]+	C5H10N5O+	AYLIMUXKKDRAMM	InChI=1S/C5H6N4O/c1-9-4-3(8-9)5(10)7-2-6-4/h2,8H,1H3,(H,6,7,10)	8-Methyl-2,4,7,8-tetrazabicyclo[4.2.0]octa-1(6),2-dien-5-one	CN1C2=C(N1)C(=O)NC=N2	-0.2	137254536	PUBCHEM:(137254536)	2.0	156.088	227.0	3.784	8.390798185867292e+17	8.390796275445617e+17	8.390796275445617e+17		156.08804711853887	3.7883408	0	172228.78249999997	0.0	343873.9525	0.0	0	67586.3125	153377.53249999997	95499.79	199639.1	0	172228.78249999997	0.0	343873.9525	0.0	-1		
596	isdb & sirius	1.0	canopus	canopus	canopus	1.0	C6H4N4O2	[M + H3N + H]+	C6H8N5O2+	Alkaloids	0.991	Pseudoalkaloids (transamidation)	0.933	Purine alkaloids	0.973	Organoheterocyclic compounds	0.999	Diazines	0.868	Pyrimidines and pyrimidine derivatives	0.721	Pyrimidones	0.619	Pyrimidones	0.619	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Diazines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	182.067	229.0	3.813	8.39079848072689e+17	8.390796275781161e+17	8.390796275781161e+17																																															-1.0							1.0	0.60013217	ISDB									WBZKQFAVPDYTLF							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	2.4005286693573	1.0	1.0	1.0	0.141	0.141	-39.234	0.998	0.333	41.71	C6H4N4O2	[M + H3N + H]+	C6H8N5O2+	UYEUUXMDVNYCAM	InChI=1S/C6H4N4O2/c11-5-3-4(8-2-1-7-3)9-6(12)10-5/h1-2H,(H2,8,9,10,11,12)	1,2,3,4-tetrahydropteridine-2,4-dione	C1=CN=C2C(=N1)C(=O)NC(=O)N2	-1.0	136391526;142320754;123755731;139244649;139244650;10250	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0254198);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(10250);SUPERNATURAL:(SN0383291);MESH:(10250);FooDB:(FDB005597);PUBCHEM:(136391526 142320754 123755731 139244649 139244650 10250);GNPS:(CCMSLIB00000578261);COCONUT:(CNP0243660);NORMAN:(NS00031820 NS00080056);METACYC:(CPD-15309);CHEBI:(16489);KEGG:(C03212);DSSTox:(DTXSID0060068);LOTUS:(Q17189420);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	138369309038.0	182.067	229.0	3.813	8.39079848072689e+17	8.390796275781161e+17	8.390796275781161e+17		182.0672604770786	3.8118637	0	775650.95	277411.02	801812.5775	375416.945	0	373168.0925	806084.6625	523970.4875000001	527068.25	0	775650.95	277411.02	801812.5775	375416.945	-1		
597	sirius	1.0	canopus	canopus	canopus	1.0	C9H11NO2	[M + H3N + H]+	C9H15N2O2+	Alkaloids	0.885	Nicotinic acid alkaloids	0.368	Pyrrolidine alkaloids	0.478	Organoheterocyclic compounds	0.693	Azacyclic compounds	0.701					Azacyclic compounds	0.701	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	183.113	229.0	3.81	8.390798102232867e+17	8.390796276116705e+17	8.390796276116705e+17																																																																																															1.0	1.0	0.018	0.018	-129.614	0.99	0.333	88.659	C9H11NO2	[M + H3N + H]+	C9H15N2O2+	AQKKRXMVSOXABZ	InChI=1S/C9H11NO2/c11-9(12)6-7-10-8-4-2-1-3-5-8/h1-5,10H,6-7H2,(H,11,12)	3-(Phenylamino)propanoic acid	C1=CC=C(C=C1)NCCC(=O)O	2.0	4830479;7062851;244082	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(4830479 7062851 244082);DSSTox:(DTXSID60971964);PUBMED:(null)	137506062402.0	183.113	229.0	3.81	8.390798102232867e+17	8.390796276116705e+17	8.390796276116705e+17		183.11280686304363	3.8098207	0	0.0	603167.42	0.0	0.0	0	159823.15	120773.22	190279.45	132291.6	0	0.0	603167.42	0.0	0.0	-1		
598	isdb & sirius	1.0	canopus & isdb	canopus & isdb	canopus & isdb	1.0	C8H15N3O4	[M + Na]+	C8H15N3NaO4+	Amino acids and Peptides	0.994	Small peptides	0.998	Aminoacids	0.904	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.99	Amino acids and derivatives	0.99	N-acyl-alpha amino acids	0.711	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	240.095	229.0	3.819	8.390799025944513e+17	8.39079627645225e+17	8.39079627645225e+17																																															-1.0							1.0	0.38834527	ISDB	http://www.wikidata.org/entity/Q77506711	SNTNLZPQLRPWCA-NXEZZACHSA-N	InChI=1S/C11H13NO5/c1-6(13)15-5-10-16-8-3-2-7(11(12)14)4-9(8)17-10/h2-3,9-10H,4-5H2,1H3,(H2,12,14)/t9-,10-/m1/s1	CC(=O)OC[C@@H]1OC2=CC=C(C(N)=O)C[C@H]2O1	C11H13NO5		239.079372516	Dioxolide B	SNTNLZPQLRPWCA	Alkaloids	Miscellaneous alkaloids	Miscellaneous alkaloids	http://www.wikidata.org/entity/Q26292941	Streptomyces tendae	676355.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Streptomyces tendae']		['Bacteria']									1.0	0.0	2.553381085395813	1.0	1.0	1.0	0.363	0.363	-179.798	0.735	0.948	26.409	C8H15N3O4	[M + Na]+	C8H15N3NaO4+	WMQMIOYQXNRROC	InChI=1S/C8H15N3O4/c1-5(12)11-6(7(13)14)3-2-4-10-8(9)15/h6H,2-4H2,1H3,(H,11,12)(H,13,14)(H3,9,10,15)	5-(carbamoylamino)-2-acetamidopentanoic acid	CC(=O)NC(CCCNC(=O)N)C(=O)O	-1.338	92436367;656979;45266759;11506771	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000856);MiMeDB:(MMDBc0000373 MMDBc0049870);BloodExposome:(656979);SUPERNATURAL:(SN0414376);LotusExpanded;FooDB:(FDB022282 FDB031018);PUBCHEM:(92436367 656979 45266759 11506771);COCONUT:(CNP0239633);NORMAN:(NS00070560);METACYC:(B-PEN-1:5 CPD-7224);CHEBI:(58765 49002 49006);KEGG:(C15532);DSSTox:(DTXSID30349676);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	147697437034.0	240.095	229.0	3.819	8.390799025944513e+17	8.39079627645225e+17	8.39079627645225e+17		240.09545262146847	3.816534	0	341171.3375	0.0	569128.125	0.0	0	79040.21	444332.8000000001	178641.72	208284.7325	0	341171.3375	0.0	569128.125	0.0	-1		
