cluster index	parent mass	RTMean	ATTRIBUTE_group:GNPSGROUP:nan	ATTRIBUTE_group:GNPSGROUP:11	ATTRIBUTE_group:GNPSGROUP:4	ATTRIBUTE_group:GNPSGROUP:8	ATTRIBUTE_group:GNPSGROUP:WT	ATTRIBUTE_replicate:GNPSGROUP:nan	ATTRIBUTE_replicate:GNPSGROUP:A	ATTRIBUTE_replicate:GNPSGROUP:B	ATTRIBUTE_replicate:GNPSGROUP:C	ATTRIBUTE_replicate:GNPSGROUP:D	ATTRIBUTE_mutant:GNPSGROUP:nan	ATTRIBUTE_mutant:GNPSGROUP:xthA1	ATTRIBUTE_mutant:GNPSGROUP:xthB1	ATTRIBUTE_mutant:GNPSGROUP:xthA2	ATTRIBUTE_mutant:GNPSGROUP:WT
550	312.25314508050576	6.226966	0	72619.6875	138650.535	83892.07	101383.4075	0	98471.495	94986.01749999999	83892.07	119196.1175	0	72619.6875	138650.535	83892.07	101383.4075
551	357.31110409805046	6.230254	0	117353.7225	171488.415	88252.905	184667.75	0	157389.005	148360.945	88252.905	167759.9375	0	117353.7225	171488.415	88252.905	184667.75
552	294.242728090729	6.2302003	0	1570983.2	1840406.9249999998	1424438.2550000001	1960123.5150000001	0	1746618.2149999999	1741048.5150000001	1529103.69	1779181.475	0	1570983.2	1840406.9249999998	1424438.2550000001	1960123.5150000001
553	334.2351080526755	6.2303987	0	742690.065	929836.235	671070.45	962841.05	0	857066.74	850704.74	733085.7949999999	865580.525	0	742690.065	929836.235	671070.45	962841.05
554	277.21624371588206	6.2294664	0	102892.38500000001	138797.5875	77181.6875	155072.64625	0	134486.02125	117338.2425	77181.6875	144938.355	0	102892.38500000001	138797.5875	77181.6875	155072.64625
555	252.23219660637443	6.2477927	0	590190.2675	596769.1075	497998.7275	768707.3975	0	605941.9825	691868.0650000001	591661.2575	564194.1950000001	0	590190.2675	596769.1075	497998.7275	768707.3975
556	292.2252696076694	6.2495747	0	304463.915	328007.015	249958.55000000002	386458.71499999997	0	315787.60250000004	348660.57	327692.33499999996	276747.6875	0	304463.915	328007.015	249958.55000000002	386458.71499999997
557	298.273973241261	6.257521	0	151041.875	255065.475	160774.525	275987.395	0	225948.155	180042.285	199484.38	237394.45	0	151041.875	255065.475	160774.525	275987.395
558	316.28452670450105	6.25777	0	86110.0675	111766.34	87727.055	117948.99500000001	0	107847.05500000001	71208.445	87727.055	136769.9025	0	86110.0675	111766.34	87727.055	117948.99500000001
559	353.1018852543749	6.274214	0	0.0	0.0	97943.1975	0.0	0	0.0	47756.3175	0.0	50186.88	0	0.0	0.0	97943.1975	0.0
560	191.1430704714528	6.275312	0	437796.1625	431253.0175	439075.815	437584.235	0	431612.28500000003	441666.565	438670.3025	433760.0775	0	437796.1625	431253.0175	439075.815	437584.235
561	310.2375147473616	6.304998	0	174814.005	204893.3275	149640.895	267447.2375	0	201232.685	219582.6475	209530.305	166449.8275	0	174814.005	204893.3275	149640.895	267447.2375
562	332.21948751461485	6.2558866	0	42246.975	125647.7225	74696.9925	103845.0875	0	52394.5475	100945.86	74696.9925	118399.3775	0	42246.975	125647.7225	74696.9925	103845.0875
563	165.1274368199049	6.312107	0	466204.22250000003	464365.135	480098.685	484898.5325	0	457362.54500000004	478704.3525	475616.62	483883.0575	0	466204.22250000003	464365.135	480098.685	484898.5325
564	290.209013184855	6.3370147	0	195432.0725	264706.17	152763.175	257054.6675	0	220890.7825	186361.77250000002	218772.49749999997	243931.0325	0	195432.0725	264706.17	152763.175	257054.6675
565	268.22711146956004	6.3365884	0	362728.1875	500863.07999999996	351792.27	464173.7525	0	409782.245	404225.23	444419.65	421130.165	0	362728.1875	500863.07999999996	351792.27	464173.7525
566	336.2507648207029	6.3579316	0	111958.775	201253.705	141964.515	182655.725	0	180467.28	135885.075	141964.515	179515.85	0	111958.775	201253.705	141964.515	182655.725
567	314.26882273097965	6.3626904	0	87604.9675	157031.965	117272.975	150061.0025	0	138522.2	114562.16750000001	117272.975	141613.5675	0	87604.9675	157031.965	117272.975	150061.0025
568	296.2583688768961	6.3632283	0	119342.3125	222815.0575	163992.7	208085.28249999997	0	187130.71750000003	160696.66499999998	163992.7	202415.27	0	119342.3125	222815.0575	163992.7	208085.28249999997
569	437.1935364375627	6.3701577	0	157445.505	125533.1	50124.23	156062.96	0	141272.8825	79467.0775	121178.25	147247.585	0	157445.505	125533.1	50124.23	156062.96
570	415.2115227340845	6.3734756	0	219681.18	204056.5925	148184.4875	217091.12	0	195154.4775	149444.6325	243116.37	201297.9	0	219681.18	204056.5925	148184.4875	217091.12
571	460.2694316161412	6.372672	0	327204.70499999996	267174.9325	191102.3925	287435.07	0	273269.33	222383.03	312083.64	265181.1	0	327204.70499999996	267174.9325	191102.3925	287435.07
572	387.32181322693816	6.3749723	0	0.0	443315.4525	0.0	0.0	0	110417.64	122000.7575	86368.515	124528.54	0	0.0	443315.4525	0.0	0.0
573	205.1587816481748	6.428732	0	501405.405	430500.90750000003	504785.7325	500191.775	0	416453.5725	474585.8225	596089.1625	449755.2625	0	501405.405	430500.90750000003	504785.7325	500191.775
574	313.1333116321083	6.3895116	0	319297.625	363394.8825	346816.0	355643.51749999996	0	320235.005	347534.22	364711.98	352670.82	0	319297.625	363394.8825	346816.0	355643.51749999996
575	295.19037068996266	6.391417	0	482769.97	497978.945	493800.9275	502103.385	0	481257.46749999997	495405.0	505745.075	494245.685	0	482769.97	497978.945	493800.9275	502103.385
576	298.27399579993704	6.402541	0	211886.825	351605.475	247383.55250000002	349670.4225	0	297391.6725	262139.07	337302.9375	263712.595	0	211886.825	351605.475	247383.55250000002	349670.4225
577	316.2845335973712	6.4034486	0	139442.91749999998	307993.375	167876.05	298696.695	0	232439.7725	198784.375	247070.65999999997	235714.23	0	139442.91749999998	307993.375	167876.05	298696.695
578	355.29549805436665	6.418195	0	209573.125	379104.8825	267865.55	326429.33749999997	0	327872.45499999996	251598.1175	267865.55	335636.7725	0	209573.125	379104.8825	267865.55	326429.33749999997
579	310.2375608671963	6.4200974	0	119900.935	181760.0575	104374.7	179528.36250000002	0	153748.71	145754.46000000002	104374.7	181686.185	0	119900.935	181760.0575	104374.7	179528.36250000002
580	292.22704467898484	6.4174333	0	684737.145	1062143.8925	938380.7675	914298.3075	0	926978.4125	749509.01	1020107.9924999999	902964.6975	0	684737.145	1062143.8925	938380.7675	914298.3075
581	332.21950792799765	6.418396	0	666564.3975	1059164.43	904824.5249999999	877942.04	0	908088.665	725759.2825	986462.475	888184.97	0	666564.3975	1059164.43	904824.5249999999	877942.04
582	432.25122691838015	6.4199104	0	397115.55	285713.11250000005	498901.5675	480117.14249999996	0	264101.51	348680.8125	485105.925	563959.125	0	397115.55	285713.11250000005	498901.5675	480117.14249999996
583	387.1932306998695	6.4217615	0	1213379.795	1002235.8975	1184308.475	1124225.6	0	785298.9625	920464.345	1255200.4849999999	1563185.975	0	1213379.795	1002235.8975	1184308.475	1124225.6
584	167.0703061367253	6.4421043	0	487007.435	473136.11	477704.98250000004	469508.9475	0	499446.405	459731.055	478549.0475	469630.9675	0	487007.435	473136.11	477704.98250000004	469508.9475
585	205.15879050474925	6.4462075	0	537411.65	524216.375	522039.36	509687.995	0	531023.3025	506311.795	535049.5499999999	520970.7325	0	537411.65	524216.375	522039.36	509687.995
586	143.95903174422776	6.4775596	0	517017.34	422752.1	527151.46	546270.9850000001	0	523899.205	419232.82499999995	551048.785	519011.07	0	517017.34	422752.1	527151.46	546270.9850000001
587	459.2575690529686	6.475516	0	927868.3999999999	989907.015	909864.5	989746.5499999999	0	973834.415	1014397.7	954527.5	874626.85	0	927868.3999999999	989907.015	909864.5	989746.5499999999
588	295.11766573202925	6.474141	0	1033109.3500000001	1055071.8250000002	1014770.825	1070175.275	0	1099481.965	976508.11	1118542.675	978594.525	0	1033109.3500000001	1055071.8250000002	1014770.825	1070175.275
589	397.2009896033376	6.4746227	0	1335208.35	1338052.0150000001	1292797.4749999999	1350153.225	0	1389048.05	1293810.425	1359654.49	1273698.1	0	1335208.35	1338052.0150000001	1292797.4749999999	1350153.225
590	446.2537158790248	6.4746184	0	4402244.3	4749693.5	4788421.95	5162241.7	0	4890874.875	4863112.3	5143811.5	4204802.775	0	4402244.3	4749693.5	4788421.95	5162241.7
591	458.2541352057289	6.4746227	0	3098464.325	3071660.5	2796901.25	3135720.6	0	3110814.0	2974577.725	3194683.575	2822671.375	0	3098464.325	3071660.5	2796901.25	3135720.6
592	155.00282149560272	6.476029	0	624845.38	704731.4275	603319.6599999999	669124.05	0	699587.56	626150.865	695234.79	581047.3025	0	624845.38	704731.4275	603319.6599999999	669124.05
593	462.2483925255929	6.4760194	0	625654.015	668685.535	704345.3374999999	702657.9225	0	689369.1875	658615.365	742850.46	610507.7975	0	625654.015	668685.535	704345.3374999999	702657.9225
594	514.1287168346863	6.475101	0	1806740.3250000002	1996738.525	1728142.1125	1850293.55	0	1898018.675	1790118.875	1967330.9	1726446.0625	0	1806740.3250000002	1996738.525	1728142.1125	1850293.55
595	281.1383693313498	6.475101	0	4275546.8	4554781.375	4057310.675	4396361.75	0	4452999.8	4163608.75	4587923.925	4079468.125	0	4275546.8	4554781.375	4057310.675	4396361.75
596	437.1931559693761	6.475098	0	30209015.5	32619136.0	31064048.0	31956666.0	0	32585492.0	31675645.0	32859444.5	28728284.0	0	30209015.5	32619136.0	31064048.0	31956666.0
597	415.21186595855625	6.475101	0	140055183.0	145783262.5	131437988.5	142674655.0	0	144369266.5	134347914.0	150667771.0	130566137.5	0	140055183.0	145783262.5	131437988.5	142674655.0
598	453.1676406788233	6.475098	0	8390501.25	8707005.875	8553444.125	8828520.375	0	8982914.25	8639209.25	8925875.5	7931472.625	0	8390501.25	8707005.875	8553444.125	8828520.375
599	460.2693369058903	6.475098	0	72876760.0	71865888.0	72739430.5	75909561.5	0	76976078.0	73053542.5	75452362.0	67909657.5	0	72876760.0	71865888.0	72739430.5	75909561.5
600	502.27994664277793	6.475098	0	1447023.55	1532741.625	1419045.575	1489651.6	0	1543815.325	1453017.8	1547816.7	1343812.525	0	1447023.55	1532741.625	1419045.575	1489651.6
601	476.2641795452677	6.475064	0	995348.1725	1004016.225	992279.8775000001	1093887.35	0	1089090.8	1029648.8225	1001989.165	964802.8375	0	995348.1725	1004016.225	992279.8775000001	1093887.35
602	135.08048270527723	6.475101	0	1734876.7	1789797.8	1591396.375	1769493.5	0	1786203.25	1638772.175	1831175.9249999998	1629413.025	0	1734876.7	1789797.8	1591396.375	1769493.5
603	846.442765851628	6.475101	0	5729092.575	5196304.125	4168514.425	4970983.75	0	4891649.275	4331175.5	5633686.075	5208384.025	0	5729092.575	5196304.125	4168514.425	4970983.75
604	432.2383782278088	6.475577	0	67816375.0	71843623.5	63519006.0	70162608.5	0	71029733.5	65192487.5	73108838.5	64010553.5	0	67816375.0	71843623.5	63519006.0	70162608.5
605	867.3718162381239	6.4748735	0	1698529.025	1552592.525	1351712.88	1564102.085	0	1585716.475	1284940.675	1792870.975	1503408.3900000001	0	1698529.025	1552592.525	1351712.88	1564102.085
606	851.3980549416357	6.475101	0	6034692.7	5522056.25	4686810.525	5559601.75	0	5437253.0	4943960.825	5963814.05	5458133.35	0	6034692.7	5522056.25	4686810.525	5559601.75
607	483.2490510233324	6.475577	0	1365643.925	1552058.225	1399631.75	1523282.5	0	1526115.925	1454922.325	1531502.85	1328075.3	0	1365643.925	1552058.225	1399631.75	1523282.5
608	268.2271204913493	6.4866247	0	475764.11	648231.5925	401985.105	586487.98	0	553143.0975	532552.685	535512.5974999999	491260.4075	0	475764.11	648231.5925	401985.105	586487.98
609	231.13554591542228	6.492123	0	45451.805	36058.8	49347.0975	31553.5425	0	31553.5425	45451.805	36058.8	49347.0975	0	45451.805	36058.8	49347.0975	31553.5425
610	294.2427306034881	6.5301886	0	863353.085	925470.9750000001	790629.1849999999	1036589.68	0	901210.9650000001	916735.005	864900.8500000001	933196.105	0	863353.085	925470.9750000001	790629.1849999999	1036589.68
611	334.23510911449307	6.531458	0	393872.675	458770.655	370561.63499999995	518023.375	0	443569.04	426692.95	401487.45999999996	469478.89	0	393872.675	458770.655	370561.63499999995	518023.375
612	302.3052769383388	6.528524	0	129007.225	170947.15	223350.755	70852.8825	0	157817.885	131066.38500000001	84184.1725	221089.57	0	129007.225	170947.15	223350.755	70852.8825
613	303.30865933066343	6.5318184	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
614	432.2383110114873	6.494963	0	27428337.4	79076661.0	28422161.68	60235686.9375	0	32717288.0875	56689816.53	57599510.275	48156232.125	0	27428337.4	79076661.0	28422161.68	60235686.9375
615	460.26933714549256	6.480669	0	77039948.0	78086038.0	76743629.0	83231947.0	0	81461747.5	82195233.0	79565735.0	71878846.5	0	77039948.0	78086038.0	76743629.0	83231947.0
616	253.1410326243471	6.548588	0	245296.67	246551.915	252356.0525	243103.8375	0	244194.4725	250227.0775	247745.0125	245141.9125	0	245296.67	246551.915	252356.0525	243103.8375
617	160.18085172896394	6.547663	0	451155.9825	0.0	420229.15	409741.46249999997	0	311908.2525	331912.01749999996	307416.435	329889.89	0	451155.9825	0.0	420229.15	409741.46249999997
618	332.2194483754919	6.560823	0	241420.8425	361235.26249999995	302326.47750000004	356786.7825	0	321752.1425	279202.98	370737.8375	290076.405	0	241420.8425	361235.26249999995	302326.47750000004	356786.7825
619	310.237506173614	6.5583463	0	418648.0525	692999.2675	653602.705	602137.105	0	584012.98	507305.785	712061.1925	564007.1725	0	418648.0525	692999.2675	653602.705	602137.105
620	453.167454087942	6.569962	0	274832.06	283553.04500000004	129490.56	2054116.2025	0	2097078.7375	194804.23249999998	247170.64750000002	202938.25	0	274832.06	283553.04500000004	129490.56	2054116.2025
621	417.344897723817	6.591238	0	276852.4925	297136.535	290582.46749999997	274234.5575	0	289775.395	277215.155	283967.18999999994	287848.3125	0	276852.4925	297136.535	290582.46749999997	274234.5575
622	437.1934632922845	6.593208	0	1198061.8900000001	1116666.81	831253.825	1005457.65	0	1041215.15	815869.25	1161685.335	1132670.44	0	1198061.8900000001	1116666.81	831253.825	1005457.65
623	415.2114658166026	6.593625	0	3063286.05	2812951.475	2139139.035	2569769.25	0	2602059.7	2095511.225	3002850.125	2884724.76	0	3063286.05	2812951.475	2139139.035	2569769.25
624	336.25072207313895	6.6066155	0	81163.425	143257.16999999998	76579.22	107731.2625	0	93894.13500000001	113641.54250000001	76579.22	124616.18	0	81163.425	143257.16999999998	76579.22	107731.2625
625	205.15873206860525	6.6115537	0	377964.7625	368479.7175	349407.35	357598.31	0	358780.85250000004	360043.96499999997	370930.355	363694.9675	0	377964.7625	368479.7175	349407.35	357598.31
626	278.2478886408863	6.704781	0	721522.5675	448247.335	571911.9225	512432.28	0	543903.8200000001	490352.27499999997	676415.98	543442.03	0	721522.5675	448247.335	571911.9225	512432.28
627	290.20897906812536	6.638153	0	150092.245	274752.8825	124121.875	238034.485	0	202658.275	194955.9225	155755.4525	233631.8375	0	150092.245	274752.8825	124121.875	238034.485
628	268.2271027636438	6.6388483	0	303368.064	383493.7925	219867.5675	390053.71749999997	0	306211.08499999996	343936.534	319511.06	327124.4625	0	303368.064	383493.7925	219867.5675	390053.71749999997
629	282.16998718269264	6.6588383	0	380914.95499999996	405943.41000000003	383086.095	392240.095	0	390084.4625	401667.315	389837.8475	380594.93	0	380914.95499999996	405943.41000000003	383086.095	392240.095
630	288.25326552199243	6.6647534	0	566362.775	548430.575	583967.065	603678.575	0	580659.195	573073.19	576975.8099999999	571730.795	0	566362.775	548430.575	583967.065	603678.575
631	337.1044726943056	6.6774993	0	216535.9	209565.43	228804.78	207044.895	0	212929.04499999998	220181.9975	205710.4725	223129.49	0	216535.9	209565.43	228804.78	207044.895
632	205.15874870330245	6.6712785	0	207464.825	207611.585	246989.66749999998	245810.7	0	208916.8775	211204.02	198797.34999999998	288958.53	0	207464.825	207611.585	246989.66749999998	245810.7
633	278.2478879287041	6.723265	0	682753.6	442959.7825	522610.7425	777258.74	0	518518.9225	776740.05	604255.5175	526068.375	0	682753.6	442959.7825	522610.7425	777258.74
634	318.2402355273888	6.724229	0	300403.5225	146246.5375	167963.7975	303378.57999999996	0	191694.0275	326873.29000000004	217384.3175	182040.8025	0	300403.5225	146246.5375	167963.7975	303378.57999999996
635	310.2374836872104	6.72865	0	363973.47375	677699.26	621457.5925	518253.1975	0	538306.4225	426152.11374999996	703405.1625000001	513519.82499999995	0	363973.47375	677699.26	621457.5925	518253.1975
636	332.219453318548	6.729878	0	122029.505	276950.12	231143.45	213049.8175	0	223801.245	158364.2125	231143.45	229863.985	0	122029.505	276950.12	231143.45	213049.8175
637	355.29558519334574	6.7269764	0	39520.87	135538.5025	113504.7425	78558.04250000001	0	68451.125	72426.495	113504.7425	112739.79500000001	0	39520.87	135538.5025	113504.7425	78558.04250000001
638	432.2381699574899	6.768505	0	175883.7825	165185.6125	143171.54	108928.895	0	143189.7925	123402.0475	188300.9	138277.09	0	175883.7825	165185.6125	143171.54	108928.895
639	453.1674351966384	6.769598	0	145099.3125	130731.4975	59299.535	34446.85	0	97089.29000000001	39500.7225	116842.0375	116145.14499999999	0	145099.3125	130731.4975	59299.535	34446.85
640	460.26943951421634	6.7681794	0	1223526.0025	1006990.4475	759222.3575	739692.2625	0	944315.765	763544.135	1078270.5275	943300.6425	0	1223526.0025	1006990.4475	759222.3575	739692.2625
641	316.3208789218146	6.763233	0	0.0	31135.56	88051.4025	0.0	0	0.0	74243.2825	0.0	44943.68	0	0.0	31135.56	88051.4025	0.0
642	437.1935332740327	6.7681794	0	691035.77	574064.76	437052.1865	410030.5875	0	528071.55	421279.5825	633737.2324999999	529094.939	0	691035.77	574064.76	437052.1865	410030.5875
643	415.2114918006226	6.769128	0	962352.1100000001	819791.55	617309.375	601646.435	0	751900.8525	602075.755	893460.59	753662.2725	0	962352.1100000001	819791.55	617309.375	601646.435
644	292.2263108961337	6.7442446	0	0.0	78089.9825	81684.845	46580.5675	0	47053.7075	46580.5675	81684.845	31036.275	0	0.0	78089.9825	81684.845	46580.5675
645	336.2507555384961	6.7969456	0	187519.45	167864.555	117690.86750000001	219894.75	0	209445.39750000002	174870.20249999998	128597.15	180056.8725	0	187519.45	167864.555	117690.86750000001	219894.75
646	233.1899974593377	6.798597	0	242990.35499999998	238898.4575	233667.415	241114.315	0	245591.62	227026.035	234720.155	249332.73249999998	0	242990.35499999998	238898.4575	233667.415	241114.315
647	314.26882700293174	6.80389	0	370463.58999999997	305709.715	292218.21499999997	446652.90249999997	0	348741.06	383342.845	346741.945	336218.5725	0	370463.58999999997	305709.715	292218.21499999997	446652.90249999997
648	278.24789818195745	6.788806	0	350001.405	448247.335	261770.3175	448527.42500000005	0	300841.6175	454031.6925	381594.22000000003	372078.9525	0	350001.405	448247.335	261770.3175	448527.42500000005
649	296.25836691052103	6.8292675	0	285726.6975	180526.2325	184094.9325	315984.44	0	241636.3675	282551.075	206646.49	235498.37	0	285726.6975	180526.2325	184094.9325	315984.44
650	320.25588476211334	6.8166585	0	151099.33250000002	156927.6275	85812.04	168101.7725	0	135104.0675	143593.03749999998	119747.3325	163496.335	0	151099.33250000002	156927.6275	85812.04	168101.7725
651	280.263479224281	6.81771	0	385787.5825	440216.94	358739.065	469901.22	0	392018.90249999997	427062.5725	421324.4525	414238.88	0	385787.5825	440216.94	358739.065	469901.22
652	270.2427602355088	6.867061	0	245293.0525	359735.36	253656.6425	362449.675	0	308063.0525	280669.345	320781.1225	311621.21	0	245293.0525	359735.36	253656.6425	362449.675
653	252.23219135446652	6.8777027	0	182720.35249999998	268602.0925	145228.9	241707.5525	0	199762.945	184857.39500000002	217393.865	236244.6925	0	182720.35249999998	268602.0925	145228.9	241707.5525
654	292.22468385805183	6.868029	0	270190.58999999997	404411.59750000003	268890.5575	394388.5325	0	332562.9975	307674.8775	339021.1875	358622.215	0	270190.58999999997	404411.59750000003	268890.5575	394388.5325
655	316.22461937445735	6.8837504	0	226022.28875	206135.2975	155136.8975	282306.6775	0	202213.13749999998	269027.79125	194680.7425	203679.49	0	226022.28875	206135.2975	155136.8975	282306.6775
656	294.24273173305073	6.882709	0	399664.315	342827.1875	266629.9875	479316.39	0	336481.48750000005	461293.9425	339871.20499999996	350791.245	0	399664.315	342827.1875	266629.9875	479316.39
657	297.08241915283327	6.8824773	0	63241.2575	135081.0	99144.08249999999	34822.7975	0	63058.7725	66666.9175	99278.655	103284.79250000001	0	63241.2575	135081.0	99144.08249999999	34822.7975
658	296.25835892265474	6.8707757	0	295151.8075	162758.0525	226160.21	305477.8125	0	259622.17	301697.11	253500.3975	174728.205	0	295151.8075	162758.0525	226160.21	305477.8125
659	415.21149383449085	6.8744245	0	286781.2675	247947.45750000002	186406.535	204731.16	0	238618.465	203568.04	266678.435	217001.48	0	286781.2675	247947.45750000002	186406.535	204731.16
660	316.32089897908486	6.9085712	0	233976.3425	242165.32749999998	297535.115	120019.345	0	172391.575	183086.945	187892.185	350325.42500000005	0	233976.3425	242165.32749999998	297535.115	120019.345
661	310.23749268360854	6.934843	0	0.0	65611.6175	96155.5625	0.0	0	65611.6175	0.0	96155.5625	0.0	0	0.0	65611.6175	96155.5625	0.0
662	270.24276443049683	6.878293	0	252634.73249999998	388714.365	171390.03	288335.97	0	322048.4175	204134.53	238514.51	336377.64	0	252634.73249999998	388714.365	171390.03	288335.97
663	292.22492970331314	6.9107447	0	237105.48750000002	326072.1	259596.9325	337388.7375	0	306906.7275	233713.5625	332755.99	286786.97750000004	0	237105.48750000002	326072.1	259596.9325	337388.7375
664	452.2772546773495	6.949969	0	0.0	5063126.75	0.0	0.0	0	1460334.375	1245769.625	1238281.0	1118741.75	0	0.0	5063126.75	0.0	0.0
665	147.04405125038554	6.9537196	0	397576.10250000004	380162.225	403055.77	383336.0525	0	386117.6375	385344.61	396616.755	396051.14749999996	0	397576.10250000004	380162.225	403055.77	383336.0525
666	221.11723277543297	6.954304	0	614970.4475	601179.995	643538.79	599110.265	0	613960.4875	620824.985	597820.065	626193.96	0	614970.4475	601179.995	643538.79	599110.265
667	334.2350730386691	7.0008445	0	116395.5675	248845.3575	165698.0625	232869.495	0	197872.1025	184143.8875	165698.0625	216094.43	0	116395.5675	248845.3575	165698.0625	232869.495
668	296.25835969923486	6.9762893	0	186103.91	56106.97	161612.3775	230106.28999999998	0	160335.6775	164737.41999999998	156440.7525	152415.6975	0	186103.91	56106.97	161612.3775	230106.28999999998
669	343.33183166571195	6.986306	0	554626.38	1725584.05	557433.685	695939.075	0	971365.185	819031.5499999999	855818.8025	887367.6525000001	0	554626.38	1725584.05	557433.685	695939.075
670	263.2369875948153	6.986966	0	466247.59	602144.9625	506968.855	621809.025	0	532014.6525	558894.1475	570327.965	535933.6675	0	466247.59	602144.9625	506968.855	621809.025
671	280.2635084821557	6.986966	0	4537754.725	5792656.075	4938162.4	5852017.45	0	5123894.0	5281965.925	5449760.2	5264970.525	0	4537754.725	5792656.075	4938162.4	5852017.45
672	181.15870013803183	6.987112	0	906643.215	902851.585	938545.4	894069.6725	0	922876.8525	893839.86	910165.3225	915227.8375	0	906643.215	902851.585	938545.4	894069.6725
673	320.2559033459651	6.987164	0	1978410.7	2474850.05	2041683.3599999999	2521759.8	0	2180683.625	2265146.55	2255981.8000000003	2314891.935	0	1978410.7	2474850.05	2041683.3599999999	2521759.8
674	245.22633832226964	6.9874454	0	38929.7575	138397.75	72289.72	109656.0325	0	92249.4725	113008.315	72289.72	81725.7525	0	38929.7575	138397.75	72289.72	109656.0325
675	336.22978852141847	6.9884267	0	116001.845	167574.34	81986.875	155162.99	0	140207.0225	128756.865	81986.875	169775.2875	0	116001.845	167574.34	81986.875	155162.99
676	293.1746587237781	7.0202794	0	247433.9375	248925.8725	240027.70500000002	245035.85749999998	0	259334.60749999998	239874.1925	237922.7475	244291.825	0	247433.9375	248925.8725	240027.70500000002	245035.85749999998
677	334.23508185863034	7.02298	0	134826.8175	257815.8275	165693.6875	205008.72	0	206842.57249999998	160858.7025	165693.6875	229950.09	0	134826.8175	257815.8275	165693.6875	205008.72
678	189.12736272826623	7.0533442	0	740496.495	740455.0625	748090.9025	777153.925	0	741753.025	744125.0625	765992.3999999999	754325.8975	0	740496.495	740455.0625	748090.9025	777153.925
679	294.2427494453604	7.064968	0	350040.24	298863.19999999995	268960.59750000003	386258.685	0	299058.37	378223.70499999996	319552.315	307288.3325	0	350040.24	298863.19999999995	268960.59750000003	386258.685
680	316.2246104969398	7.0698376	0	174165.22749999998	91795.55	69462.74250000001	187235.33500000002	0	93557.7	191084.16999999998	133446.235	104570.75	0	174165.22749999998	91795.55	69462.74250000001	187235.33500000002
681	299.3056186655534	7.071077	0	399131.4625	378388.495	377931.89749999996	361636.41500000004	0	356204.15750000003	395173.33999999997	377132.63749999995	388578.135	0	399131.4625	378388.495	377931.89749999996	361636.41500000004
682	200.2010197896562	7.1004148	0	501079.45499999996	457065.37	471758.0925	540791.38	0	446358.5375	554985.6075	502815.7325	466534.42	0	501079.45499999996	457065.37	471758.0925	540791.38
683	334.23508734773924	7.050813	0	134826.8175	261223.005	116690.72	231314.6575	0	220015.96	173256.325	116690.72	234092.195	0	134826.8175	261223.005	116690.72	231314.6575
684	263.236993228459	7.146596	0	349718.6625	477287.1425	430071.6075	454760.02499999997	0	433724.96499999997	423059.385	416767.29500000004	438285.7925	0	349718.6625	477287.1425	430071.6075	454760.02499999997
685	343.3318263660888	7.1391563	0	360132.505	481648.235	418110.895	463007.9275	0	414652.1275	427189.6475	401038.545	480019.2425	0	360132.505	481648.235	418110.895	463007.9275
686	280.26352538546666	7.132053	0	3357456.5	4551480.175	3488925.625	4411420.125	0	3926682.225	3903145.65	4006496.55	3972958.0	0	3357456.5	4551480.175	3488925.625	4411420.125
687	320.25590961237367	7.132053	0	1438075.69	1928023.4500000002	1442823.3275	1897043.94	0	1668173.5875000001	1690402.0	1643469.23	1703921.59	0	1438075.69	1928023.4500000002	1442823.3275	1897043.94
688	327.33685164995	7.1559405	0	0.0	1286129.06	0.0	0.0	0	440138.875	209951.485	332015.5	304023.2	0	0.0	1286129.06	0.0	0.0
689	243.1355569980372	7.158649	0	249808.45	256788.5075	248831.555	262752.33999999997	0	270741.645	240104.69	257432.19	249902.3275	0	249808.45	256788.5075	248831.555	262752.33999999997
690	296.2583749307736	7.183733	0	577299.61	572863.87	463364.39	680259.79	0	525738.8200000001	632670.8775	569969.8475	565408.115	0	577299.61	572863.87	463364.39	680259.79
691	318.24029357689943	7.1886077	0	326829.23	310367.7425	275577.0975	391432.21749999997	0	287957.5125	391289.6125	312551.21499999997	312407.9475	0	326829.23	310367.7425	275577.0975	391432.21749999997
692	371.3268523176458	7.1890693	0	0.0	935731.4	0.0	0.0	0	301525.15	202515.015	176296.61	255394.625	0	0.0	935731.4	0.0	0.0
693	316.22466909156867	7.1924653	0	117648.265	36288.3075	0.0	89398.625	0	37096.5275	89398.625	38528.805	78311.24	0	117648.265	36288.3075	0.0	89398.625
694	294.2427466627238	7.194549	0	224103.185	201587.9975	122811.685	278550.9775	0	184246.095	262608.45999999996	206611.09	173588.2	0	224103.185	201587.9975	122811.685	278550.9775
695	343.3318337467016	7.2212334	0	799583.2	792356.825	651814.94	1020940.9125	0	745192.3125	920923.7625	776926.4249999999	821653.3775	0	799583.2	792356.825	651814.94	1020940.9125
696	280.26352792680905	7.221622	0	4435653.875	4562121.05	3871916.75	5586344.825	0	4239790.125	5052459.825	4537760.25	4626026.3	0	4435653.875	4562121.05	3871916.75	5586344.825
697	263.23699518656014	7.2241635	0	461234.5075	479335.0825	405502.9525	590742.73	0	438901.0575	535476.2525	472106.1925	490331.77	0	461234.5075	479335.0825	405502.9525	590742.73
