cluster index	parent mass	RTMean	ATTRIBUTE_group:GNPSGROUP:nan	ATTRIBUTE_group:GNPSGROUP:11	ATTRIBUTE_group:GNPSGROUP:4	ATTRIBUTE_group:GNPSGROUP:8	ATTRIBUTE_group:GNPSGROUP:WT	ATTRIBUTE_replicate:GNPSGROUP:nan	ATTRIBUTE_replicate:GNPSGROUP:A	ATTRIBUTE_replicate:GNPSGROUP:B	ATTRIBUTE_replicate:GNPSGROUP:C	ATTRIBUTE_replicate:GNPSGROUP:D	ATTRIBUTE_mutant:GNPSGROUP:nan	ATTRIBUTE_mutant:GNPSGROUP:xthA1	ATTRIBUTE_mutant:GNPSGROUP:xthB1	ATTRIBUTE_mutant:GNPSGROUP:xthA2	ATTRIBUTE_mutant:GNPSGROUP:WT
1	158.00301815286383	0.39484534	0	275848.1275	279777.65	263340.6	270013.645	0	276714.2525	268282.27249999996	274854.995	269128.5025	0	275848.1275	279777.65	263340.6	270013.645
2	224.0760687192321	0.40115556	0	522015.0525	551179.765	525398.5525	532548.0249999999	0	533039.1	537842.525	532437.46	527822.31	0	522015.0525	551179.765	525398.5525	532548.0249999999
3	266.1230192263711	0.39829108	0	942076.05	980981.9624999999	967536.57	969952.3275	0	948317.5775	984582.26	994457.8474999999	933189.225	0	942076.05	980981.9624999999	967536.57	969952.3275
4	160.18084317334657	0.44229648	0	29810419.3125	983345.8175	59883459.4125	24321068.46	0	30153434.85	437408.4275	54124863.665	30282586.06	0	29810419.3125	983345.8175	59883459.4125	24321068.46
5	199.0131571064544	0.4703219	0	715961.315	746638.8275	811727.875	775947.355	0	810557.765	713862.905	782842.8125	743011.89	0	715961.315	746638.8275	811727.875	775947.355
6	145.966088920367	0.47070742	0	1145113.0	1116571.4	1149935.925	1149360.55	0	1144588.125	1119160.925	1100906.05	1196325.775	0	1145113.0	1116571.4	1149935.925	1149360.55
7	220.03926295805977	0.475112	0	916796.165	960645.1225	997237.4375	1160675.825	0	957726.8225	977180.275	1036099.8525	1064347.6	0	916796.165	960645.1225	997237.4375	1160675.825
8	202.01175881989727	0.47110495	0	591083.075	550062.0025	593651.14	707736.0	0	649927.46	598876.215	614648.8425	579079.7	0	591083.075	550062.0025	593651.14	707736.0
9	155.00286979511992	0.4722139	0	3800744.075	3762273.325	4146235.8	3977734.075	0	3848928.325	3885670.475	4041343.525	3911044.95	0	3800744.075	3762273.325	4146235.8	3977734.075
10	214.04002046215464	0.47197726	0	500058.265	461492.2725	477431.70499999996	537593.54	0	534526.215	472937.52	463081.9925	506030.055	0	500058.265	461492.2725	477431.70499999996	537593.54
11	318.94365470527185	0.47559816	0	8069668.5	8379145.0	8098732.125	8789868.375	0	8330570.875	8079971.25	8166340.5	8760531.375	0	8069668.5	8379145.0	8098732.125	8789868.375
12	408.78765253633713	0.4787237	0	3950587.95	3798631.7	4052267.425	3957508.75	0	4001443.4	3968438.05	3972624.35	3816490.025	0	3950587.95	3798631.7	4052267.425	3957508.75
13	363.7898645303061	0.4807012	0	12890975.5	12771756.0	13496056.25	13158129.0	0	12966442.0	12903152.5	13329262.25	13118060.0	0	12890975.5	12771756.0	13496056.25	13158129.0
14	128.950982533484	0.48172536	0	1624111.075	1467291.975	1754439.775	1657257.325	0	1686566.4	1611747.325	1639516.775	1565269.65	0	1624111.075	1467291.975	1754439.775	1657257.325
15	481.7255947477197	0.48423553	0	6262216.375	6161922.375	6408017.75	6468849.5	0	6466743.75	6150681.125	6373859.875	6309721.25	0	6262216.375	6161922.375	6408017.75	6468849.5
16	140.96204563406116	0.48505792	0	4588241.125	3163867.75	4375015.125	4545973.25	0	4821710.325	3788073.925	4055513.325	4007799.675	0	4588241.125	3163867.75	4375015.125	4545973.25
17	143.95815040236036	0.47958115	0	0.0	829893.6	506748.77999999997	919878.8175	0	339680.8	398700.25	506232.34249999997	1011907.8049999999	0	0.0	829893.6	506748.77999999997	919878.8175
18	143.95688495328253	0.48975754	0	1635127.625	1636228.425	1850044.1	1814864.525	0	1766323.0	1695998.7	1600632.675	1873310.3	0	1635127.625	1636228.425	1850044.1	1814864.525
19	142.96178302240932	0.48613462	0	17271744.25	15878264.75	17814288.0	17643321.0	0	18312947.75	17013340.5	16482542.75	16798787.0	0	17271744.25	15878264.75	17814288.0	17643321.0
20	142.95905249979242	0.48862454	0	11153821.25	10243890.0	11424032.5	11968175.25	0	11720697.0	11069523.5	10823385.75	11176312.75	0	11153821.25	10243890.0	11424032.5	11968175.25
21	139.96353429552258	0.4886826	0	36028874.0	33176602.0	37603664.0	37326469.0	0	39036742.0	34971204.0	34791942.5	35335720.5	0	36028874.0	33176602.0	37603664.0	37326469.0
22	143.96265551563553	0.4874362	0	2636604.55	2392921.75	2880757.075	2909698.875	0	2959254.475	2672746.375	2700837.775	2487143.625	0	2636604.55	2392921.75	2880757.075	2909698.875
23	180.98994588323868	0.4890549	0	6679196.625	5824801.75	6637272.375	6597044.25	0	6979564.625	6307368.125	6114774.75	6336607.5	0	6679196.625	5824801.75	6637272.375	6597044.25
24	236.87802195825927	0.4901315	0	5921074.25	5173170.75	6305055.375	6311864.5	0	6534392.125	5662796.125	5621356.5	5892620.125	0	5921074.25	5173170.75	6305055.375	6311864.5
25	157.97405276355127	0.48772416	0	3297118.1	3153548.675	3399018.075	3303264.775	0	3373526.825	3350551.25	3201662.05	3227209.5	0	3297118.1	3153548.675	3399018.075	3303264.775
26	245.8652327123411	0.49054864	0	2848779.25	2132468.7	2995681.275	2967413.0	0	3142809.35	2392824.55	2570024.05	2838684.275	0	2848779.25	2132468.7	2995681.275	2967413.0
27	305.8994842497664	0.49136811	0	27456350.5	27772834.0	27840020.5	30272538.5	0	29687595.5	28645289.5	27418154.5	27590704.0	0	27456350.5	27772834.0	27840020.5	30272538.5
28	286.8916055086967	0.49178115	0	5071091.625	3471654.975	4854148.675	5178011.875	0	5337721.3	4240970.8	4386094.125	4610120.925	0	5071091.625	3471654.975	4854148.675	5178011.875
29	282.88375712454945	0.49178588	0	4752380.25	4775617.75	4955299.75	5387261.125	0	5318733.5	4910880.875	4756324.5	4884620.0	0	4752380.25	4775617.75	4955299.75	5387261.125
30	262.8777707027149	0.49215317	0	11326101.75	10183816.75	11792374.5	12033230.75	0	12223005.0	11143801.0	10725370.25	11243347.5	0	11326101.75	10183816.75	11792374.5	12033230.75
31	214.9124926730397	0.49371797	0	8772615.75	8497540.5	10259053.25	7158138.875	0	8005333.5	8755892.625	8935441.5	8990680.75	0	8772615.75	8497540.5	10259053.25	7158138.875
32	287.888903586701	0.49257004	0	203344157.5	177942542.5	200269452.5	209790857.5	0	213264612.5	191308197.5	188448582.5	198325617.5	0	203344157.5	177942542.5	200269452.5	209790857.5
33	232.9231073561805	0.49290952	0	14065437.5	13604267.75	16840270.25	11727618.75	0	13260494.25	14203119.0	14477732.75	14296248.25	0	14065437.5	13604267.75	16840270.25	11727618.75
34	244.8672548201068	0.49332026	0	25696140.0	22804052.0	26219401.0	26683946.5	0	27162173.0	23975222.0	24632358.5	25633786.0	0	25696140.0	22804052.0	26219401.0	26683946.5
35	246.86240469431644	0.49332324	0	197333795.0	175462182.5	204514672.5	205171610.0	0	207745575.0	184697462.5	190359745.0	199679477.5	0	197333795.0	175462182.5	204514672.5	205171610.0
36	259.8941749099565	0.49335256	0	12467985.25	10907652.0	12264068.0	13253040.75	0	13243300.0	11501703.25	11912012.25	12235730.5	0	12467985.25	10907652.0	12264068.0	13253040.75
37	328.91540686090894	0.4933607	0	15635106.75	14171012.0	15267850.75	16251841.75	0	16742219.25	14987434.0	14367581.5	15228576.5	0	15635106.75	14171012.0	15267850.75	16251841.75
38	218.8675427637	0.49372756	0	11143557.0	9760960.5	11409133.75	11430147.25	0	11585007.25	10207784.5	10616276.75	11334730.0	0	11143557.0	9760960.5	11409133.75	11430147.25
39	264.87299818106044	0.49373093	0	87909135.0	79960777.5	92021472.5	92848491.0	0	94911437.5	84383380.0	85725076.0	87719982.5	0	87909135.0	79960777.5	92021472.5	92848491.0
40	285.8938326483946	0.49373457	0	26045987.0	22445328.0	25175627.5	26771670.0	0	27185940.0	23949354.0	24139238.0	25164080.5	0	26045987.0	22445328.0	25175627.5	26771670.0
41	255.939095572398	0.49409848	0	22579262.5	20794605.5	24375324.0	18308719.5	0	20133964.0	21586490.0	22379992.0	21957465.5	0	22579262.5	20794605.5	24375324.0	18308719.5
42	161.9733414096688	0.49261802	0	208723.54	346577.75	473503.7175	488979.075	0	262017.03	433485.5375	459658.30000000005	362623.21499999997	0	208723.54	346577.75	473503.7175	488979.075
43	318.7921873951274	0.49568546	0	21649711.5	20894414.5	22872413.5	22708148.0	0	23942585.0	21426665.5	20874700.0	21880737.0	0	21649711.5	20894414.5	22872413.5	22708148.0
44	230.89013958769823	0.49727842	0	8105435.0	3269561.375	10053023.125	8581936.5	0	6798767.625	7707077.575	7887521.375	7616589.425	0	8105435.0	3269561.375	10053023.125	8581936.5
45	464.722824508734	0.4980888	0	9676639.75	9592000.5	10497652.5	10698530.75	0	11354363.75	9923315.25	9435962.25	9751182.25	0	9676639.75	9592000.5	10497652.5	10698530.75
46	143.15411554069038	0.4973343	0	11153293.75	344301.1075	11705928.0	9707131.75	0	7620332.805	8361237.779999999	8301179.029999999	8627904.9925	0	11153293.75	344301.1075	11705928.0	9707131.75
47	336.8027404303959	0.49845156	0	6274548.125	6232119.625	6134920.125	6691417.25	0	6877476.75	6163827.875	6145427.0	6146273.5	0	6274548.125	6232119.625	6134920.125	6691417.25
48	582.658231966376	0.49884742	0	4346500.675	4577092.25	4639489.3	5034254.125	0	5211108.75	4508114.925	4245496.425	4632616.25	0	4346500.675	4577092.25	4639489.3	5034254.125
49	288.89101780529904	0.49178794	0	17506864.5	15377392.5	16594257.5	17984605.0	0	18690295.5	15532733.25	15968442.75	17271648.0	0	17506864.5	15377392.5	16594257.5	17984605.0
50	129.1388265771929	0.5008778	0	9157409.125	364058.505	8581217.25	9496877.0	0	7759567.845000001	6588191.675	6658500.36	6593302.0	0	9157409.125	364058.505	8581217.25	9496877.0
51	147.11275496040776	0.5034462	0	749243.64	3173995.225	1013744.075	585453.55	0	1190998.85	1347532.115	1450712.725	1533192.8	0	749243.64	3173995.225	1013744.075	585453.55
52	158.00302370441895	0.43736625	0	270349.7825	182792.44	261577.8075	256732.75	0	260070.1775	197785.7425	255663.55	257933.31	0	270349.7825	182792.44	261577.8075	256732.75
53	126.12795799513502	0.50965524	0	37653350.5	1485929.15	39194001.0	34056838.5	0	27636718.35	29158886.375	27066842.125	28527672.3	0	37653350.5	1485929.15	39194001.0	34056838.5
54	715.895396824207	0.51132685	0	0.0	14148985.25	0.0	0.0	0	3790138.0	3843982.5	3682154.25	2832710.5	0	0.0	14148985.25	0.0	0.0
55	189.0322633645486	0.5159447	0	397019.7675	9515953.0	410022.6625	392724.2175	0	2843467.1075	2345347.87	2973409.4074999997	2553495.2624999997	0	397019.7675	9515953.0	410022.6625	392724.2175
56	146.16521413848545	0.5189834	0	50471665.5	2864531.0	46885862.0	57616648.0	0	44169008.0	38120629.0	38036949.125	37512120.375	0	50471665.5	2864531.0	46885862.0	57616648.0
57	669.9044352096452	0.5218612	0	0.0	6479103.125	0.0	0.0	0	2003698.0	1382386.375	1816382.625	1276636.125	0	0.0	6479103.125	0.0	0.0
58	161.18408333361177	0.5224031	0	13295207.25	636132.0475	13557022.0	12699262.25	0	9725699.64	10419877.86	10139664.5625	9902381.485	0	13295207.25	636132.0475	13557022.0	12699262.25
59	423.0626037503709	0.52195656	0	0.0	13468882.75	0.0	0.0	0	4266736.0	2705515.5	3914602.25	2582029.0	0	0.0	13468882.75	0.0	0.0
60	668.9023296774133	0.52195656	0	0.0	28526743.5	0.0	0.0	0	8861182.5	6061758.0	8018053.0	5585750.0	0	0.0	28526743.5	0.0	0.0
61	670.8976634254992	0.52195656	0	0.0	112883892.5	0.0	0.0	0	34569827.5	24042660.0	31961810.0	22309595.0	0	0.0	112883892.5	0.0	0.0
62	314.8497617549467	0.52745515	0	6037782.625	4583604.25	5340609.375	6897525.75	0	6062632.25	5683544.625	5754130.5	5359214.625	0	6037782.625	4583604.25	5340609.375	6897525.75
63	160.18087643760447	0.5254196	0	154582045.0	6956824.0	153470145.0	147290822.5	0	110649056.0	121366671.625	114930927.875	115353181.0	0	154582045.0	6956824.0	153470145.0	147290822.5
64	372.9394920466813	0.52666676	0	0.0	4834089.5	0.0	0.0	0	1479760.75	1041134.3	1426533.5	886660.95	0	0.0	4834089.5	0.0	0.0
65	257.0196582761159	0.5280066	0	813410.725	14857773.0	740067.2375	832010.4550000001	0	4811895.1525	3960407.8775	4783502.175	3687456.2125	0	813410.725	14857773.0	740067.2375	832010.4550000001
66	272.99355840751645	0.52885956	0	442266.8675	6020496.5	427599.83999999997	457073.08499999996	0	2009234.1525	1630475.6575	2122538.0175	1585188.465	0	442266.8675	6020496.5	427599.83999999997	457073.08499999996
67	382.8373119889286	0.53059155	0	3546929.275	2754864.4749999996	2895786.15	4134523.25	0	3418136.3	3462728.75	3324895.15	3126342.95	0	3546929.275	2754864.4749999996	2895786.15	4134523.25
68	174.1601925140018	0.5326211	0	5665089.875	153568.205	5557966.875	5811923.5	0	6154336.52	3225486.375	3996528.4924999997	3812197.0675	0	5665089.875	153568.205	5557966.875	5811923.5
69	236.90695340495188	0.53533465	0	4316323.125	3638038.6	3804456.225	4780587.5	0	3947792.925	4611087.0	4194560.225	3785965.3	0	4316323.125	3638038.6	3804456.225	4780587.5
70	320.86831925695145	0.53618646	0	3579917.175	2214180.3	3510686.8	3581401.675	0	2951004.125	3569938.75	3316513.425	3048729.65	0	3579917.175	2214180.3	3510686.8	3581401.675
71	413.0337493806034	0.54274243	0	0.0	4746514.75	0.0	0.0	0	1247882.625	1079894.0	1365020.375	1053717.75	0	0.0	4746514.75	0.0	0.0
72	660.8687159203853	0.5418135	0	0.0	8034524.875	0.0	0.0	0	1951653.5	1836636.5	2001164.375	2245070.5	0	0.0	8034524.875	0.0	0.0
73	246.99073386926207	0.54983115	0	232843.42	3955609.425	112928.7725	214015.6975	0	1192060.0724999998	1100984.08	1224501.9925	997851.17	0	232843.42	3955609.425	112928.7725	214015.6975
74	188.1758417570741	0.5532794	0	5547895.375	198629.6275	5217168.2	5255667.125	0	4928332.095	3312479.675	4032145.475	3946403.0825	0	5547895.375	198629.6275	5217168.2	5255667.125
75	156.0421591524554	0.5587196	0	2061278.0	700839.765	2372823.975	2665934.8	0	2178790.985	2082797.525	1903762.8499999999	1635525.18	0	2061278.0	700839.765	2372823.975	2665934.8
76	294.86376479722105	0.5608517	0	3622716.2750000004	3310357.875	3926540.325	3892386.45	0	3765296.5	3972145.25	3523041.175	3491518.0	0	3622716.2750000004	3310357.875	3926540.325	3892386.45
77	236.8334912943625	0.5613319	0	3488423.375	3284661.8	4182443.775	3841668.925	0	4381716.0	3017214.225	3388682.925	4009584.725	0	3488423.375	3284661.8	4182443.775	3841668.925
78	277.8601612648956	0.5621211	0	15284165.0	14213924.75	17145836.0	16843633.75	0	18852608.5	12936653.5	14663803.75	17034493.75	0	15284165.0	14213924.75	17145836.0	16843633.75
79	295.8707875492534	0.5625598	0	5224906.125	5494127.125	5684889.95	5946251.875	0	6617064.375	4581499.2	5297941.875	5853669.625	0	5224906.125	5494127.125	5684889.95	5946251.875
80	254.84414044827537	0.562492	0	2918413.425	2858551.15	3384425.025	3152953.6	0	3636424.625	2528411.9	2887281.725	3262224.95	0	2918413.425	2858551.15	3384425.025	3152953.6
81	318.8865690392367	0.5625555	0	5479103.5	5236358.375	5917212.625	6267370.5	0	6848406.5	4658612.5	5353247.0	6039779.0	0	5479103.5	5236358.375	5917212.625	6267370.5
82	175.11898428664526	0.56262577	0	936344.9125000001	6833729.75	1864392.3	4008056.8	0	4484751.9	2928101.1174999997	3397539.0	2832131.745	0	936344.9125000001	6833729.75	1864392.3	4008056.8
83	140.06839129486409	0.5651163	0	7069615.5	1148779.425	7066682.125	9689475.0	0	6419332.5	7707896.125	5782584.725	5064738.7	0	7069615.5	1148779.425	7066682.125	9689475.0
84	283.0112179834738	0.5791427	0	763963.2100000001	752584.8699999999	1470156.525	326553.645	0	630852.135	506128.8125	749684.7525	1426592.55	0	763963.2100000001	752584.8699999999	1470156.525	326553.645
85	267.8312956558329	0.5820714	0	3185499.925	2664952.025	3243413.0	3784129.7	0	3798095.825	2756460.95	2994747.45	3328690.425	0	3185499.925	2664952.025	3243413.0	3784129.7
86	310.85468154061664	0.585259	0	4828716.125	4073995.95	4594839.25	5698612.625	0	5590735.875	4247016.375	4464210.2	4894201.5	0	4828716.125	4073995.95	4594839.25	5698612.625
87	308.8577909542381	0.5852605	0	7820438.625	6502252.5	7358700.25	9351109.75	0	9086383.625	6751555.375	7232159.375	7962402.75	0	7820438.625	6502252.5	7358700.25	9351109.75
88	205.06836158596724	0.5857307	0	2954909.675	4390426.925	5444641.375	1976932.775	0	1857426.35	3770770.075	3531049.95	5607664.375	0	2954909.675	4390426.925	5444641.375	1976932.775
89	285.84186902134746	0.58661705	0	2800735.5	2506401.925	2683531.4749999996	3358249.825	0	3265801.45	2540028.075	2632885.2	2910204.0	0	2800735.5	2506401.925	2683531.4749999996	3358249.825
90	131.9299309207917	0.5955864	0	43877392.0	44687094.0	42163540.5	49171596.0	0	48921790.5	42833000.5	43428255.0	44716576.5	0	43877392.0	44687094.0	42163540.5	49171596.0
91	194.9982817371199	0.5957096	0	0.0	2647232.15	0.0	0.0	0	681803.95	663222.95	684181.125	618024.125	0	0.0	2647232.15	0.0	0.0
92	133.92690836761352	0.5974634	0	14496047.0	14819419.0	13962596.25	16404843.0	0	16350779.0	14144811.25	14261010.0	14926305.0	0	14496047.0	14819419.0	13962596.25	16404843.0
93	129.93465978016494	0.59673685	0	2617742.375	2688295.9	2544248.0	2936084.25	0	2931464.125	2569815.95	2600877.7	2684212.75	0	2617742.375	2688295.9	2544248.0	2936084.25
94	174.9534040684318	0.59722	0	6845956.75	6797470.375	6620901.625	8037061.5	0	7713938.5	6649880.625	6740363.5	7197207.625	0	6845956.75	6797470.375	6620901.625	8037061.5
95	172.9564678481517	0.5974668	0	20685803.0	20621334.5	19741357.5	24259788.0	0	23099201.5	20125929.0	20479726.0	21603426.5	0	20685803.0	20621334.5	19741357.5	24259788.0
96	149.9403986596922	0.6013022	0	5215726.75	5568457.0	4657419.375	6111887.0	0	5747401.375	5333103.5	5156578.875	5316406.375	0	5215726.75	5568457.0	4657419.375	6111887.0
97	300.8259532090117	0.60276407	0	1845527.775	1792516.025	1361926.075	2485400.925	0	1945589.45	1908468.475	1754244.675	1877068.2	0	1845527.775	1792516.025	1361926.075	2485400.925
98	151.93743021058177	0.60344297	0	1862949.9	1911386.925	1634979.15	2090379.075	0	1998337.4500000002	1837504.425	1789768.225	1874084.95	0	1862949.9	1911386.925	1634979.15	2090379.075
99	426.6989219501551	0.60386264	0	1168427.19	1105006.275	736773.675	1549052.325	0	1222712.175	1205379.65	1061016.825	1070150.815	0	1168427.19	1105006.275	736773.675	1549052.325
100	298.8290465215356	0.60523	0	2015681.2750000001	1980732.1	1548238.6	2699151.2	0	2122411.25	2105520.475	1999310.025	2016561.425	0	2015681.2750000001	1980732.1	1548238.6	2699151.2
101	255.09759724021603	0.6093179	0	505803.16000000003	0.0	4143441.5700000003	0.0	0	114683.07	1020235.475	1446017.985	2068308.2	0	505803.16000000003	0.0	4143441.5700000003	0.0
102	176.1029615614841	0.60665315	0	5866850.25	113071.63500000001	4564769.485	541093.1825	0	1630742.86	2862937.0375	3041923.0675	3550181.5875	0	5866850.25	113071.63500000001	4564769.485	541093.1825
103	159.076553132034	0.60622615	0	3644248.5	31174.8325	2836444.18	330960.2975	0	1026190.985	1797060.0075	1865004.875	2154571.9425	0	3644248.5	31174.8325	2836444.18	330960.2975
104	284.8344125399804	0.6088632	0	1540233.825	1254436.55	1666510.075	1615140.25	0	1581974.175	1456311.9	1477935.4	1560099.225	0	1540233.825	1254436.55	1666510.075	1615140.25
105	146.11755977628792	0.60665566	0	276389.59750000003	0.0	550237.33	114469.70999999999	0	77489.3	536705.7025	160891.3725	166010.2625	0	276389.59750000003	0.0	550237.33	114469.70999999999
106	272.98232015603446	0.614043	0	1298547.8275000001	1789048.21	2188266.7	790919.825	0	911881.0125	1249337.575	1467289.7	2438274.275	0	1298547.8275000001	1789048.21	2188266.7	790919.825
107	175.10775643657425	0.6165733	0	797398.425	0.0	1127770.8275000001	248132.3025	0	410703.455	477389.7275	557744.905	727463.4675	0	797398.425	0.0	1127770.8275000001	248132.3025
108	123.05548396255728	0.6511688	0	720984.785	361059.045	3414798.16	625482.2150000001	0	557567.24	1168194.8575	1450340.235	1946221.8724999998	0	720984.785	361059.045	3414798.16	625482.2150000001
109	302.80010315612185	0.61873025	0	1498181.275	1347370.4	1204873.45	1792632.025	0	1473319.275	1470056.025	1472170.675	1427511.175	0	1498181.275	1347370.4	1204873.45	1792632.025
110	144.10187011587948	0.6148141	0	40277.2625	0.0	33553.8275	634779.5	0	40277.2625	33553.8275	0.0	634779.5	0	40277.2625	0.0	33553.8275	634779.5
111	584.2046535985627	0.62528855	0	0.0	1761561.55	0.0	0.0	0	413719.775	421691.8	479179.45	446970.525	0	0.0	1761561.55	0.0	0.0
112	196.06387959212088	0.63246113	0	0.0	0.0	363115.8775	0.0	0	269873.05	0.0	38907.37	54335.4575	0	0.0	0.0	363115.8775	0.0
113	600.1743029156759	0.6283073	0	0.0	4707320.125	0.0	0.0	0	1060712.875	1177766.75	1218022.0	1250818.5	0	0.0	4707320.125	0.0	0.0
114	134.11757733333894	0.6300645	0	1835539.49	3127280.5	1904024.475	1367777.22	0	1872335.15	1777023.235	2097135.9	2488127.4	0	1835539.49	3127280.5	1904024.475	1367777.22
115	241.8837362044034	0.70326114	0	290004.1425	202891.08250000002	330503.095	315404.1875	0	250416.8475	283022.905	296210.515	309152.24	0	290004.1425	202891.08250000002	330503.095	315404.1875
116	145.96609559456726	0.6931076	0	763281.49	681523.4375	753524.325	770534.9400000001	0	766316.405	713837.5125	756873.21	731837.0650000001	0	763281.49	681523.4375	753524.325	770534.9400000001
117	136.0618424494419	0.64272684	0	8365656.375	11111950.75	4517822.0	7518874.625	0	8210677.25	8346368.75	8256979.875	6700277.875	0	8365656.375	11111950.75	4517822.0	7518874.625
118	284.0989840897536	0.64363736	0	469698.555	1425960.3	557004.4625	399794.545	0	709227.04	696717.615	795108.905	651404.3025	0	469698.555	1425960.3	557004.4625	399794.545
119	573.2147856348427	0.64602697	0	0.0	7371889.125	0.0	0.0	0	1878408.125	1666496.5	2002742.5	1824242.0	0	0.0	7371889.125	0.0	0.0
120	276.1190540847452	0.647047	0	786588.5575	778773.98	908529.245	505637.27499999997	0	551491.7025	1062675.585	769252.87	596108.9	0	786588.5575	778773.98	908529.245	505637.27499999997
121	516.6909389401292	0.64706886	0	0.0	1504885.5750000002	0.0	0.0	0	418398.525	334360.7	410955.7	341170.65	0	0.0	1504885.5750000002	0.0	0.0
122	152.0567430099751	0.6493152	0	3076016.175	9129711.25	2864983.2	2825174.3	0	4609844.325	4310368.25	4716083.575	4259588.775	0	3076016.175	9129711.25	2864983.2	2825174.3
123	254.08836934986348	0.65007675	0	0.0	2145189.5	0.0	0.0	0	480602.0	596521.05	569793.05	498273.4	0	0.0	2145189.5	0.0	0.0
124	196.082895348489	0.6603766	0	797124.215	2092448.65	601765.02	889609.6599999999	0	1202239.515	1142869.925	1149835.655	886002.45	0	797124.215	2092448.65	601765.02	889609.6599999999
125	302.17100380559896	0.66447055	0	459555.265	0.0	1821158.2974999999	242669.33250000002	0	153970.525	1501082.1700000002	425210.75	443119.45	0	459555.265	0.0	1821158.2974999999	242669.33250000002
126	130.08640227510574	0.64112407	0	247061.6225	1388560.95	252774.25	53697.945	0	456835.65249999997	428826.23	526675.335	529757.55	0	247061.6225	1388560.95	252774.25	53697.945
127	298.09676031956525	0.67603606	0	1926510.1124999998	207941.9325	1967354.325	1854612.15	0	1282220.2325	1612289.27	1547034.15	1514874.8675	0	1926510.1124999998	207941.9325	1967354.325	1854612.15
128	174.1600783794766	0.6687491	0	1413662.465	0.0	2570672.525	1180253.575	0	2433606.575	699298.125	998201.865	1033482.0	0	1413662.465	0.0	2570672.525	1180253.575
129	123.05548748671777	0.6697561	0	645179.0349999999	475839.18	3509540.375	599793.865	0	565678.7224999999	1333022.1400000001	1458861.4224999999	1872790.17	0	645179.0349999999	475839.18	3509540.375	599793.865
130	294.86289659940763	0.6374247	0	1849708.475	1546581.1	1503491.4249999998	1856745.675	0	1376065.75	1543831.5	1791081.55	2045547.875	0	1849708.475	1546581.1	1503491.4249999998	1856745.675
131	155.00282984905377	0.6775978	0	1306644.775	1343539.65	1465337.225	1274319.3375	0	1391317.725	1244787.5625	1359173.4	1394562.3	0	1306644.775	1343539.65	1465337.225	1274319.3375
132	188.17579597158172	0.67348456	0	1406284.6	0.0	2195864.875	1015680.525	0	1878899.775	674549.675	1044782.05	1019598.5	0	1406284.6	0.0	2195864.875	1015680.525
133	174.14893178576193	0.6841622	0	6957006.075	9018004.75	7072471.875	4817571.925	0	6968853.5	6274203.8	6783019.95	7838977.375	0	6957006.075	9018004.75	7072471.875	4817571.925
134	192.15951805516124	0.684631	0	83085647.5	110405663.5	87884603.5	60005383.5	0	85812897.0	76895626.5	82507646.0	96165128.5	0	83085647.5	110405663.5	87884603.5	60005383.5
135	214.14142558880508	0.68559194	0	1804017.225	3333449.2	1893637.5499999998	1147223.685	0	1865454.0	1940614.185	2166660.425	2205599.05	0	1804017.225	3333449.2	1893637.5499999998	1147223.685
136	220.03926873105848	0.6928432	0	477955.89249999996	463467.2225	526989.05	495117.5875	0	485232.6475	439257.415	525600.9199999999	513438.77	0	477955.89249999996	463467.2225	526989.05	495117.5875
137	137.0458638959713	0.69401234	0	8768809.25	7122491.625	9749648.75	4501157.575	0	7487117.075	8026578.25	7030631.625	7597780.25	0	8768809.25	7122491.625	9749648.75	4501157.575
138	199.01305585572152	0.7029989	0	446690.04	425398.825	469909.1	446605.3875	0	472347.84500000003	441155.49	433820.2425	441279.775	0	446690.04	425398.825	469909.1	446605.3875
139	308.09092063353484	0.6991576	0	301018.29	178838.0325	466980.4975	104050.74250000001	0	112887.61499999999	603421.4425	222478.135	112100.37000000001	0	301018.29	178838.0325	466980.4975	104050.74250000001
140	142.95553321043838	0.6615764	0	149010.3925	170185.9525	211746.635	171619.7775	0	222351.8075	155748.66499999998	126585.61499999999	197876.67	0	149010.3925	170185.9525	211746.635	171619.7775
141	129.13879023645785	0.69215286	0	1568710.1749999998	191876.045	1716650.125	1576271.225	0	1562866.38	1139267.4125	1161114.0375	1190259.74	0	1568710.1749999998	191876.045	1716650.125	1576271.225
142	146.16517015465985	0.6975984	0	8093568.375	1435086.925	9098563.375	8471836.875	0	8276855.625	6325384.375	6309224.35	6187591.2	0	8093568.375	1435086.925	9098563.375	8471836.875
143	143.1541179642933	0.703361	0	2027524.525	171732.3525	2163755.675	1686221.7	0	1476530.785	1449717.9625	1514282.58	1608702.925	0	2027524.525	171732.3525	2163755.675	1686221.7
144	126.1279087679724	0.70580137	0	6437831.0	749973.0049999999	6687813.5	5453870.75	0	4684997.734999999	4906047.359999999	4743839.109999999	4994604.05	0	6437831.0	749973.0049999999	6687813.5	5453870.75
145	161.18401877514296	0.7127856	0	2072893.075	309898.19	2108355.85	1829870.6	0	1511737.23	1641117.5924999998	1530682.4925	1637480.4	0	2072893.075	309898.19	2108355.85	1829870.6
146	160.18077410134995	0.7107099	0	23640576.5	3554062.875	24571499.0	21135430.0	0	17581655.75	18566937.875	17722751.5	19030223.25	0	23640576.5	3554062.875	24571499.0	21135430.0
