cluster index	parent mass	RTMean	ATTRIBUTE_group:GNPSGROUP:nan	ATTRIBUTE_group:GNPSGROUP:11	ATTRIBUTE_group:GNPSGROUP:4	ATTRIBUTE_group:GNPSGROUP:8	ATTRIBUTE_group:GNPSGROUP:WT	ATTRIBUTE_replicate:GNPSGROUP:nan	ATTRIBUTE_replicate:GNPSGROUP:A	ATTRIBUTE_replicate:GNPSGROUP:B	ATTRIBUTE_replicate:GNPSGROUP:C	ATTRIBUTE_replicate:GNPSGROUP:D	ATTRIBUTE_mutant:GNPSGROUP:nan	ATTRIBUTE_mutant:GNPSGROUP:xthA1	ATTRIBUTE_mutant:GNPSGROUP:xthB1	ATTRIBUTE_mutant:GNPSGROUP:xthA2	ATTRIBUTE_mutant:GNPSGROUP:WT	component	#Scan#	Compound_Name
1	864.6970432842786	0.46420103	0	1853813.95	0.0	2166562.15	1521295.55	0	1155670.475	1355844.15	1563200.5	1466956.525	0	1853813.95	0.0	2166562.15	1521295.55	78	1.0	Ubidecarenone
2	880.7186449323104	0.46513987	0	6179323.05	165162.85499999998	7187316.125	4891513.575	0	3945169.225	4620497.68	5138476.75	4719171.95	0	6179323.05	165162.85499999998	7187316.125	4891513.575	78	2.0	Ubidecarenone
3	896.7131757348998	0.46667564	0	3165487.325	0.0	2758559.725	3779840.125	0	2501813.525	2354944.475	2620971.625	2226157.55	0	3165487.325	0.0	2758559.725	3779840.125	78		
4	936.7500700850196	0.46755576	0	394968.7	294519.6425	552713.0775	1133339.44	0	603769.475	755523.9425	515861.215	500386.2275	0	394968.7	294519.6425	552713.0775	1133339.44	-1		
5	1010.0348474698876	0.46751004	0	1954597.9	1750553.325	2195753.575	1835941.65	0	2069075.325	1686594.1	2099035.775	1882141.25	0	1954597.9	1750553.325	2195753.575	1835941.65	43		
6	1008.0203440254452	0.46799037	0	1427028.8	1153494.35	1442307.0	1481198.8	0	1423534.5	1377719.375	1432352.0750000002	1270423.0	0	1427028.8	1153494.35	1442307.0	1481198.8	43		
7	1012.0485978622714	0.46604472	0	1110844.025	2010812.45	1451359.975	931681.425	0	1409578.675	910617.975	2099028.475	1085472.75	0	1110844.025	2010812.45	1451359.975	931681.425	43	7.0	Val-CA
8	727.5664255453047	0.46790916	0	0.0	13626121.75	0.0	0.0	0	3470349.5	3619983.0	3066461.75	3469327.5	0	0.0	13626121.75	0.0	0.0	78	8.0	CoQ8; [M+H]+ C49H75O4
9	744.5930333561223	0.46790916	0	0.0	33545176.0	0.0	0.0	0	9224274.0	8166163.0	7618446.5	8536292.5	0	0.0	33545176.0	0.0	0.0	78		
10	728.5718006555995	0.46792015	0	0.0	12001081.25	0.0	0.0	0	2956393.0	3089952.5	2821119.5	3133616.25	0	0.0	12001081.25	0.0	0.0	78		
11	850.2514145348215	0.47134376	0	1090238.235	1116527.2225	1111121.1	969433.95	0	1041739.21	1088489.9375	1132225.675	1024865.685	0	1090238.235	1116527.2225	1111121.1	969433.95	-1	11.0	(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid
12	197.0808673353696	0.47501713	0	489496.6375	1799798.9249999998	391944.2025	384176.68	0	845842.23	767975.39	659802.4275	791796.3975	0	489496.6375	1799798.9249999998	391944.2025	384176.68	-1		
13	760.5865524073291	0.4701272	0	0.0	6010337.55	0.0	0.0	0	2123653.5	1387456.875	906062.3	1593164.875	0	0.0	6010337.55	0.0	0.0	78		
14	508.5358318731416	0.47748595	0	4384051.75	5351350.625	4946892.2	4726103.9	0	4985078.5	4250665.775	5574027.625	4598626.575	0	4384051.75	5351350.625	4946892.2	4726103.9	6		
15	506.5293037198901	0.47891578	0	65756364.0	70538921.0	69632026.5	63709951.5	0	69998737.5	61253521.5	73002450.0	65382554.0	0	65756364.0	70538921.0	69632026.5	63709951.5	6		
16	480.51495074782815	0.4812256	0	1397863.125	1357516.275	1769520.675	1196416.225	0	1878326.275	1277765.3	1161519.35	1403705.375	0	1397863.125	1357516.275	1769520.675	1196416.225	-1		
17	670.4679577351507	0.48036534	0	2167771.125	2469048.15	2085720.05	2185951.875	0	2627200.65	1957129.8	2149531.1	2174629.65	0	2167771.125	2469048.15	2085720.05	2185951.875	13		
18	1142.8257733016922	0.48102048	0	1239507.2	1136158.025	1326093.16	674144.4875	0	1178273.35	885228.965	1141696.52	1170704.0375	0	1239507.2	1136158.025	1326093.16	674144.4875	43		
19	478.4985802829702	0.48251522	0	7407783.125	6346700.875	7435741.25	8239228.0	0	7597185.75	7740033.0	7276297.625	6815936.875	0	7407783.125	6346700.875	7435741.25	8239228.0	6		
20	502.4990660983268	0.48251522	0	17751926.0	16042972.5	17692772.75	20413567.75	0	18390337.5	18778330.25	17969254.5	16763316.75	0	17751926.0	16042972.5	17692772.75	20413567.75	6		
21	504.5143756407451	0.48251522	0	84000306.5	76943984.5	83817678.0	93541051.0	0	86858656.0	86578014.5	85854285.0	79012064.5	0	84000306.5	76943984.5	83817678.0	93541051.0	6		
22	520.5093133493107	0.48294303	0	5623217.375	6721742.125	5351367.8	7245825.375	0	7065696.0	6295110.05	5919377.5	5661969.125	0	5623217.375	6721742.125	5351367.8	7245825.375	6		
23	503.5023799306841	0.48303318	0	6644389.5	5849502.75	6448217.25	7655806.5	0	7022710.5	6928711.375	6501969.0	6144525.125	0	6644389.5	5849502.75	6448217.25	7655806.5	-1		
24	500.4833539986467	0.48602277	0	1963462.275	1917313.0	1951327.575	2284794.325	0	2084455.825	2099688.85	2048418.025	1884334.475	0	1963462.275	1917313.0	1951327.575	2284794.325	-1		
25	424.4512637527176	0.4877205	0	4136178.15	3601581.75	4083438.375	4618070.75	0	4410464.25	3865039.4	4125106.675	4038658.7	0	4136178.15	3601581.75	4083438.375	4618070.75	6		
26	654.3324356579716	0.48810425	0	31817512.0	33709352.5	32989340.5	17041102.5	0	28221111.0	26763686.5	31077272.5	29495237.5	0	31817512.0	33709352.5	32989340.5	17041102.5	8		
27	637.3055382519669	0.48893395	0	11850534.5	12616476.75	12843519.25	6588461.5	0	10837975.125	10084498.75	11793617.625	11182900.5	0	11850534.5	12616476.75	12843519.25	6588461.5	8	27.0	AC1L1X1Z CollisionEnergy:102040
28	396.4199156428441	0.48898605	0	2024809.15	1757638.15	1974795.775	2247805.4	0	2171782.525	2013872.25	2003174.675	1816219.025	0	2024809.15	1757638.15	1974795.775	2247805.4	6		
29	368.3887122589519	0.4898228	0	2467083.975	2112243.95	2294837.375	2700792.5	0	2559851.775	2405690.875	2416687.1	2192728.05	0	2467083.975	2112243.95	2294837.375	2700792.5	6		
30	548.300934547647	0.48985967	0	4443387.075	5557593.75	4272399.25	3325542.2	0	4940893.125	3625762.325	4812832.075	4219434.75	0	4443387.075	5557593.75	4272399.25	3325542.2	13		
31	425.3624805186801	0.49033463	0	8739791.25	3386585.0	9145094.375	17270755.25	0	9942727.875	10728243.25	9879513.5	7991741.25	0	8739791.25	3386585.0	9145094.375	17270755.25	-1		
32	396.3837360269454	0.4906748	0	6543237.5	6991132.5	6200148.5	8268360.125	0	8009239.375	6473343.75	7039284.25	6481011.25	0	6543237.5	6991132.5	6200148.5	8268360.125	6		
33	531.2744384190124	0.4906927	0	6112021.2	7200226.125	5769942.425	4461503.175	0	6685100.25	4665749.25	6355449.625	5837393.8	0	6112021.2	7200226.125	5769942.425	4461503.175	13		
34	518.4933810024978	0.49108675	0	7293113.0	7433469.5	6892268.625	8949037.25	0	8692393.5	7107820.875	7726285.875	7041388.125	0	7293113.0	7433469.5	6892268.625	8949037.25	6		
35	534.4886961662395	0.49264577	0	1843438.425	2341653.625	1950977.5	2431663.575	0	2390705.0	1968013.125	2198565.375	2010449.625	0	1843438.425	2341653.625	1950977.5	2431663.575	6		
36	516.4778614424426	0.4926599	0	1880199.025	1716477.025	1735542.125	2126473.6	0	2127521.525	1733380.7	1874747.275	1723042.275	0	1880199.025	1716477.025	1735542.125	2126473.6	6		
37	505.517520029256	0.4824812	0	31489218.5	29330505.0	34797931.0	38824534.5	0	33340194.0	34889720.0	35115757.0	31096518.0	0	31489218.5	29330505.0	34797931.0	38824534.5	6		
38	368.4249066335505	0.49696064	0	0.0	0.0	0.0	1392294.46	0	263502.275	96957.335	768040.95	263793.9	0	0.0	0.0	0.0	1392294.46	6		
39	918.5775015377652	0.49821144	0	6536827.175	5737597.125	6497148.125	3718532.2	0	5199499.825	5574506.55	6188971.25	5527127.0	0	6536827.175	5737597.125	6497148.125	3718532.2	8		
40	310.3103368132526	0.51177406	0	13056055.25	10942606.625	14882272.5	15316571.75	0	12674265.875	15528736.5	13438832.75	12555671.0	0	13056055.25	10942606.625	14882272.5	15316571.75	11		
41	283.2818188871933	0.5186251	0	201316765.0	161699282.5	199019200.0	210113867.5	0	186482700.0	219686260.0	189395245.0	176584910.0	0	201316765.0	161699282.5	199019200.0	210113867.5	11	41.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
42	265.25275493598934	0.5166058	0	19356464.25	15594099.25	20906604.25	21239582.75	0	17530815.0	22143840.0	19594331.0	17827764.5	0	19356464.25	15594099.25	20906604.25	21239582.75	11	42.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
43	563.5515826584541	0.51664484	0	11974560.25	8128721.375	12237556.25	13381705.0	0	10084295.375	13153953.5	11924438.5	10559855.5	0	11974560.25	8128721.375	12237556.25	13381705.0	6	43.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
44	318.24032370236284	0.5194503	0	22758129.5	30405179.0	22745348.25	29465146.5	0	27030416.75	25459663.0	23839828.0	29043895.5	0	22758129.5	30405179.0	22745348.25	29465146.5	-1		
45	324.2897156356009	0.52138865	0	5621173.3	8222607.25	5810253.25	7422090.375	0	7390378.375	6168569.0	6350751.3	7166425.5	0	5621173.3	8222607.25	5810253.25	7422090.375	11		
46	268.26365229191885	0.5230259	0	15365125.5	12198965.75	15356569.0	15767848.25	0	13857004.75	16752634.0	14468687.5	13610182.25	0	15365125.5	12198965.75	15356569.0	15767848.25	11		
47	256.26359913460385	0.5233963	0	66608515.0	62272932.5	67531035.5	71136251.5	0	65991600.0	71535285.0	65708508.0	64313341.5	0	66608515.0	62272932.5	67531035.5	71136251.5	58	47.0	Spectral Match to Palmitamide from NIST14
48	339.300643099469	0.5238077	0	12418194.5	18414138.75	13592025.0	16341140.5	0	16646549.25	14500582.25	13703073.75	15915293.5	0	12418194.5	18414138.75	13592025.0	16341140.5	-1		
49	254.2480445824552	0.52459013	0	65673527.5	51777506.0	64876055.0	67064044.0	0	59570822.5	71006433.5	61020007.5	57793869.0	0	65673527.5	51777506.0	64876055.0	67064044.0	11	49.0	Spectral Match to Palmitelaidic acid from NIST14
50	299.27722341537674	0.52577484	0	13218962.5	22400987.5	15132157.25	18360571.75	0	18617213.5	15079063.5	16613395.0	18803007.0	0	13218962.5	22400987.5	15132157.25	18360571.75	11		
51	298.273764479676	0.5261587	0	68406336.0	107223238.5	72449982.5	91207317.5	0	92879527.0	75145052.0	78196902.5	93065393.0	0	68406336.0	107223238.5	72449982.5	91207317.5	11		
52	255.2513745790916	0.52464765	0	8750686.5	9239322.75	11374828.125	11946383.75	0	7337152.0	12551094.75	11486798.125	9936176.25	0	8750686.5	9239322.75	11374828.125	11946383.75	11		
53	257.2669056606351	0.52219296	0	12294736.75	11635580.25	11899409.5	12634136.25	0	11665385.0	12680978.25	12582728.0	11534771.5	0	12294736.75	11635580.25	11899409.5	12634136.25	58		
54	296.25847473765737	0.527725	0	327467330.0	518101625.0	335873090.0	454571405.0	0	459804570.0	367792687.5	375823260.0	432592932.5	0	327467330.0	518101625.0	335873090.0	454571405.0	11		
55	297.2616603484149	0.5277229	0	64247407.0	102936936.5	65812839.0	89528289.0	0	90520046.5	72195574.0	74767158.5	85042692.5	0	64247407.0	102936936.5	65812839.0	89528289.0	11		
56	279.232584021691	0.53007174	0	24297936.0	37367674.5	25141889.25	34336662.5	0	34885641.75	26060762.0	27884700.5	32313058.0	0	24297936.0	37367674.5	25141889.25	34336662.5	11	56.0	Spectral Match to 9(10)-EpOME from NIST14
57	298.2651562068056	0.52694017	0	6066425.875	7917560.875	5670792.175	7813588.875	0	7386856.05	6195818.0	6866022.75	7019671.0	0	6066425.875	7917560.875	5670792.175	7813588.875	11		
58	263.23720004956425	0.53242576	0	29838961.5	32783861.5	32540789.5	37802470.5	0	34020445.5	33381269.0	32969393.0	32594975.5	0	29838961.5	32783861.5	32540789.5	37802470.5	11	58.0	Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14
59	293.23072574701104	0.53909326	0	7746779.125	12259254.375	9272206.675	10804584.125	0	10783336.75	8541332.25	10480749.0	10277406.3	0	7746779.125	12259254.375	9272206.675	10804584.125	52		
60	280.26409681332103	0.53359777	0	245988167.5	278797227.5	266537140.0	307415715.0	0	280075550.0	277321262.5	279284095.0	262057342.5	0	245988167.5	278797227.5	266537140.0	307415715.0	11	60.0	linoleic acid
61	281.26746721770513	0.53359777	0	47772947.0	54681368.0	52314001.5	59648174.0	0	55091296.0	53751744.0	54337075.5	51236375.0	0	47772947.0	54681368.0	52314001.5	59648174.0	11	61.0	Spectral Match to Elaidic acid from NIST14
62	245.2265210720129	0.53399926	0	6800536.75	7982143.75	7963630.875	9045595.25	0	8168298.625	7788360.375	7949359.75	7885887.875	0	6800536.75	7982143.75	7963630.875	9045595.25	11	62.0	MoNA:2479447 O-Galactosylsphingosine
63	278.24842597480006	0.53556955	0	24991868.5	19478332.5	25010447.5	27370291.5	0	22412859.5	28309264.5	24582984.0	21545832.0	0	24991868.5	19478332.5	25010447.5	27370291.5	11	63.0	Spectral Match to 9(10)-EpOME from NIST14
64	292.22736631191964	0.5367401	0	34752963.5	62059037.0	44835032.0	54854477.5	0	55106472.0	40317175.0	49830317.5	51247545.5	0	34752963.5	62059037.0	44835032.0	54854477.5	52		
65	268.22735527940887	0.5418707	0	20292700.0	34003718.5	23356355.5	29212023.25	0	29274713.0	23921709.5	26501963.75	27166411.0	0	20292700.0	34003718.5	23356355.5	29212023.25	11		
66	310.2377449215288	0.5489778	0	28730328.0	47365112.5	35316092.0	42882702.5	0	42336576.0	34705007.0	38808316.0	38444336.0	0	28730328.0	47365112.5	35316092.0	42882702.5	11		
67	314.2690010769141	0.56021494	0	13285260.75	17709721.0	13701142.0	17575172.0	0	17213205.5	15577540.75	13652966.5	15827583.0	0	13285260.75	17709721.0	13701142.0	17575172.0	11	67.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
68	252.23248042498955	0.563337	0	12636962.375	16370143.25	12527082.75	15412592.25	0	15399218.75	14431728.75	12728992.375	14386840.75	0	12636962.375	16370143.25	12527082.75	15412592.25	11		
69	437.1932247863171	0.5633438	0	20973513.5	16351247.75	20696162.0	19257658.75	0	18669367.5	22547400.5	18269701.5	17792112.5	0	20973513.5	16351247.75	20696162.0	19257658.75	-1		
70	326.2327758466524	0.61314696	0	4521333.375	6484111.3	4884510.825	2238912.375	0	6015982.25	3326713.325	5034739.675	3751432.625	0	4521333.375	6484111.3	4884510.825	2238912.375	11		
71	312.2533234580192	0.57005656	0	17043636.5	26020541.5	19281905.75	24479379.75	0	24525693.5	19070865.75	21234720.0	21994184.25	0	17043636.5	26020541.5	19281905.75	24479379.75	11		
72	135.080582223951	0.5715755	0	13882636.25	14795277.5	11804390.75	13903780.5	0	14600934.25	12332952.0	13831232.75	13620966.0	0	13882636.25	14795277.5	11804390.75	13903780.5	9	72.0	Spectral Match to .alpha.-Pinene oxide from NIST14
73	432.2384832369401	0.57196575	0	671743945.0	719431865.0	606439890.0	690090790.0	0	743509735.0	610532275.0	690206675.0	643457805.0	0	671743945.0	719431865.0	606439890.0	690090790.0	13	73.0	glycodeoxycholic acid
74	281.1388002743388	0.5723612	0	40430683.5	43046892.0	34557210.5	41273457.5	0	42685795.5	36266955.0	41756784.5	38598708.5	0	40430683.5	43046892.0	34557210.5	41273457.5	11		
75	397.2013616815222	0.57236016	0	13154375.0	13289956.75	11271254.0	13062063.75	0	13639242.25	11811415.0	12907096.75	12419895.5	0	13154375.0	13289956.75	11271254.0	13062063.75	13		
76	415.2122690735798	0.5727541	0	1229230300.0	1299893475.0	1072278150.0	1262061750.0	0	1329133775.0	1126279125.0	1243980600.0	1164070175.0	0	1229230300.0	1299893475.0	1072278150.0	1262061750.0	13	76.0	"""1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040"""
77	418.2194539490149	0.5735329	0	6541482.25	7116790.0	6032041.625	7031746.0	0	6897326.625	6720865.25	6788682.125	6315185.875	0	6541482.25	7116790.0	6032041.625	7031746.0	-1		
78	295.1179516316725	0.5731755	0	9932388.0	10459983.0	8670472.75	10100011.0	0	10639472.0	8923367.5	10099358.625	9500656.625	0	9932388.0	10459983.0	8670472.75	10100011.0	11		
79	846.4435759701134	0.57428956	0	81636730.0	101057640.0	68372819.5	86439211.0	0	95023671.0	67755372.0	90590285.5	84137072.0	0	81636730.0	101057640.0	68372819.5	86439211.0	13		
80	282.1423446715106	0.57709783	0	6568042.625	8004288.75	5944590.625	6934903.375	0	6941892.25	6032415.875	7597245.5	6880271.75	0	6568042.625	8004288.75	5944590.625	6934903.375	11	80.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14
81	458.2539010096498	0.5763063	0	12697421.25	12154959.5	10550238.25	12189059.25	0	12684011.5	11008042.75	12306478.5	11593145.5	0	12697421.25	12154959.5	10550238.25	12189059.25	13		
82	851.3990241435984	0.57945967	0	6161870.25	5081333.25	5300409.5	5264075.05	0	5004402.0	5595051.925	5840608.25	5367625.875	0	6161870.25	5081333.25	5300409.5	5264075.05	88		
83	276.23259309976703	0.5866021	0	6392161.5	6825650.0	5852991.375	7538960.125	0	6850226.375	7117318.75	6209686.5	6432531.375	0	6392161.5	6825650.0	5852991.375	7538960.125	11		
84	294.2430841369654	0.5869745	0	103499536.0	133254785.0	104414567.5	128771490.0	0	127067917.5	110421666.0	109899605.0	122551190.0	0	103499536.0	133254785.0	104414567.5	128771490.0	11		
85	295.2464184680098	0.58778673	0	20469479.5	26394213.5	20733572.5	25156382.75	0	25204019.0	21810360.0	21836313.5	23902955.75	0	20469479.5	26394213.5	20733572.5	25156382.75	11		
86	277.2166791971381	0.58978444	0	8202919.625	10349784.875	7658290.0	10114922.25	0	9863396.125	8586408.125	8418839.75	9457272.75	0	8202919.625	10349784.875	7658290.0	10114922.25	11		
87	453.1675367142018	0.59313375	0	6582846.0	6053922.75	6626644.0	6524722.0	0	6454014.125	7155445.0	6025418.0	6153257.625	0	6582846.0	6053922.75	6626644.0	6524722.0	-1		
88	198.1491111147205	0.59338754	0	14745114.625	17312059.0	14182429.75	16596935.125	0	16282582.75	15947477.0	13699640.0	16906838.75	0	14745114.625	17312059.0	14182429.75	16596935.125	9		
89	446.25398175185785	0.61260796	0	5949822.5	5383100.75	5521133.5	5408023.625	0	5468494.625	5686357.0	5589878.25	5517350.5	0	5949822.5	5383100.75	5521133.5	5408023.625	13		
90	328.2483622487247	0.61477506	0	8479174.625	10650228.875	8586866.75	11230318.5	0	10637101.75	9482181.375	8874952.0	9952353.625	0	8479174.625	10650228.875	8586866.75	11230318.5	11		
91	387.1933849602216	0.6151675	0	8605387.125	10236421.625	12312365.0	11166027.625	0	7681385.875	9278745.125	10224337.25	15135733.125	0	8605387.125	10236421.625	12312365.0	11166027.625	8	91.0	Massbank: Cholesterol
92	184.13338240869496	0.6155451	0	4914448.95	5818231.125	4603306.175	5825704.55	0	5539794.05	5096504.125	4536196.75	5989195.875	0	4914448.95	5818231.125	4603306.175	5825704.55	9		
93	172.13330262461164	0.6187167	0	25715935.0	24531059.0	22300273.5	29995988.5	0	26769065.5	26712025.0	22083683.0	26978482.5	0	25715935.0	24531059.0	22300273.5	29995988.5	9		
94	266.2116786411148	0.62070924	0	9001737.5	12104931.0	8291460.25	11214372.625	0	10951298.375	9199859.875	8959574.625	11501768.5	0	9001737.5	12104931.0	8291460.25	11214372.625	11		
95	155.1067668397759	0.62075365	0	6695946.375	6166877.25	5473268.75	7481462.25	0	6775108.5	6690039.125	5555378.75	6797028.25	0	6695946.375	6166877.25	5473268.75	7481462.25	9		
96	308.2220900013028	0.63237095	0	21332525.25	36126111.0	21411649.0	33111973.5	0	32419493.75	25929401.75	23515288.0	30118075.25	0	21332525.25	36126111.0	21411649.0	33111973.5	11		
97	306.2062923491623	0.63246214	0	2167082.25	3160781.175	2207508.825	2935379.8	0	2941134.7	2445858.75	2270020.9	2813737.7	0	2167082.25	3160781.175	2207508.825	2935379.8	11		
98	326.2326460640981	0.63769317	0	3481069.575	6368447.5	4459391.175	5777201.375	0	5814393.0	3927277.925	4764009.575	5580429.125	0	3481069.575	6368447.5	4459391.175	5777201.375	11		
99	324.2169831713827	0.6469792	0	4061721.875	5221301.125	4112902.25	5322261.5	0	5246990.0	4402959.225	4124598.45	4943639.075	0	4061721.875	5221301.125	4112902.25	5322261.5	11		
100	310.2377974512398	0.59243244	0	28002844.0	37797527.5	25584863.5	38154778.0	0	33934029.5	26316450.0	32223557.5	37065976.0	0	28002844.0	37797527.5	25584863.5	38154778.0	11		
101	330.26389676539907	0.6568202	0	5214114.425	9137237.5	6563425.75	7543320.2	0	8327051.55	5375617.375	6890608.0	7864820.95	0	5214114.425	9137237.5	6563425.75	7543320.2	11		
102	350.23050824791954	0.6611814	0	2638211.375	3939525.8	2934514.9	3623727.45	0	3451363.3	3409197.05	2883884.825	3391534.35	0	2638211.375	3939525.8	2934514.9	3623727.45	-1		
103	344.2431476549441	0.6643747	0	1840737.535	3926939.025	2691122.075	2920821.775	0	3235090.3	2081261.635	2897766.725	3165501.75	0	1840737.535	3926939.025	2691122.075	2920821.775	-1		
104	506.53073564473766	0.6139299	0	3133013.5	1171241.8	3922164.75	2141326.65	0	3782197.85	1422077.9	2372448.95	2791022.0	0	3133013.5	1171241.8	3922164.75	2141326.65	6		
105	210.1489977639098	0.68024313	0	2855175.825	3382857.975	2366978.35	3126079.35	0	3193445.525	2804055.5	2678619.9250000003	3054970.55	0	2855175.825	3382857.975	2366978.35	3126079.35	9		
106	327.20113776074044	0.687474	0	949432.065	714154.5275	579940.1125	686754.99	0	586264.9199999999	728757.5650000001	717592.285	897666.925	0	949432.065	714154.5275	579940.1125	686754.99	82		
107	186.11254341319528	0.69355166	0	4384171.45	5248970.25	4361202.25	4937964.325	0	5500774.375	4058140.925	4835396.775	4537996.2	0	4384171.45	5248970.25	4361202.25	4937964.325	9		
108	786.6010787455077	0.7020431	0	6530871.25	0.0	12395107.625	3891689.225	0	2832570.875	9169321.0	5292623.05	5523153.175	0	6530871.25	0.0	12395107.625	3891689.225	3		
109	772.5856161094365	0.70287555	0	53952623.0	1298708.275	63607813.0	56236568.5	0	35841372.75	49569018.6	45097892.725	44587428.7	0	53952623.0	1298708.275	63607813.0	56236568.5	3		
110	284.1781063730462	0.7019482	0	1105540.985	533032.74	291000.4575	1114973.085	0	647911.71	742992.9225	637187.585	1016455.05	0	1105540.985	533032.74	291000.4575	1114973.085	82	110.0	cyclo(tyrosyl-prolyl)
111	758.5700561136875	0.71031934	0	2915692.35	0.0	4030861.65	2354175.7	0	1536743.4	2963485.675	2324972.475	2475528.15	0	2915692.35	0.0	4030861.65	2354175.7	3		
112	744.5544724063595	0.71204513	0	3647925.45	0.0	3958663.325	4460951.925	0	2791514.425	3034761.825	3105586.95	3135677.5	0	3647925.45	0.0	3958663.325	4460951.925	3		
113	366.2254028346424	0.71516615	0	1245715.975	2611506.725	1233929.65	1534229.535	0	1809353.2	1596530.175	1430337.5100000002	1789161.0	0	1245715.975	2611506.725	1233929.65	1534229.535	-1		
114	216.159522749303	0.72391576	0	1393805.75	2600213.4	1759491.1	1936000.34	0	2085454.85	1634523.825	1833415.49	2136116.425	0	1393805.75	2600213.4	1759491.1	1936000.34	9		
115	202.14384273536143	0.72658473	0	3708799.85	5916012.075	3938648.375	4727575.7	0	5130966.125	4038065.0	4148419.625	4973585.25	0	3708799.85	5916012.075	3938648.375	4727575.7	9		
116	198.1489359519844	0.704219	0	4816817.45	7494046.5	5596672.4	8186411.375	0	6656727.375	6732058.15	6154367.75	6550794.45	0	4816817.45	7494046.5	5596672.4	8186411.375	9		
117	316.3208190546077	0.7426118	0	1313059.375	1740252.4875	2113990.0375	768763.3875	0	760311.9625	1459094.85	1348631.35	2368027.125	0	1313059.375	1740252.4875	2113990.0375	768763.3875	-1	117.0	METHYL STEARATE
118	212.1493416675061	0.74782026	0	1667148.425	1856268.485	1076460.815	1640050.0	0	1443924.975	1940646.25	1506477.24	1348879.26	0	1667148.425	1856268.485	1076460.815	1640050.0	9		
119	446.2536802832457	0.7419734	0	4113813.3	3781758.375	3626972.275	1111854.125	0	3024550.25	1673854.1	4359818.175	3576175.55	0	4113813.3	3781758.375	3626972.275	1111854.125	13		
120	357.23834358677703	0.75587773	0	641054.9	2223371.475	1826749.2925	1037729.365	0	1758431.475	799667.6325000001	1881433.65	1289372.275	0	641054.9	2223371.475	1826749.2925	1037729.365	75		
121	544.3637615502835	0.7559148	0	3707963.3	945688.835	330856.28	1213521.41	0	3138043.56	966212.21	1263686.425	830087.63	0	3707963.3	945688.835	330856.28	1213521.41	-1		
122	184.13325061310377	0.77035815	0	2960414.825	5720106.2	4347646.475	3825911.275	0	4863823.75	3000004.875	4662165.675	4328084.475	0	2960414.825	5720106.2	4347646.475	3825911.275	9		
123	160.13325652933705	0.7860444	0	1709805.85	2991239.5	1815844.69	1848208.9	0	2392922.89	1716318.2	2015579.3	2240278.55	0	1709805.85	2991239.5	1815844.69	1848208.9	9		
124	181.0260390812444	0.79195845	0	3853106.8	4623514.825	4154029.375	4808995.85	0	4197986.125	3770706.1	4505873.375	4965081.25	0	3853106.8	4623514.825	4154029.375	4808995.85	-1		
125	282.20677587941094	0.78948426	0	1446832.925	2109858.775	1502115.52	1740161.7	0	2000345.61	1329552.61	1555435.725	1913634.975	0	1446832.925	2109858.775	1502115.52	1740161.7	11	125.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14
126	244.1543491737736	0.79781383	0	2035514.125	3107844.3	2313531.1	2734339.975	0	2856918.7	2044283.2	2536229.8	2753797.8	0	2035514.125	3107844.3	2313531.1	2734339.975	9		
127	343.22202748339447	0.80078393	0	259858.9	1282605.2175	1113556.75	512730.6750000001	0	1024535.8	204449.6	1196258.1175	743508.025	0	259858.9	1282605.2175	1113556.75	512730.6750000001	75		
128	453.1673742483592	0.7881619	0	2619369.575	3356084.875	2077149.325	2796617.4	0	2915485.5	2339545.675	2565489.9	3028700.1	0	2619369.575	3356084.875	2077149.325	2796617.4	-1		
129	324.21675856230496	0.79579145	0	2228817.45	4751625.8	2666784.875	3685286.95	0	4020274.475	2462131.5	3151521.8	3698587.3	0	2228817.45	4751625.8	2666784.875	3685286.95	11		
130	168.1231239595705	0.81864625	0	1452851.825	1406962.575	1189467.1749999998	1509251.15	0	1280527.325	1592285.0499999998	1378358.55	1307361.8	0	1452851.825	1406962.575	1189467.1749999998	1509251.15	-1		
