cluster index	parent mass	RTMean	ATTRIBUTE_group:GNPSGROUP:nan	ATTRIBUTE_group:GNPSGROUP:11	ATTRIBUTE_group:GNPSGROUP:4	ATTRIBUTE_group:GNPSGROUP:8	ATTRIBUTE_group:GNPSGROUP:WT	ATTRIBUTE_replicate:GNPSGROUP:nan	ATTRIBUTE_replicate:GNPSGROUP:A	ATTRIBUTE_replicate:GNPSGROUP:B	ATTRIBUTE_replicate:GNPSGROUP:C	ATTRIBUTE_replicate:GNPSGROUP:D	ATTRIBUTE_mutant:GNPSGROUP:nan	ATTRIBUTE_mutant:GNPSGROUP:xthA1	ATTRIBUTE_mutant:GNPSGROUP:xthB1	ATTRIBUTE_mutant:GNPSGROUP:xthA2	ATTRIBUTE_mutant:GNPSGROUP:WT	component	#Scan#	Compound_Name
246	506.5302698454816	1.3243859	0	326684.6725	368121.1375	620656.785	355134.635	0	626764.575	328941.9225	405147.625	309743.10750000004	0	326684.6725	368121.1375	620656.785	355134.635	6		
247	798.5640091881625	1.3666687	0	2607351.375	0.0	1880787.4	2593879.7	0	2245237.0	1463239.325	1758988.3	1614553.85	0	2607351.375	0.0	1880787.4	2593879.7	10	247.0	SM(d18:2/23:0); [M+H]+ C46H92N2O6P1
248	298.08963467731263	1.3644851	0	224531.03	7588279.25	210600.37	497548.2925	0	2005062.945	1845249.9775	2558744.8000000003	2111901.22	0	224531.03	7588279.25	210600.37	497548.2925	-1		
249	276.10788980064524	1.3644568	0	1888033.525	21234898.75	1912317.11	3493585.625	0	7844410.225	5581713.025	8134446.235	6968265.525	0	1888033.525	21234898.75	1912317.11	3493585.625	51		
250	186.07611962715063	1.3670741	0	0.0	1974536.65	93299.5625	350809.315	0	665188.2375	461038.195	682507.0349999999	609912.06	0	0.0	1974536.65	93299.5625	350809.315	51	250.0	N_ACETYLGLUCOSAMINE
251	314.0634691236419	1.3654138	0	0.0	881216.1225	0.0	0.0	0	202186.175	194363.735	269984.65	214681.5625	0	0.0	881216.1225	0.0	0.0	-1		
252	138.05496866967962	1.3662883	0	0.0	1965815.975	106491.6	363418.7875	0	696947.1950000001	474442.4125	677028.2999999999	587308.4550000001	0	0.0	1965815.975	106491.6	363418.7875	2		
253	690.4706718699633	1.3851217	0	1922379.125	0.0	1439408.45	1613461.675	0	1344524.125	1097066.725	1300650.9	1233007.5	0	1922379.125	0.0	1439408.45	1613461.675	26		
254	573.1905677576708	1.3681977	0	0.0	3473323.5	0.0	0.0	0	696948.55	585634.2	1249757.5	940983.25	0	0.0	3473323.5	0.0	0.0	-1		
255	446.2537656907638	1.3835596	0	733408.9625	1591968.1	612215.1575	811604.525	0	1071468.11	958287.515	634568.27	1084872.85	0	733408.9625	1591968.1	612215.1575	811604.525	13		
256	799.5678028379989	1.3590041	0	1278525.15	0.0	1006066.72	1335750.925	0	1099933.75	782294.235	942001.3	796113.51	0	1278525.15	0.0	1006066.72	1335750.925	10		
257	798.5640938660127	1.383916	0	2057377.825	0.0	1323938.0	2770247.225	0	2207547.2	991504.575	1345443.25	1607068.025	0	2057377.825	0.0	1323938.0	2770247.225	10	257.0	SM(d17:1/24:1); [M+H]+ C46H92N2O6P1
258	690.4705908762112	1.3997381	0	1856759.975	0.0	1047362.25	1669576.85	0	1356870.075	1212379.2999999998	847119.3999999999	1157330.3	0	1856759.975	0.0	1047362.25	1669576.85	26		
259	353.3525538225672	1.4571683	0	0.0	780688.0775	0.0	0.0	0	157466.25	155846.625	232122.89	235252.3125	0	0.0	780688.0775	0.0	0.0	6	259.0	putrescine-C18:1
260	220.1180013872592	1.47802	0	200983.185	0.0	434197.1	0.0	0	0.0	232865.97	194124.12	208190.195	0	200983.185	0.0	434197.1	0.0	-1	260.0	Massbank:LU087003 Pantothenate|Pantothenic acid|3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid
261	240.1205608338369	1.4708762	0	0.0	759276.625	0.0	79798.345	0	233765.85	185551.65	143322.325	276435.145	0	0.0	759276.625	0.0	79798.345	-1		
262	200.128169064282	1.4882127	0	650144.8725	1092712.74	681454.8325	868288.0249999999	0	927564.16	641698.0625	748097.94	975240.3075	0	650144.8725	1092712.74	681454.8325	868288.0249999999	9		
263	446.25376188535085	1.4854792	0	765513.8400000001	609870.5	635466.85	781513.975	0	617695.835	408204.5175	588478.9875	1177985.825	0	765513.8400000001	609870.5	635466.85	781513.975	13		
264	327.33684016999297	1.5148609	0	0.0	5772014.875	0.0	0.0	0	1106489.125	1280542.5	1690253.25	1694730.0	0	0.0	5772014.875	0.0	0.0	6	264.0	putrescine-C16:0
265	712.301746715439	1.5242022	0	759934.8225	120853.79	660846.9824999999	793768.9349999999	0	663616.425	406029.76	618257.7125	647500.6325000001	0	759934.8225	120853.79	660846.9824999999	793768.9349999999	15		
266	127.0503344753784	1.5313029	0	0.0	1237782.94	0.0	0.0	0	270379.25	239475.265	353492.55	374435.875	0	0.0	1237782.94	0.0	0.0	-1		
267	298.0968397311749	1.5424638	0	12660235.5	2591545.875	12369404.5	12973514.0	0	9292059.125	10336716.375	10256559.125	10709365.25	0	12660235.5	2591545.875	12369404.5	12973514.0	15	267.0	METHYLTHIOADENOSINE
268	325.32123801363025	1.5459254	0	0.0	3073781.925	0.0	0.0	0	682009.125	626080.125	882813.125	882879.55	0	0.0	3073781.925	0.0	0.0	6	268.0	putrescine-C16:1
269	326.3247240934929	1.5360632	0	0.0	676125.5650000001	0.0	0.0	0	147129.075	154307.64	188232.375	186456.475	0	0.0	676125.5650000001	0.0	0.0	6	269.0	putrescine-C16:1
270	718.4666551457499	1.5952377	0	1517890.0	0.0	995782.575	1372966.45	0	1160827.825	821169.475	965728.0	938913.725	0	1517890.0	0.0	995782.575	1372966.45	-1	270.0	PC-AEG (16:0/16:1)
271	299.30546098629134	1.6055069	0	0.0	611350.7825	0.0	0.0	0	124956.47	133003.825	195790.0625	157600.425	0	0.0	611350.7825	0.0	0.0	-1		
272	470.49332510229226	1.606422	0	2248383.2	0.0	2275736.325	1808445.825	0	1383649.325	1493437.45	1600801.05	1854677.525	0	2248383.2	0.0	2275736.325	1808445.825	56		
273	397.3425555074747	1.6070843	0	0.0	2709381.475	0.0	0.0	0	617758.2	620455.45	693466.45	777701.375	0	0.0	2709381.475	0.0	0.0	122		
274	786.6012666914131	1.6234609	0	51958136.5	1670773.4	53220330.0	50147165.0	0	32318353.3	44644946.975	38705098.375	41328006.25	0	51958136.5	1670773.4	53220330.0	50147165.0	31	274.0	PC(18:1/18:1); [M+H]+ C44H85N1O8P1
275	172.13318423087094	1.6235963	0	1352039.51	1910925.15	1534451.55	1025042.4875	0	1273491.0	1241409.6975	1460623.25	1846934.75	0	1352039.51	1910925.15	1534451.55	1025042.4875	109		
276	832.5692515786028	1.6296965	0	1113499.36	0.0	753646.015	1108666.025	0	858433.7	669871.51	684588.975	762917.215	0	1113499.36	0.0	753646.015	1108666.025	-1	276.0	PC-DAG (20:4/20:3)
277	371.3268513924099	1.6377276	0	0.0	8508819.375	0.0	267522.5625	0	1834112.18	2271563.25	2121971.3125	2548695.195	0	0.0	8508819.375	0.0	267522.5625	122		
278	758.569488351501	1.6338567	0	10106650.25	393300.095	13212840.875	8478791.625	0	5766099.1875	10222810.2	7933056.7575	8269616.7	0	10106650.25	393300.095	13212840.875	8478791.625	3		
279	718.4667029567725	1.6089901	0	1533737.825	0.0	937079.125	1479065.8	0	1227574.75	684087.725	1024084.575	1014135.7	0	1533737.825	0.0	937079.125	1479065.8	-1	279.0	Spectral Match to KDdiA-PC from NIST14
280	442.461674064267	1.6492269	0	4845042.575	126042.1875	5603051.0	4049307.375	0	3125547.84	3836889.7975	3556956.625	4104048.875	0	4845042.575	126042.1875	5603051.0	4049307.375	56		
281	744.5544421191299	1.6635165	0	82922202.0	3791171.55	89511831.0	82165310.0	0	54433158.75	70311270.55	67291477.2	66354608.05	0	82922202.0	3791171.55	89511831.0	82165310.0	3	281.0	Spectral Match to 1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14
282	1489.1045948236324	1.6672407	0	2098537.35	0.0	1690432.0499999998	2272170.55	0	1344760.2	1971732.175	1122626.0	1622021.575	0	2098537.35	0.0	1690432.0499999998	2272170.55	72		
283	1502.1147871641151	1.6625416	0	403480.695	0.0	589440.54	438014.6025	0	175719.88	498860.035	389907.4375	366448.485	0	403480.695	0.0	589440.54	438014.6025	72		
284	1488.1010902541402	1.6683602	0	2182813.175	0.0	2383306.2	2317213.925	0	1392356.9249999998	2021873.25	1815165.125	1653938.0	0	2182813.175	0.0	2383306.2	2317213.925	72		
285	1434.0527717264818	1.6931	0	0.0	1278300.425	0.0	0.0	0	312391.25	285109.25	403216.7	277583.225	0	0.0	1278300.425	0.0	0.0	72		
286	1432.0383723944913	1.6929367	0	0.0	1038880.3	0.0	0.0	0	287448.4	192800.85	373580.9	185050.15	0	0.0	1038880.3	0.0	0.0	72		
287	1462.0839795983145	1.6874204	0	672804.7875	0.0	797408.0225	655488.2525	0	446860.9125	602541.94	536010.2	540288.01	0	672804.7875	0.0	797408.0225	655488.2525	72		
288	730.5386204682355	1.6981525	0	4596138.325	2856472.7	5837995.25	3467414.15	0	3405966.225	5021028.55	4165998.075	4165027.575	0	4596138.325	2856472.7	5837995.25	3467414.15	3	288.0	PC-DAG (16:0/16:2)
289	250.093466992252	1.7066222	0	3468012.3	2936987.95	3237685.0	3686015.5	0	3288543.925	2680720.925	3635814.375	3723621.525	0	3468012.3	2936987.95	3237685.0	3686015.5	15	289.0	Creatinine
290	717.5263492689957	1.7099999	0	3197940.95	35678674.0	3035208.625	3920452.875	0	13413554.6	9728785.5	12369649.3	10320287.05	0	3197940.95	35678674.0	3035208.625	3920452.875	3	290.0	PE(16:1/18:1); [M+H]+ C39H75N1O8P1
291	718.5374623720908	1.7086095	0	11234817.75	25741271.5	13405531.5	10368449.5	0	13489026.75	16144312.5	16041984.5	15074746.5	0	11234817.75	25741271.5	13405531.5	10368449.5	3	291.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14
292	719.54159879568	1.7092842	0	5192019.25	7378842.75	4330878.375	4761491.0	0	5600289.25	5213334.125	6575154.375	4274453.625	0	5192019.25	7378842.75	4330878.375	4761491.0	3		
293	744.5545295311308	1.6689646	0	88219277.0	2885824.625	74208699.5	83204409.0	0	57248359.75	49685165.625	72771539.75	68813145.0	0	88219277.0	2885824.625	74208699.5	83204409.0	3	293.0	Spectral Match to 1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14
294	716.5229847712861	1.715501	0	6594847.25	73129142.5	6538488.75	8212570.375	0	27534864.25	20258589.875	26964858.25	19716736.5	0	6594847.25	73129142.5	6538488.75	8212570.375	3	294.0	PE(16:1/18:1); [M+H]+ C39H75N1O8P1
295	1406.0226805007646	1.7193737	0	0.0	8456118.375	0.0	0.0	0	2414328.25	1698681.0	2587029.0	1756080.125	0	0.0	8456118.375	0.0	0.0	72		
296	1434.0530157557644	1.6943332	0	0.0	1013678.2	0.0	0.0	0	0.0	290362.5	428084.975	295230.725	0	0.0	1013678.2	0.0	0.0	72		
297	760.5451279112871	1.7391715	0	1600681.125	0.0	1069804.4875	1679716.925	0	1478933.75	848235.55	1064289.9	958743.3375	0	1600681.125	0.0	1069804.4875	1679716.925	3	297.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14
298	703.5098433264158	1.744498	0	0.0	1994083.4	0.0	0.0	0	541438.8	517911.85	511939.875	422792.875	0	0.0	1994083.4	0.0	0.0	3	298.0	PE-DAG (16:1/18:1)
299	705.5257893901926	1.7358158	0	0.0	9545351.625	110402.25	0.0	0	2427647.5	2919632.75	2268736.75	2039736.875	0	0.0	9545351.625	110402.25	0.0	3		
300	549.4878966488982	1.7379472	0	0.0	4799376.5	0.0	0.0	0	1361038.875	1175916.25	1267008.125	995413.25	0	0.0	4799376.5	0.0	0.0	11	300.0	AEG(o-16:3/16:0)
301	758.5331044783134	1.7408271	0	7374232.25	0.0	5096259.725	7900298.0	0	7123203.25	3717383.1	5096410.75	4433792.875	0	7374232.25	0.0	5096259.725	7900298.0	3		
302	704.5219484282366	1.744852	0	364592.93	22343463.0	603691.36	299395.0475	0	6087983.785	6807395.8575	5554430.8675	5161331.8275	0	364592.93	22343463.0	603691.36	299395.0475	3		
303	1380.0067981286008	1.7430937	0	0.0	24689432.5	0.0	0.0	0	6542980.5	5697874.5	6358947.5	6089630.0	0	0.0	24689432.5	0.0	0.0	72		
304	1377.9916892216488	1.7431898	0	0.0	3638217.325	0.0	0.0	0	1010266.5	794985.2	972230.5	860735.125	0	0.0	3638217.325	0.0	0.0	72		
305	1394.0203995620209	1.7432384	0	0.0	3107182.175	0.0	0.0	0	764783.05	860958.75	726969.5	754470.875	0	0.0	3107182.175	0.0	0.0	72		
306	702.5064634635985	1.7433583	0	0.0	4634507.625	0.0	0.0	0	1206666.5	1208357.875	1254471.625	965011.625	0	0.0	4634507.625	0.0	0.0	3	306.0	PE-DAG (16:1/18:1)
307	759.5362614837366	1.7378066	0	3372900.925	0.0	2386055.665	3664917.625	0	3277641.75	1765568.515	2352385.125	2028278.825	0	3372900.925	0.0	2386055.665	3664917.625	3		
308	1378.9954681751074	1.7509878	0	0.0	2931765.45	0.0	0.0	0	784660.75	655678.875	796664.625	694761.2	0	0.0	2931765.45	0.0	0.0	72		
309	689.4966596283389	1.7576939	0	0.0	10939807.25	0.0	0.0	0	2813983.25	2702222.75	3036151.75	2387449.5	0	0.0	10939807.25	0.0	0.0	3	309.0	PE-DAG (16:0/16:1)
310	688.4931240978519	1.7587707	0	0.0	26639790.0	0.0	0.0	0	6832733.5	6619002.0	7348950.5	5839104.0	0	0.0	26639790.0	0.0	0.0	3	310.0	PE(16:1/16:1); [M+H]+ C37H71N1O8P1
311	690.5075780016498	1.7599324	0	645610.5	341503950.0	839139.8525	626188.1275	0	95861407.38	81215651.24	89674891.98500001	76862937.875	0	645610.5	341503950.0	839139.8525	626188.1275	3	311.0	PE-DAG (16:0/16:1)
312	172.13318537145489	1.7669864	0	1772894.3125	935816.9625	2186349.625	1321592.085	0	1318417.85	1233070.7225	1440939.9375	2224224.475	0	1772894.3125	935816.9625	2186349.625	1321592.085	109		
313	676.4923473774898	1.7812836	0	0.0	3104462.0	0.0	0.0	0	706551.8	854893.45	936076.2	606940.55	0	0.0	3104462.0	0.0	0.0	3	313.0	PE-DAG (15:0/16:1)
314	730.5026133423263	1.7849559	0	587493.855	1651663.775	417996.0625	749368.24	0	992661.0525	708819.765	821371.4550000001	883669.66	0	587493.855	1651663.775	417996.0625	749368.24	3		
315	123.08061315747663	1.7988839	0	682981.6725	418151.985	540650.6975	795662.595	0	719806.3125	484064.0675	595401.3625	638175.2075	0	682981.6725	418151.985	540650.6975	795662.595	-1		
316	151.07538775775126	1.7983818	0	679028.025	449355.605	702795.8175	700350.885	0	710043.6	509508.1275	534161.95	777816.655	0	679028.025	449355.605	702795.8175	700350.885	9	316.0	4-HYDROXYPHENYL ACETIC ACID
317	204.1231432282272	1.8005081	0	427095.095	141128.1225	429530.0275	443970.0075	0	457896.5275	270977.9375	263695.015	449153.7725	0	427095.095	141128.1225	429530.0275	443970.0075	9		
318	690.5076359809644	1.7620144	0	642108.42	334811197.5	894228.8125	684224.4375	0	83278138.52	83828376.0125	90501595.7125	79423648.925	0	642108.42	334811197.5	894228.8125	684224.4375	3	318.0	PC(14:0/15:1); [M+H]+ C37H73N1O8P1
319	186.11250384286205	1.8013958	0	4422207.95	2902144.375	4376248.85	5270567.325	0	4617849.625	3367470.0	4021718.525	4964130.35	0	4422207.95	2902144.375	4376248.85	5270567.325	9		
320	168.10193781655295	1.8028218	0	929937.135	605088.7725	922120.2625	1118727.1	0	959290.075	718981.7125	854264.035	1043337.4475	0	929937.135	605088.7725	922120.2625	1118727.1	9		
321	662.4761245790556	1.8053204	0	0.0	8041711.25	0.0	0.0	0	1983927.5	1695337.375	2773896.25	1588550.125	0	0.0	8041711.25	0.0	0.0	3	321.0	PE-DAG (14:0/16:1)
322	226.1049328035633	1.8083181	0	682727.665	0.0	661717.5599999999	958908.5225	0	643641.61	394958.0225	523085.715	741668.4	0	682727.665	0.0	661717.5599999999	958908.5225	-1		
323	688.4934325378186	1.7690126	0	0.0	27006689.5	0.0	0.0	0	7007262.5	6928108.0	7032597.0	6038722.0	0	0.0	27006689.5	0.0	0.0	3	323.0	PE(16:1/16:1); [M+H]+ C37H71N1O8P1
324	689.4968378138981	1.7679466	0	0.0	11011415.25	0.0	0.0	0	2806650.25	2810820.5	2904958.0	2488986.5	0	0.0	11011415.25	0.0	0.0	3	324.0	PE-DAG (16:0/16:1)
325	704.4863913240871	1.7787374	0	2972129.425	13508259.0	1686394.25	3268945.925	0	6671641.0	5300020.5	5795418.35	3668648.75	0	2972129.425	13508259.0	1686394.25	3268945.925	3	325.0	PE-DAG (16:1/18:1)
326	705.4897718729442	1.7832562	0	1588446.75	5735566.75	699237.275	1707938.225	0	2816241.0	2187969.65	2513358.7	2213619.65	0	1588446.75	5735566.75	699237.275	1707938.225	3	326.0	PE-AEG (o-17:0/17:1)
327	343.2954409262071	1.8375744	0	433129.535	735705.0375	420801.8275	786167.52	0	932364.45	356423.835	601157.595	485858.04	0	433129.535	735705.0375	420801.8275	786167.52	-1	327.0	Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium
328	776.5433251270792	1.8411266	0	1270021.45	0.0	894071.575	1364645.65	0	1083479.9	773658.45	911869.425	759730.8999999999	0	1270021.45	0.0	894071.575	1364645.65	-1		
329	720.481196441304	1.8674355	0	1942499.45	836561.5375	1535238.45	1840075.725	0	1682672.8	1459873.725	1537176.8375	1474651.8	0	1942499.45	836561.5375	1535238.45	1840075.725	68	329.0	Spectral Match to KDdiA-PC from NIST14
330	292.2118757772108	1.8832437	0	1240359.2875	997383.9125	1064375.4375	1087706.225	0	1184635.9874999998	832301.2875000001	1100131.1625	1272756.425	0	1240359.2875	997383.9125	1064375.4375	1087706.225	16		
331	246.2063753255566	1.8892986	0	0.0	420457.975	0.0	0.0	0	420457.975	0.0	0.0	0.0	0	0.0	420457.975	0.0	0.0	121		
332	718.467560376083	1.8576035	0	244090.0775	1232360.9	274917.7675	479133.4	0	577584.55	471684.5375	503946.9175	677286.14	0	244090.0775	1232360.9	274917.7675	479133.4	3	332.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14
333	415.2115740863061	1.8892794	0	11839147.375	8857560.25	7283953.5	8291732.0	0	8400646.75	8057905.375	8591917.5	11221923.5	0	11839147.375	8857560.25	7283953.5	8291732.0	13	333.0	"""1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040"""
334	327.26409032574725	1.9106914	0	211204.265	661627.315	599066.05	523610.545	0	622043.08	186488.335	599066.05	587910.71	0	211204.265	661627.315	599066.05	523610.545	-1		
335	446.25375075957976	1.9013373	0	254922.9175	0.0	248489.35	410489.055	0	284185.365	149477.22	250690.855	229547.8825	0	254922.9175	0.0	248489.35	410489.055	-1		
336	691.5982873040207	1.9248482	0	253488.75	0.0	453834.235	0.0	0	0.0	342034.255	184841.47	180447.26	0	253488.75	0.0	453834.235	0.0	54		
337	677.5835046892897	1.9257833	0	1868636.55	1090403.7	2058088.0	1577160.775	0	1419142.95	1709109.05	1831637.85	1634399.175	0	1868636.55	1090403.7	2058088.0	1577160.775	54		
338	296.2583684631732	1.89155	0	1437741.66	1536349.65	1271250.0775	1850430.9	0	1602745.475	1269540.125	1545960.675	1677526.0125000002	0	1437741.66	1536349.65	1271250.0775	1850430.9	11	338.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
339	432.2381997687605	1.8859873	0	5960033.7	4711563.8	4900049.5	5874260.075	0	6030519.75	4174931.775	5395232.05	5845223.5	0	5960033.7	4711563.8	4900049.5	5874260.075	13	339.0	Ex229
340	622.3719775729211	1.9402909	0	818008.0575	608294.22	590430.1174999999	714501.955	0	698130.2124999999	523742.3925	710143.87	799217.875	0	818008.0575	608294.22	590430.1174999999	714501.955	10		
341	722.4960411334895	1.9398476	0	0.0	2040718.525	0.0	0.0	0	480564.75	482267.05	431455.225	646431.5	0	0.0	2040718.525	0.0	0.0	3	341.0	PE(16:0/18:0); [M+H]+ C39H79N1O8P1
342	688.4554467132268	1.9404206	0	747575.5625	0.0	586783.1525	772764.1525000001	0	629285.9125	454369.4675	532105.075	491362.4125	0	747575.5625	0.0	586783.1525	772764.1525000001	3		
343	662.4398742608818	1.9519761	0	6908851.875	159293.75	5206839.7	7312469.5	0	6050170.75	4136488.465	4967036.5	4433759.11	0	6908851.875	159293.75	5206839.7	7312469.5	3		
344	651.5675364366513	1.9609175	0	0.0	13133763.0	0.0	0.0	0	3177529.25	3298502.5	3770104.25	2887627.0	0	0.0	13133763.0	0.0	0.0	54		
345	162.1124832583442	1.962815	0	609344.7475	721764.755	605721.97	666818.96	0	745468.1225	502535.445	614251.6075	741395.2575	0	609344.7475	721764.755	605721.97	666818.96	9		
346	160.13322511919796	1.9649726	0	889873.265	0.0	936348.48	649994.5525	0	456942.505	749371.965	653094.1125	616807.7150000001	0	889873.265	0.0	936348.48	649994.5525	-1		
347	625.5514652439233	1.9878836	0	0.0	17202500.75	0.0	0.0	0	4159786.75	5257696.0	4008289.25	3776728.75	0	0.0	17202500.75	0.0	0.0	54	347.0	OL (32:0)
348	756.5178629679923	1.9923348	0	2847204.825	0.0	2090124.76	3022812.6	0	2584793.625	1617309.91	1985345.475	1772693.1749999998	0	2847204.825	0.0	2090124.76	3022812.6	103		
349	648.4239898974963	1.992451	0	954486.7525	155708.72999999998	716616.1025	966597.6725	0	830780.375	651371.965	646284.7625	664972.155	0	954486.7525	155708.72999999998	716616.1025	966597.6725	3		
350	706.46528407041	1.999951	0	1561081.0	0.0	1342169.05	1354458.425	0	1107018.325	1033687.75	1099843.525	1017158.875	0	1561081.0	0.0	1342169.05	1354458.425	-1	350.0	Spectral Match to 1-Palmitoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14
351	760.5472740056383	1.9992417	0	1510198.625	0.0	1371079.175	1501151.275	0	1244105.65	1073840.975	1108937.975	955544.475	0	1510198.625	0.0	1371079.175	1501151.275	3	351.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14
352	757.5213197129402	1.9943144	0	1362251.625	0.0	974315.395	1412675.775	0	1206540.425	754998.42	931638.65	856065.3	0	1362251.625	0.0	974315.395	1412675.775	103		
353	623.5362365507392	2.0080967	0	0.0	18483231.75	0.0	0.0	0	4824358.5	4973521.0	4891362.0	3793990.25	0	0.0	18483231.75	0.0	0.0	54		
354	634.408309328338	2.0310524	0	1321801.85	3202246.45	1001669.86	1284666.6	0	1942970.175	1561457.205	1630323.415	1675633.965	0	1321801.85	3202246.45	1001669.86	1284666.6	3		
355	734.4611344330065	2.0338054	0	2143166.425	0.0	1612032.325	1849575.875	0	1570036.45	1275645.175	1461401.9249999998	1297691.0750000002	0	2143166.425	0.0	1612032.325	1849575.875	68	355.0	Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14
356	603.5350800767134	2.035729	0	5290566.625	0.0	6964436.3	4182399.7	0	2468658.625	5676413.5	4168583.25	4123747.25	0	5290566.625	0.0	6964436.3	4182399.7	11	356.0	AEG(o-18:3/18:1)
357	775.5492737856594	2.0366776	0	1424609.775	0.0	2179453.5250000004	1223624.45	0	510448.9	1723127.575	1316218.55	1277892.725	0	1424609.775	0.0	2179453.5250000004	1223624.45	3		
358	692.4503143596844	2.0376081	0	2103549.9	0.0	1642357.425	1825637.325	0	1589922.975	1268482.825	1422315.475	1290823.375	0	2103549.9	0.0	1642357.425	1825637.325	31		
359	792.5753613993236	2.0376387	0	4674873.9	0.0	6358962.55	3627783.625	0	2069823.45	4889586.5	3935062.0	3767148.125	0	4674873.9	0.0	6358962.55	3627783.625	3		
360	597.520724907537	2.0452383	0	0.0	105328461.0	57369.15	0.0	0	29975375.15	23897570.0	28246287.5	23266597.5	0	0.0	105328461.0	57369.15	0.0	54		
361	595.5054305386733	2.047171	0	0.0	1854906.95	0.0	0.0	0	463305.35	534515.25	456131.125	400955.225	0	0.0	1854906.95	0.0	0.0	54		
362	639.5310728227984	2.0657575	0	0.0	3053352.45	0.0	0.0	0	859911.8	747242.3	684209.8	761988.55	0	0.0	3053352.45	0.0	0.0	54	362.0	OL (33:0)
363	575.5038516213733	2.0666497	0	411796.5975	2196402.675	678835.75	463969.01	0	871246.0700000001	1012740.44	1122599.28	744418.2425	0	411796.5975	2196402.675	678835.75	463969.01	11	363.0	AEG(o-16:3/18:1)
364	766.5616842545786	2.0688846	0	628914.585	0.0	1275852.36	517833.225	0	227821.51	940120.825	636326.71	618331.125	0	628914.585	0.0	1275852.36	517833.225	3		
365	577.5195247619345	2.0669324	0	1054002.1175	0.0	1824489.675	825286.01	0	439208.9275	1408270.225	953822.15	902476.5	0	1054002.1175	0.0	1824489.675	825286.01	11	365.0	Spectral Match to 1-Palmitoyl-2-oleoyl-sn-glycerol from NIST14
366	702.4710256264019	2.0690472	0	0.0	11647914.5	0.0	0.0	0	3232243.5	2816778.25	2475591.5	3123301.25	0	0.0	11647914.5	0.0	0.0	3	366.0	PE-DAG (16:1/18:1)
367	608.3923836548829	2.06855	0	97949.905	9774230.25	206551.86	95626.97	0	2683933.9925	2595213.155	2114716.6175	2780495.22	0	97949.905	9774230.25	206551.86	95626.97	3		
368	703.4743075748199	2.0678952	0	0.0	4868843.125	0.0	0.0	0	1437335.625	1186309.0	997730.0	1247468.5	0	0.0	4868843.125	0.0	0.0	3	368.0	PE-DAG (16:1/18:1)
369	789.5279637171494	2.0767012	0	1576769.425	0.0	1339585.9	1826506.525	0	1203141.65	1117555.475	1344108.95	1078055.775	0	1576769.425	0.0	1339585.9	1826506.525	3		
370	549.4881738461937	2.0887914	0	0.0	9445491.75	66330.485	0.0	0	2592379.25	2421657.235	2839154.25	1658631.5	0	0.0	9445491.75	66330.485	0.0	11	370.0	AEG(o-16:3/16:0)
371	738.5285981306693	2.088945	0	0.0	5456946.925	0.0	0.0	0	1560679.75	1269651.0	1748979.125	877637.05	0	0.0	5456946.925	0.0	0.0	3		
372	190.1078918436532	2.0911233	0	752267.2450000001	692798.6	747729.05	946902.825	0	913625.675	674817.125	698340.5800000001	852914.3400000001	0	752267.2450000001	692798.6	747729.05	946902.825	9		
373	569.4892956391819	2.0901394	0	0.0	2567607.725	0.0	0.0	0	693213.05	591848.125	806361.3	476185.25	0	0.0	2567607.725	0.0	0.0	54		
374	154.08627186673854	2.0936887	0	751987.55	880123.5599999999	916781.02	1134721.2125	0	1094959.96	810912.95	755699.6725	1022040.76	0	751987.55	880123.5599999999	916781.02	1134721.2125	9		
375	137.059774844968	2.093981	0	1532823.08	1577061.6749999998	1613220.9	1967506.975	0	1876869.675	1437064.24	1527586.59	1849092.125	0	1532823.08	1577061.6749999998	1613220.9	1967506.975	9		
