#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
494	spectra_filtered.mgf	*..*		:27596	48577	-1	0	288.121	0	0.831309	0	0	304.828	95969.8	ANISOMYCIN [M+Na]+	MONA	temp/spectra_filtered.mgf494	-1	MONA.mgf	585.522				8	0	0.168701	288.29	0	CCMSLIB00004721177
432	spectra_filtered.mgf	*..*		:21826	22272	-1	0	226.182	1	0.829161	0	0	15217400.0	282323.0	VITAMIN K1 CollisionEnergy:205060 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf432	-1	BERKELEY-LAB.mgf	8.23042				8	0	0.00186157	226.18	0	CCMSLIB00010124262
656	spectra_filtered.mgf	*..*		:3468	3381	-1	0	295.227	1	0.822719	0	0	4003450.0	160278.0	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf656	-1	GNPS-NIST14-MATCHES.mgf	3333.89				8	0	0.984253	294.243	0	CCMSLIB00003137868
840	spectra_filtered.mgf	*..*		:3119	918	-1	0	265.216	0	0.82019	0	0	1253890.0	137996.0	Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf840	-1	GNPS-NIST14-MATCHES.mgf	7461.97				6	0	1.97903	263.237	0	CCMSLIB00003135404
123	spectra_filtered.mgf	*..*		:9686	9686	-1	0	254.088	1	0.819076	0	0	279.895	644673.0	Neopterin M+H	MCE-DRUG	temp/spectra_filtered.mgf123	-1	MCE-DRUG.mgf	1.44128				6	0	0.000366211	254.088	0	CCMSLIB00010139410
707	spectra_filtered.mgf	*..*		:1681	1958	-1	0	267.173	1	0.818542	0	0	34490.7	290611.0	Spectral Match to Tributyl phosphate from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf707	-1	GNPS-NIST14-MATCHES.mgf	83.9547				7	0	0.0224304	267.195	0	CCMSLIB00003136445
140	spectra_filtered.mgf	*..*		:4151	4597	-1	0	143.033	1	0.816453	0	0	205154.0	972660.0	Purine CollisionEnergy:102040 M+Na	BERKELEY-LAB	temp/spectra_filtered.mgf140	-1	BERKELEY-LAB.mgf	541.615				6	0	0.0774689	142.956	0	CCMSLIB00010106585
915	spectra_filtered.mgf	*..*		:6012	2362	-1	0	282.279	1	0.81581	0	0	283986.0	8361150.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf915	-1	GNPS-NIST14-MATCHES.mgf	3551.35				10	0	1.00247	283.281	0	CCMSLIB00003136849
358	spectra_filtered.mgf	*..*		:213	8508	-1	0	183.065	0	0.815779	0	0	112701.0	775893.0	METHYL VANILLATE - 40.0 eV M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf358	-1	GNPS-LIBRARY.mgf	71.5992				7	0	0.0131073	183.078	0	CCMSLIB00005883366
488	spectra_filtered.mgf	*..*		:2326	6918	-1	0	297.243	1	0.813633	0	0	215400.0	56147.5	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585] [M-H2O+H]+	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf488	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	3312.51				10	0	0.984619	296.258	0	CCMSLIB00005722214
614	spectra_filtered.mgf	*..*		:34571	34571	-1	0	432.311	1	0.809826	0	0	204.33	156716.0	glycodeoxycholic acid [M+H-H2O]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf614	-1	MSNLIB-POSITIVE.mgf	168.149				6	0	0.0726929	432.238	0	CCMSLIB00012336920
547	spectra_filtered.mgf	*..*		:5913	5913	-1	0	432.311	1	0.808932	0	0	154.649	201813.0	Glycoursodeoxycholic acid (Chimeric precursor selection) M+H	MCE-DRUG	temp/spectra_filtered.mgf547	-1	MCE-DRUG.mgf	168.291				6	0	0.0727539	432.238	0	CCMSLIB00010135637
702	spectra_filtered.mgf	*..*		:2878	1613	-1	0	297.242	1	0.808013	0	0	1012650.0	343809.0	Spectral Match to 9(10)-EpOME from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf702	-1	GNPS-NIST14-MATCHES.mgf	3309.13				10	0	0.983612	296.258	0	CCMSLIB00003136100
903	spectra_filtered.mgf	*..*		:5609	967	-1	0	282.279	0	0.80621	0	0	192864.0	11248100.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf903	-1	GNPS-NIST14-MATCHES.mgf	4180.99				9	0	1.18021	283.459	0	CCMSLIB00003135453
633	spectra_filtered.mgf	*..*		:2735	588	-1	0	279.232	1	0.804989	0	0	111428.0	217135.0	gamma-Linolenic acid (known structural isomers: 0; isobaric peaks in run: 2) [M+H]+	CMMC-FOOD-BIOMARKERS	temp/spectra_filtered.mgf633	-1	CMMC-FOOD-BIOMARKERS.mgf	3524.31				9	0	0.9841	278.248	0	CCMSLIB00013576834
626	spectra_filtered.mgf	*..*		:2796	236	-1	0	279.232	1	0.804663	0	0	942813.0	81055.1	Spectral Match to 9(10)-EpOME from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf626	-1	GNPS-NIST14-MATCHES.mgf	3524.31				6	0	0.9841	278.248	0	CCMSLIB00003134722
985	spectra_filtered.mgf	*..*		:7998	10730	-1	0	625.551	1	0.803762	0	0	8674200.0	3340360.0	OL (32:0) M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf985	-1	GNPS-LIBRARY.mgf	1.17084				12	0	0.000732422	625.552	0	CCMSLIB00006678144
908	spectra_filtered.mgf	*..*		:20	282	-1	0	145.047	1	0.803727	0	0	397558.0	818411.0	ERYTHRITOL M+Na	GNPS-MSMLS	temp/spectra_filtered.mgf908	-1	GNPS-MSMLS.mgf	7500.79				6	0	1.08797	143.959	0	CCMSLIB00005464033
875	spectra_filtered.mgf	*..*		:20	282	-1	0	145.047	1	0.803686	0	0	397558.0	832249.0	ERYTHRITOL M+Na	GNPS-MSMLS	temp/spectra_filtered.mgf875	-1	GNPS-MSMLS.mgf	7501.0				6	0	1.088	143.959	0	CCMSLIB00005464033
225	spectra_filtered.mgf	*..*		:4151	4597	-1	0	143.033	0	0.803417	0	0	205154.0	141118.0	Purine CollisionEnergy:102040 M+Na	BERKELEY-LAB	temp/spectra_filtered.mgf225	-1	BERKELEY-LAB.mgf	514.732				6	0	0.0736237	143.107	0	CCMSLIB00010106585
951	spectra_filtered.mgf	*..*		:20	282	-1	0	145.047	1	0.803329	0	0	397558.0	720214.0	ERYTHRITOL M+Na	GNPS-MSMLS	temp/spectra_filtered.mgf951	-1	GNPS-MSMLS.mgf	7501.1				6	0	1.08801	143.959	0	CCMSLIB00005464033
811	spectra_filtered.mgf	*..*		:20	282	-1	0	145.047	1	0.801473	0	0	397558.0	702933.0	ERYTHRITOL M+Na	GNPS-MSMLS	temp/spectra_filtered.mgf811	-1	GNPS-MSMLS.mgf	7500.89				6	0	1.08798	143.959	0	CCMSLIB00005464033
418	spectra_filtered.mgf	*..*		:4426	4872	-1	0	227.164	1	0.799079	0	0	591245.0	305994.0	2-heptylhexanedioic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf418	-1	BERKELEY-LAB.mgf	4331.04				7	0	0.983856	226.18	0	CCMSLIB00010106860
1010	spectra_filtered.mgf	*..*		:20	282	-1	0	145.047	1	0.797817	0	0	397558.0	1098730.0	ERYTHRITOL M+Na	GNPS-MSMLS	temp/spectra_filtered.mgf1010	-1	GNPS-MSMLS.mgf	7501.1				6	0	1.08801	143.959	0	CCMSLIB00005464033
466	spectra_filtered.mgf	*..*		:1018	937	-1	0	255.157	1	0.797358	0	0	1377020.0	192420.0	acetic_acid_isobutyl_ester 2M+Na	GNPS-NUTRI-METAB-FEM-POS	temp/spectra_filtered.mgf466	-1	GNPS-NUTRI-METAB-FEM-POS.mgf	8.07321				7	0	0.00205994	255.159	0	CCMSLIB00006673889
451	spectra_filtered.mgf	*..*		:2796	236	-1	0	279.232	0	0.793983	0	0	942813.0	71181.8	Spectral Match to 9(10)-EpOME from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf451	-1	GNPS-NIST14-MATCHES.mgf	3524.31				7	0	0.9841	278.248	0	CCMSLIB00003134722
292	spectra_filtered.mgf	*..*		:2160	47367	-1	0	611.161	1	0.793643	0	0	131.077	159073.0	Rutin [M+H]+	MONA	temp/spectra_filtered.mgf292	-1	MONA.mgf	0.0				6	0	0.0	611.161	0	CCMSLIB00004719967
